East Germany, Live births by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age    Cohort           Total             B1             B2             B3             B4            B5p
1956    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1956    13      1943            0.00           0.00           0.00           0.00           0.00           0.00
1956    13      1942            0.00           0.00           0.00           0.00           0.00           0.00
1956    14      1942            0.00           0.00           0.00           0.00           0.00           0.00
1956    14      1941            7.13           6.94           0.00           0.00           0.19           0.00
1956    15      1941           47.87          47.06           0.00           0.00           0.81           0.00
1956    15      1940          183.65         183.00           0.65           0.00           0.00           0.00
1956    16      1940          283.35         279.00           4.35           0.00           0.00           0.00
1956    16      1939          938.71         907.90          29.14           0.71           0.80           0.17
1956    17      1939         1453.29        1392.11          54.85           4.29           1.20           0.83
1956    17      1938         3034.86        2836.49         188.92           8.45           0.50           0.50
1956    18      1938         3968.14        3653.57         302.03          11.55           0.50           0.50
1956    18      1937         6139.75        5372.26         717.86          47.18           1.16           1.29
1956    19      1937         6944.25        5903.92         956.98          79.79           1.83           1.71
1956    19      1936         8990.07        7250.03        1518.56         203.01          15.86           2.62
1956    20      1936         9354.93        7259.38        1777.18         282.87          32.11           3.38
1956    20      1935        11159.84        7697.88        2857.50         524.89          70.63           8.94
1956    21      1935        11255.16        7329.84        3177.14         639.85          95.28          13.04
1956    21      1934        11739.01        6996.89        3626.88         920.39         167.34          27.51
1956    22      1934        11543.99        6525.04        3711.83        1057.21         211.46          38.45
1956    22      1933         9686.18        4822.36        3286.79        1215.31         299.22          62.51
1956    23      1933         9346.82        4378.54        3224.15        1307.25         353.46          83.41
1956    23      1932         9333.81        3922.82        3310.66        1470.85         464.93         164.55
1956    24      1932         8951.19        3584.12        3195.46        1473.71         498.62         199.27
1956    24      1931         9116.19        3389.99        3286.26        1596.27         603.89         239.77
1956    25      1931         8684.81        3095.96        3150.98        1558.32         623.56         255.99
1956    25      1930         9150.66        2967.23        3364.80        1690.24         766.79         361.60
1956    26      1930         8673.34        2686.71        3196.59        1638.41         763.57         388.06
1956    26      1929         8203.70        2309.48        3018.37        1655.61         756.66         463.59
1956    27      1929         7809.30        2114.35        2858.10        1619.11         734.74         482.99
1956    27      1928         7606.32        1942.23        2729.31        1667.54         737.45         529.79
1956    28      1928         7202.68        1773.52        2577.19        1599.23         713.99         538.76
1956    28      1927         6474.10        1465.59        2332.64        1423.35         680.33         572.19
1956    29      1927         6108.90        1330.02        2192.86        1348.50         661.17         576.34
1956    29      1926         6100.78        1232.35        2150.11        1374.50         707.75         636.07
1956    30      1926         5724.22        1111.20        1997.42        1305.40         680.76         629.44
1956    30      1925         5384.90         960.77        1837.13        1263.93         660.11         662.96
1956    31      1925         5081.10         875.69        1711.38        1212.02         632.46         649.55
1956    31      1924         4740.69         773.19        1552.23        1183.81         605.63         625.84
1956    32      1924         4479.31         702.20        1442.24        1122.17         588.99         623.70
1956    32      1923         4196.05         594.54        1289.78        1009.65         602.49         699.59
1956    33      1923         3939.95         531.79        1191.68         945.38         578.16         692.94
1956    33      1922         4049.40         495.36        1212.44         996.53         598.38         746.70
1956    34      1922         3805.60         449.93        1109.02         942.53         573.29         730.83
1956    34      1921         3920.59         443.51        1038.04         978.89         627.76         832.38
1956    35      1921         3653.41         401.76         935.40         904.21         596.92         815.12
1956    35      1920         3552.27         369.18         871.15         839.27         595.48         877.19
1956    36      1920         3301.73         329.07         780.25         775.85         560.24         856.32
1956    36      1919         2263.92         199.75         487.10         542.74         391.47         642.86
1956    37      1919         2104.08         181.39         428.15         498.36         366.37         629.82
1956    37      1918         1222.12         107.27         214.18         271.66         214.54         414.48
1956    38      1918         1122.88          95.81         192.94         245.41         196.38         392.34
1956    38      1917          953.45          73.33         173.32         207.40         164.57         334.82
1956    39      1917          857.55          63.72         156.77         183.65         146.37         307.03
1956    39      1916          815.14          58.18         148.00         165.04         134.63         309.30
1956    40      1916          729.86          49.87         130.09         147.01         119.33         283.57
1956    40      1915          899.77          53.10         151.17         185.64         144.77         365.08
1956    41      1915          805.23          47.95         128.92         165.42         130.18         332.77
1956    41      1914          878.84          60.04         122.94         176.72         146.69         372.45
1956    42      1914          772.16          54.01         104.13         149.34         129.26         335.41
1956    42      1913          659.29          46.67          86.62         111.13         109.17         305.69
1956    43      1913          551.71          35.37          70.43          92.90          90.80         262.21
1956    43      1912          391.73          17.68          45.59          71.96          62.89         193.61
1956    44      1912          321.27          13.34          38.44          59.06          52.09         158.33
1956    44      1911          228.37           9.04          32.59          40.29          38.99         107.45
1956    45      1911          158.63           5.97          22.43          26.72          27.00          76.52
1956    45      1910           65.84           2.02           7.89           9.58          10.74          35.60
1956    46      1910           47.51           1.50           5.72           6.82           7.69          25.78
1956    46      1909           31.93           1.24           4.22           4.75           5.14          16.58
1956    47      1909           24.64           1.05           3.40           3.73           3.96          12.50
1956    47      1908           15.35           0.80           2.34           2.42           2.46           7.33
1956    48      1908           11.92           0.69           1.91           1.92           1.90           5.49
1956    48      1907            7.47           0.53           1.33           1.26           1.18           3.16
1956    49      1907            5.84           0.46           1.09           1.01           0.92           2.36
1956    49      1906            3.77           0.36           0.78           0.68           0.58           1.37
1956    50      1906            2.98           0.31           0.64           0.55           0.46           1.03
1956    50      1905            1.88           0.23           0.44           0.35           0.28           0.57
1956    51      1905            1.50           0.20           0.36           0.29           0.22           0.43
1956    51      1904            1.00           0.16           0.26           0.19           0.14           0.26
1956    52      1904            0.81           0.13           0.21           0.16           0.11           0.19
1956    52      1903            0.52           0.09           0.14           0.10           0.07           0.11
1956    53      1903            0.42           0.08           0.12           0.08           0.05           0.09
1956    53      1902            0.28           0.06           0.08           0.06           0.04           0.05
1956    54      1902            0.20           0.04           0.06           0.04           0.02           0.04
1956    54      1901            0.11           0.02           0.03           0.02           0.01           0.02
1956    55+        .            0.04           0.01           0.01           0.01           0.00           0.01
1957    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1957    13      1944            0.00           0.00           0.00           0.00           0.00           0.00
1957    13      1943            0.00           0.00           0.00           0.00           0.00           0.00
1957    14      1943            0.00           0.00           0.00           0.00           0.00           0.00
1957    14      1942            7.06           7.06           0.00           0.00           0.00           0.00
1957    15      1942           47.03          47.03           0.00           0.00           0.00           0.00
1957    15      1941          165.23         165.23           0.00           0.00           0.00           0.00
1957    16      1941          242.46         242.46           0.00           0.00           0.00           0.00
1957    16      1940          903.55         894.30           9.11           0.14           0.00           0.00
1957    17      1940         1426.40        1363.47          62.06           0.86           0.00           0.00
1957    17      1939         3056.06        2875.84         174.45           5.77           0.00           0.00
1957    18      1939         3959.83        3704.96         243.58          11.30           0.00           0.00
1957    18      1938         6179.39        5425.59         703.04          49.00           1.77           0.00
1957    19      1938         7016.96        5928.18         993.98          83.49          11.31           0.00
1957    19      1937         8741.23        6822.93        1690.84         205.80          20.79           0.86
1957    20      1937         9072.94        6774.88        1984.48         282.93          25.48           5.17
1957    20      1936        10659.35        7286.93        2771.68         520.87          72.39           7.48
1957    21      1936        10628.71        6920.88        2968.56         630.07         100.60           8.61
1957    21      1935        11547.10        6755.86        3636.03         956.85         174.61          23.74
1957    22      1935        11333.65        6290.30        3715.45        1076.77         216.55          34.60
1957    22      1934        11367.56        5710.67        3896.99        1330.31         355.43          74.16
1957    23      1934        11039.39        5240.93        3844.76        1426.13         425.74         101.82
1957    23      1933         8911.10        3726.54        3151.46        1398.83         483.89         150.38
1957    24      1933         8590.55        3385.63        3052.06        1437.16         530.27         185.43
1957    24      1932         8632.79        3064.36        3123.30        1548.96         627.88         268.30
1957    25      1932         8294.88        2806.78        3005.93        1533.14         648.38         300.64
1957    25      1931         8220.53        2561.52        2957.07        1593.00         730.88         378.06
1957    26      1931         7810.63        2333.29        2803.72        1543.73         726.02         403.86
1957    26      1930         8130.44        2231.49        2907.94        1659.84         793.49         537.68
1957    27      1930         7740.44        2036.45        2763.90        1603.72         774.71         561.67
1957    27      1929         7303.54        1757.90        2608.34        1559.79         773.87         603.64
1957    28      1929         6928.57        1607.41        2459.22        1499.89         750.94         611.11
1957    28      1928         6471.50        1419.41        2237.08        1439.54         728.06         647.41
1957    29      1928         6117.83        1292.52        2106.32        1371.27         700.15         647.57
1957    29      1927         5500.68        1060.46        1910.68        1232.90         650.03         646.61
1957    30      1927         5219.48         965.26        1801.81        1181.83         626.37         644.20
1957    30      1926         5160.08         879.35        1729.75        1215.06         637.60         698.32
1957    31      1926         4869.91         800.21        1606.09        1162.30         612.54         688.76
1957    31      1925         4597.25         707.60        1459.04        1122.85         600.74         707.02
1957    32      1925         4334.88         648.88        1352.17        1058.89         581.99         692.95
1957    32      1924         3857.65         550.70        1166.83         918.06         558.66         663.40
1957    33      1924         3655.08         508.77        1080.86         869.79         542.60         653.06
1957    33      1923         3474.99         462.26         971.30         842.81         527.28         671.36
1957    34      1923         3277.44         418.19         888.04         800.61         510.61         659.99
1957    34      1922         3253.03         366.66         815.56         803.02         550.62         717.17
1957    35      1922         3062.67         331.77         751.44         758.99         525.22         695.25
1957    35      1921         3165.58         326.70         771.26         797.42         534.24         735.96
1957    36      1921         2967.81         301.75         706.65         738.47         499.39         721.55
1957    36      1920         2866.57         289.85         631.46         663.94         475.84         805.48
1957    37      1920         2658.79         260.59         563.28         607.42         442.23         785.28
1957    37      1919         1759.36         155.67         346.25         404.12         297.64         555.68
1957    38      1919         1610.35         135.98         299.51         368.59         277.19         529.08
1957    38      1918          876.27          66.90         139.17         198.27         159.28         312.67
1957    39      1918          795.56          58.93         121.68         177.00         145.64         292.31
1957    39      1917          654.52          46.92          99.46         139.12         118.07         250.95
1957    40      1917          595.59          42.95          88.42         123.05         107.59         233.59
1957    40      1916          596.49          45.28          82.46         114.81         109.35         244.58
1957    41      1916          528.42          40.59          71.43          99.31          96.23         220.87
1957    41      1915          584.67          45.53          77.07         105.51         103.56         253.00
1957    42      1915          513.19          39.33          66.82          93.59          88.98         224.47
1957    42      1914          550.86          39.21          69.94         109.35          88.62         243.74
1957    43      1914          470.87          32.67          59.96          90.76          77.84         209.64
1957    43      1913          359.77          23.80          47.99          57.90          69.35         160.73
1957    44      1913          296.34          19.13          37.94          48.14          56.99         134.14
1957    44      1912          217.99          13.72          23.18          41.35          37.65         102.10
1957    45      1912          162.66           9.24          17.79          29.68          27.52          78.43
1957    45      1911           77.73           2.99          10.32          11.25          12.89          40.27
1957    46      1911           58.96           2.21           8.35           8.22           9.68          30.49
1957    46      1910           41.57           1.79           6.67           5.80           6.75          20.57
1957    47      1910           32.59           1.49           5.57           4.56           5.26          15.71
1957    47      1909           21.39           1.14           4.13           3.05           3.42           9.66
1957    48      1909           16.70           0.96           3.41           2.41           2.65           7.26
1957    48      1908           10.46           0.72           2.39           1.56           1.64           4.16
1957    49      1908            8.17           0.61           1.96           1.24           1.27           3.09
1957    49      1907            5.11           0.46           1.34           0.80           0.77           1.74
1957    50      1907            4.01           0.39           1.09           0.64           0.60           1.29
1957    50      1906            2.57           0.30           0.75           0.42           0.37           0.73
1957    51      1906            2.04           0.25           0.61           0.34           0.29           0.54
1957    51      1905            1.27           0.18           0.40           0.22           0.17           0.30
1957    52      1905            1.01           0.15           0.32           0.17           0.13           0.22
1957    52      1904            0.66           0.11           0.22           0.12           0.08           0.13
1957    53      1904            0.52           0.09           0.17           0.09           0.07           0.10
1957    53      1903            0.33           0.06           0.11           0.06           0.04           0.06
1957    54      1903            0.23           0.04           0.08           0.04           0.03           0.04
1957    54      1902            0.13           0.03           0.04           0.02           0.02           0.02
1957    55+        .            0.04           0.01           0.02           0.01           0.01           0.01
1958    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1958    13      1945            0.00           0.00           0.00           0.00           0.00           0.00
1958    13      1944            0.00           0.00           0.00           0.00           0.00           0.00
1958    14      1944            0.00           0.00           0.00           0.00           0.00           0.00
1958    14      1943            5.79           5.79           0.00           0.00           0.00           0.00
1958    15      1943           39.21          39.21           0.00           0.00           0.00           0.00
1958    15      1942          133.36         133.36           0.00           0.00           0.00           0.00
1958    16      1942          205.64         205.64           0.00           0.00           0.00           0.00
1958    16      1941          822.64         814.55           8.08           0.00           0.00           0.00
1958    17      1941         1296.36        1240.45          55.91           0.00           0.00           0.00
1958    17      1940         3063.48        2892.52         170.73           0.23           0.00           0.00
1958    18      1940         4115.52        3870.52         243.23           1.77           0.00           0.00
1958    18      1939         6383.09        5689.44         651.44          41.57           0.64           0.00
1958    19      1939         7436.91        6402.73         929.43         100.40           4.36           0.00
1958    19      1938         8929.35        7133.56        1572.65         207.25          15.19           0.70
1958    20      1938         9584.65        7325.81        1956.11         274.65          23.79           4.30
1958    20      1937        10054.84        6893.22        2584.97         502.22          69.05           5.37
1958    21      1937        10267.16        6662.36        2864.74         631.56         101.88           6.62
1958    21      1936        11089.76        6520.51        3421.51         943.13         177.67          26.95
1958    22      1936        11083.24        6188.28        3551.26        1077.52         222.16          44.02
1958    22      1935        11367.94        5721.55        3832.09        1368.06         364.92          81.32
1958    23      1935        11182.06        5326.37        3851.82        1467.50         429.77         106.60
1958    23      1934        10603.23        4510.27        3808.78        1591.94         514.07         178.17
1958    24      1934        10352.77        4148.65        3764.29        1647.63         567.52         224.67
1958    24      1933         8273.09        2897.62        3032.49        1456.81         595.50         290.67
1958    25      1933         8033.91        2661.13        2926.73        1464.89         641.07         340.10
1958    25      1932         7736.47        2369.87        2744.85        1481.33         721.02         419.40
1958    26      1932         7452.53        2173.83        2633.47        1459.42         735.51         450.30
1958    26      1931         7331.48        1905.34        2627.29        1490.57         777.19         531.09
1958    27      1931         7022.52        1741.29        2494.10        1467.24         763.34         556.55
1958    27      1930         7192.23        1651.32        2427.20        1627.24         796.22         690.26
1958    28      1930         6873.77        1513.28        2297.25        1579.61         778.32         705.31
1958    28      1929         6409.74        1294.52        2156.84        1452.88         789.91         715.59
1958    29      1929         6119.26        1180.98        2061.62        1396.02         769.66         710.99
1958    29      1928         5689.10         989.97        1931.20        1347.86         714.08         705.99
1958    30      1928         5411.90         916.43        1821.24        1284.08         690.55         699.60
1958    30      1927         4841.68         813.00        1561.23        1111.06         659.78         696.62
1958    31      1927         4603.32         753.36        1462.16        1060.92         639.89         686.99
1958    31      1926         4447.88         666.74        1384.36        1077.83         632.02         686.93
1958    32      1926         4192.12         613.56        1281.01        1019.17         601.68         676.71
1958    32      1925         3901.04         564.30        1127.88         914.40         565.83         728.63
1958    33      1925         3690.96         515.97        1049.45         867.62         540.91         717.00
1958    33      1924         3264.97         405.17         918.05         802.38         493.73         645.64
1958    34      1924         3109.03         373.03         854.23         767.66         478.06         636.05
1958    34      1923         2966.10         347.14         754.39         714.89         476.10         673.58
1958    35      1923         2787.90         313.04         686.87         675.16         447.71         665.12
1958    35      1922         2678.53         263.45         621.93         676.12         407.28         709.75
1958    36      1922         2521.47         238.69         571.30         631.95         391.57         687.96
1958    36      1921         2615.35         241.51         573.13         618.10         463.77         718.83
1958    37      1921         2441.65         214.62         516.10         565.98         447.06         697.89
1958    37      1920         2266.98         167.48         426.46         505.80         421.55         745.69
1958    38      1920         2096.02         150.62         384.73         463.28         389.32         708.06
1958    38      1919         1387.72         103.25         260.14         311.54         254.47         458.32
1958    39      1919         1275.28          96.82         228.97         279.51         230.45         439.52
1958    39      1918          699.02          55.57         104.67         135.37         116.84         286.57
1958    40      1918          627.98          50.46          89.38         120.66         107.13         260.35
1958    40      1917          486.31          40.05          66.16         101.55          96.61         181.95
1958    41      1917          428.69          33.98          56.87          87.47          86.36         164.00
1958    41      1916          394.35          26.26          50.17          68.34          74.41         175.18
1958    42      1916          335.65          21.76          40.85          58.68          62.58         151.77
1958    42      1915          339.50          22.86          36.17          69.97          63.60         146.89
1958    43      1915          289.50          19.16          30.85          58.04          53.38         128.07
1958    43      1914          297.89          17.72          35.05          48.28          51.02         145.82
1958    44      1914          249.11          15.29          29.96          38.73          42.97         122.15
1958    44      1913          185.92          14.12          22.64          28.85          34.81          85.50
1958    45      1913          141.08           9.89          18.37          21.16          26.19          65.48
1958    45      1912           77.45           3.46          12.34          10.31          13.19          38.15
1958    46      1912           59.54           2.55          10.15           7.78           9.90          29.15
1958    46      1911           38.15           1.82           7.30           5.06           6.16          17.81
1958    47      1911           30.11           1.51           6.10           4.03           4.79          13.67
1958    47      1910           20.57           1.17           4.64           2.84           3.19           8.73
1958    48      1910           16.10           0.98           3.82           2.26           2.47           6.57
1958    48      1909           10.57           0.75           2.75           1.54           1.58           3.95
1958    49      1909            8.27           0.64           2.24           1.23           1.22           2.94
1958    49      1908            5.21           0.47           1.52           0.81           0.75           1.67
1958    50      1908            4.09           0.40           1.23           0.64           0.58           1.24
1958    50      1907            2.59           0.30           0.82           0.42           0.35           0.70
1958    51      1907            2.05           0.25           0.66           0.34           0.28           0.52
1958    51      1906            1.33           0.19           0.44           0.22           0.17           0.30
1958    52      1906            1.05           0.16           0.35           0.18           0.13           0.23
1958    52      1905            0.66           0.11           0.22           0.11           0.08           0.13
1958    53      1905            0.52           0.09           0.18           0.09           0.06           0.10
1958    53      1904            0.34           0.06           0.12           0.06           0.04           0.06
1958    54      1904            0.23           0.05           0.08           0.04           0.03           0.04
1958    54      1903            0.12           0.03           0.04           0.02           0.01           0.02
1958    55+        .            0.04           0.01           0.02           0.01           0.00           0.01
1959    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1959    13      1946            0.00           0.00           0.00           0.00           0.00           0.00
1959    13      1945            0.00           0.00           0.00           0.00           0.00           0.00
1959    14      1945            0.00           0.00           0.00           0.00           0.00           0.00
1959    14      1944           10.25          10.25           0.00           0.00           0.00           0.00
1959    15      1944           68.75          68.75           0.00           0.00           0.00           0.00
1959    15      1943          169.95         169.29           0.66           0.00           0.00           0.00
1959    16      1943          238.05         233.71           4.34           0.00           0.00           0.00
1959    16      1942          789.92         772.57          17.35           0.00           0.00           0.00
1959    17      1942         1248.08        1218.44          29.64           0.00           0.00           0.00
1959    17      1941         3137.94        2982.59         152.54           2.81           0.00           0.00
1959    18      1941         4164.06        3878.48         266.40          19.18           0.00           0.00
1959    18      1940         7178.69        6396.27         729.19          52.60           0.63           0.00
1959    19      1940         8427.31        7297.04        1052.55          73.36           4.36           0.00
1959    19      1939        10375.17        8302.48        1845.01         209.77          17.79           0.12
1959    20      1939        11099.83        8486.24        2273.49         311.05          28.18           0.87
1959    20      1938        11461.33        7939.75        2903.66         537.08          70.98           9.86
1959    21      1938        11775.67        7739.38        3222.77         689.51         103.90          20.12
1959    21      1937        11649.50        6910.74        3507.84        1001.61         193.01          36.30
1959    22      1937        11666.50        6538.69        3665.73        1163.75         250.68          47.64
1959    22      1936        11781.38        5848.78        4018.53        1430.98         380.69         102.40
1959    23      1936        11648.62        5463.85        4070.30        1532.26         446.77         135.45
1959    23      1935        11645.89        4931.25        4170.11        1738.86         598.80         206.87
1959    24      1935        11471.11        4593.47        4135.01        1823.36         667.43         251.85
1959    24      1934        10712.84        3799.67        3848.09        1941.24         759.31         364.53
1959    25      1934        10471.16        3491.95        3754.34        1985.06         809.80         430.02
1959    25      1933         8139.61        2401.36        2917.41        1626.81         736.05         458.00
1959    26      1933         7907.39        2185.85        2819.15        1622.74         765.16         514.48
1959    26      1932         7529.59        1805.00        2632.10        1627.44         822.57         642.47
1959    27      1932         7279.41        1648.05        2516.61        1600.25         828.62         685.87
1959    27      1931         7053.36        1465.97        2397.00        1592.98         843.80         753.62
1959    28      1931         6748.64        1344.96        2268.77        1539.80         829.43         765.67
1959    28      1930         6731.52        1247.41        2200.38        1556.61         878.02         849.10
1959    29      1930         6413.48        1134.44        2085.43        1491.25         850.22         852.14
1959    29      1929         5816.69         913.89        1904.23        1362.46         773.00         863.12
1959    30      1929         5573.31         838.77        1805.55        1309.47         753.36         866.16
1959    30      1928         5227.92         737.75        1617.54        1236.70         755.31         880.62
1959    31      1928         4993.08         684.81        1521.18        1180.29         736.10         870.68
1959    31      1927         4360.35         574.83        1305.78        1017.79         656.94         805.01
1959    32      1927         4153.65         528.63        1221.85         977.23         634.57         791.37
1959    32      1926         3955.58         451.59        1101.77         975.56         621.79         804.87
1959    33      1926         3758.42         419.79        1024.80         924.51         598.77         790.55
1959    33      1925         3539.07         398.21         936.66         823.50         581.08         799.62
1959    34      1925         3362.93         377.14         865.85         781.58         555.53         782.83
1959    34      1924         2899.56         325.87         685.42         701.97         476.59         709.71
1959    35      1924         2757.44         298.42         641.98         671.11         454.11         691.82
1959    35      1923         2579.50         239.92         612.44         624.02         425.47         677.65
1959    36      1923         2435.50         218.30         565.93         583.07         410.27         657.92
1959    36      1922         2339.48         204.49         498.38         535.56         429.86         671.18
1959    37      1922         2199.52         189.71         447.94         501.55         407.90         652.43
1959    37      1921         2195.59         187.06         403.07         512.53         391.49         701.44
1959    38      1921         2045.41         168.12         360.21         475.59         364.31         677.18
1959    38      1920         1876.59         136.39         307.73         422.69         342.60         667.18
1959    39      1920         1738.41         121.75         277.49         388.43         316.24         634.50
1959    39      1919         1151.59          77.63         179.66         260.59         198.34         435.37
1959    40      1919         1021.41          66.45         150.47         220.48         185.57         398.43
1959    40      1918          468.42          26.99          55.67          80.24         108.98         196.54
1959    41      1918          417.58          24.04          48.38          72.79          95.98         176.39
1959    41      1917          349.22          22.35          43.06          78.51          63.78         141.53
1959    42      1917          308.78          18.68          37.97          69.52          54.20         128.41
1959    42      1916          264.61          12.01          31.58          50.27          47.35         123.40
1959    43      1916          222.39          10.01          25.45          41.75          37.63         107.56
1959    43      1915          219.79          12.14          22.12          43.54          29.82         112.16
1959    44      1915          182.21           8.87          17.89          36.48          25.17          93.80
1959    44      1914          171.71           4.62          16.69          34.86          29.27          86.27
1959    45      1914          131.29           3.38          13.32          25.16          22.72          66.70
1959    45      1913           72.44           2.22           8.55          11.22          11.67          38.77
1959    46      1913           55.91           1.86           7.01           8.35           8.89          29.80
1959    46      1912           38.81           1.58           5.51           5.79           6.11          19.82
1959    47      1912           30.78           1.39           4.65           4.60           4.82          15.33
1959    47      1911           18.83           1.05           3.21           2.85           2.92           8.80
1959    48      1911           14.84           0.92           2.68           2.27           2.29           6.68
1959    48      1910           10.04           0.77           2.02           1.57           1.53           4.14
1959    49      1910            7.91           0.68           1.68           1.26           1.19           3.11
1959    49      1909            5.20           0.54           1.21           0.85           0.77           1.84
1959    50      1909            4.11           0.47           0.99           0.68           0.60           1.37
1959    50      1908            2.62           0.36           0.68           0.44           0.37           0.78
1959    51      1908            2.09           0.31           0.55           0.35           0.29           0.58
1959    51      1907            1.34           0.23           0.37           0.23           0.18           0.33
1959    52      1907            1.07           0.19           0.30           0.19           0.14           0.25
1959    52      1906            0.70           0.14           0.20           0.12           0.09           0.14
1959    53      1906            0.56           0.12           0.16           0.10           0.07           0.11
1959    53      1905            0.34           0.08           0.10           0.06           0.04           0.06
1959    54      1905            0.24           0.06           0.07           0.04           0.03           0.04
1959    54      1904            0.13           0.03           0.04           0.02           0.02           0.02
1959    55+        .            0.05           0.01           0.01           0.01           0.01           0.01
1960    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1960    13      1947            0.00           0.00           0.00           0.00           0.00           0.00
1960    13      1946            0.00           0.00           0.00           0.00           0.00           0.00
1960    14      1946            0.00           0.00           0.00           0.00           0.00           0.00
1960    14      1945            7.45           7.45           0.00           0.00           0.00           0.00
1960    15      1945           50.55          50.55           0.00           0.00           0.00           0.00
1960    15      1944          192.28         191.08           1.19           0.00           0.00           0.00
1960    16      1944          273.72         265.92           7.80           0.00           0.00           0.00
1960    16      1943          902.37         876.14          26.23           0.00           0.00           0.00
1960    17      1943         1389.63        1348.88          40.76           0.00           0.00           0.00
1960    17      1942         2821.71        2672.24         147.56           1.92           0.00           0.00
1960    18      1942         3677.31        3421.84         242.40          13.07           0.00           0.00
1960    18      1941         7126.11        6355.83         723.03          46.74           0.51           0.00
1960    19      1941         8173.94        7091.45        1012.77          66.23           3.49           0.00
1960    19      1940        10767.00        8649.61        1903.91         197.87          15.46           0.14
1960    20      1940        11326.08        8707.04        2305.67         287.99          24.51           0.86
1960    20      1939        12464.92        8756.31        3083.39         550.86          70.08           4.28
1960    21      1939        12553.17        8377.70        3360.11         703.82         103.82           7.72
1960    21      1938        12040.29        7183.32        3624.59        1003.67         197.91          30.80
1960    22      1938        11959.79        6733.89        3755.05        1159.84         258.85          52.15
1960    22      1937        11658.96        5863.22        3912.27        1392.87         385.95         104.64
1960    23      1937        11449.12        5447.10        3913.58        1498.56         452.64         137.24
1960    23      1936        11393.17        4904.18        3923.11        1755.19         599.80         210.89
1960    24      1936        11065.91        4510.19        3847.97        1805.22         650.63         251.90
1960    24      1935        10886.50        3937.34        3917.25        1896.19         744.33         391.38
1960    25      1935        10549.58        3597.98        3814.05        1903.28         783.01         451.26
1960    25      1934         9718.11        2959.36        3481.41        1889.54         873.26         514.54
1960    26      1934         9400.95        2685.79        3338.05        1897.04         910.02         570.04
1960    26      1933         7399.56        1821.68        2526.43        1614.13         800.06         637.27
1960    27      1933         7104.49        1630.15        2398.09        1580.64         798.35         697.26
1960    27      1932         6621.41        1334.00        2242.06        1487.31         777.00         781.03
1960    28      1932         6321.63        1206.67        2122.50        1431.55         762.47         798.44
1960    28      1931         6138.36        1077.22        2003.11        1424.30         795.94         837.79
1960    29      1931         5842.68         978.37        1879.46        1366.61         779.55         838.68
1960    29      1930         5947.35         894.97        1853.73        1400.27         831.07         967.30
1960    30      1930         5626.69         818.55        1719.87        1332.70         798.43         957.14
1960    30      1929         5022.43         711.80        1464.10        1209.28         724.76         912.48
1960    31      1929         4782.61         653.64        1373.41        1165.73         696.82         893.01
1960    31      1928         4567.00         555.05        1295.73        1151.32         679.35         885.56
1960    32      1928         4322.03         508.30        1198.76        1101.71         648.28         864.97
1960    32      1927         3702.87         423.15         950.14         957.51         560.33         811.73
1960    33      1927         3497.16         393.13         878.24         903.55         535.38         786.86
1960    33      1926         3392.43         370.81         835.25         864.84         542.86         778.66
1960    34      1926         3200.59         343.44         784.10         806.23         515.87         750.97
1960    34      1925         2965.96         303.33         733.08         719.81         469.30         740.44
1960    35      1925         2803.06         282.88         681.24         671.26         449.47         718.21
1960    35      1924         2470.60         247.27         562.82         575.04         424.51         660.96
1960    36      1924         2337.41         228.91         509.43         547.03         406.30         645.75
1960    36      1923         2169.48         199.00         416.81         532.96         368.11         652.59
1960    37      1923         2020.53         176.15         376.39         496.12         348.73         623.15
1960    37      1922         1912.99         144.21         354.32         455.48         358.98         600.00
1960    38      1922         1759.02         128.90         317.86         408.60         336.88         566.78
1960    38      1921         1679.05         123.37         280.97         360.34         327.34         587.03
1960    39      1921         1531.96         112.73         247.18         323.73         294.54         553.78
1960    39      1920         1384.67         104.56         206.98         297.02         248.22         527.89
1960    40      1920         1270.34          92.52         185.13         265.05         222.70         504.94
1960    40      1919          839.35          51.85         117.41         157.33         140.77         371.98
