East Germany, Live births by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age    Cohort           Total             B1             B2             B3             B4            B5p
1962    29      1932         5225.58         780.20        1494.73        1222.73         772.54         955.39
1962    30      1932         5020.79         704.62        1418.70        1171.53         762.89         963.07
1962    30      1931         4639.34         552.83        1289.84        1104.95         733.93         957.80
1962    31      1931         4418.87         501.79        1204.46        1057.34         704.57         950.71
1962    31      1930         4441.07         481.28        1138.57        1063.48         701.48        1056.26
1962    32      1930         4242.10         449.29        1061.62        1024.85         668.08        1038.26
1962    32      1929         3801.31         388.13         915.27         959.36         594.94         943.60
1962    33      1929         3622.69         364.33         853.71         908.96         569.70         925.99
1962    33      1928         3269.31         321.66         734.51         762.89         523.75         926.50
1962    34      1928         3107.55         298.74         681.31         723.40         505.96         898.14
1962    34      1927         2685.16         240.22         558.62         660.63         461.35         764.34
1962    35      1927         2553.54         225.08         522.02         629.64         444.41         732.39
1962    35      1926         2392.88         210.65         481.82         570.32         417.28         712.80
1962    36      1926         2266.75         200.62         445.74         537.92         398.51         683.96
1962    36      1925         2088.17         190.57         381.47         500.04         376.40         639.69
1962    37      1925         1971.38         178.68         349.98         469.19         358.42         615.11
1962    37      1924         1642.27         142.69         277.46         378.85         302.97         540.30
1962    38      1924         1549.16         129.50         255.88         354.33         284.90         524.55
1962    38      1923         1409.85         104.71         221.26         321.30         251.65         510.93
1962    39      1923         1301.51          93.43         204.02         289.86         232.25         481.95
1962    39      1922         1151.30          80.04         188.80         237.29         210.23         434.94
1962    40      1922         1040.99          71.07         168.43         208.83         190.69         401.97
1962    40      1921          928.98          61.33         140.37         178.98         170.40         377.91
1962    41      1921          833.25          53.76         118.81         157.12         150.55         353.02
1962    41      1920          707.46          42.34          83.52         125.79         119.51         336.30
1962    42      1920          626.72          37.73          73.59         112.29         105.45         297.66
1962    42      1919          356.75          23.90          48.54          69.05          60.92         154.34
1962    43      1919          308.34          19.13          38.52          59.99          56.06         134.63
1962    43      1918          146.01           6.23          11.74          26.47          33.01          68.57
1962    44      1918          110.02           4.78           9.28          20.55          22.99          52.42
1962    44      1917           48.44           2.87           6.43          10.56           6.26          22.32
1962    45      1917           36.57           2.13           4.58           7.45           4.74          17.68
1962    45      1916           26.28           1.14           1.97           3.75           4.34          15.08
1962    46      1916           21.04           0.90           1.47           2.80           3.63          12.24
1962    46      1915           19.93           1.00           1.50           2.62           3.59          11.22
1962    47      1915           16.09           0.86           1.25           2.10           2.96           8.91
1962    47      1914           13.68           0.86           1.15           1.80           2.61           7.26
1962    48      1914           11.03           0.76           0.97           1.47           2.13           5.70
1962    48      1913            7.64           0.63           0.75           1.05           1.50           3.71
1962    49      1913            6.17           0.55           0.65           0.87           1.22           2.89
1962    49      1912            4.24           0.46           0.50           0.62           0.83           1.83
1962    50      1912            3.44           0.40           0.43           0.52           0.67           1.42
1962    50      1911            2.19           0.30           0.31           0.35           0.42           0.82
1962    51      1911            1.79           0.27           0.26           0.29           0.33           0.64
1962    51      1910            1.28           0.22           0.21           0.21           0.23           0.41
1962    52      1910            1.05           0.19           0.18           0.18           0.18           0.32
1962    52      1909            0.72           0.15           0.13           0.13           0.12           0.20
1962    53      1909            0.59           0.12           0.11           0.10           0.10           0.16
1962    53      1908            0.38           0.09           0.08           0.07           0.06           0.09
1962    54      1908            0.27           0.06           0.05           0.05           0.04           0.06
1962    54      1907            0.15           0.04           0.03           0.03           0.02           0.03
1962    55+        .            0.05           0.01           0.01           0.01           0.01           0.01
1963    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1963    13      1950            0.00           0.00           0.00           0.00           0.00           0.00
1963    13      1949            0.00           0.00           0.00           0.00           0.00           0.00
1963    14      1949            0.00           0.00           0.00           0.00           0.00           0.00
1963    14      1948           12.05          11.74           0.31           0.00           0.00           0.00
1963    15      1948           80.98          79.28           1.69           0.00           0.00           0.00
1963    15      1947          206.70         203.57           3.12           0.00           0.00           0.00
1963    16      1947          317.44         312.57           4.88           0.00           0.00           0.00
1963    16      1946          798.84         776.25          21.95           0.63           0.00           0.00
1963    17      1946         1003.65         964.23          36.05           3.37           0.00           0.00
1963    17      1945         2304.50        2160.89         134.83           8.48           0.30           0.00
1963    18      1945         2974.93        2740.52         221.20          11.51           1.70           0.00
1963    18      1944         6480.29        5664.27         766.92          47.69           1.40           0.00
1963    19      1944         7530.53        6368.37        1085.30          75.26           1.60           0.00
1963    19      1943         9266.96        7276.34        1788.50         188.33          13.39           0.40
1963    20      1943         9827.23        7380.47        2143.06         273.52          27.59           2.59
1963    20      1942        10194.60        6933.74        2718.00         476.16          60.83           5.87
1963    21      1942        10426.01        6747.24        2978.01         605.51          87.12           8.13
1963    21      1941        13381.14        7906.95        4151.83        1099.26         193.92          29.19
1963    22      1941        13419.15        7556.29        4301.01        1266.10         250.96          44.78
1963    22      1940        13647.25        6978.37        4598.75        1554.00         421.12          95.01
1963    23      1940        13490.13        6584.66        4604.63        1670.26         501.67         128.91
1963    23      1939        13248.10        5924.98        4548.36        1936.61         621.59         216.56
1963    24      1939        13032.04        5546.60        4513.36        2014.65         685.16         272.28
1963    24      1938        11513.64        4391.80        4116.39        1872.42         757.61         375.41
1963    25      1938        11231.55        4063.64        4028.38        1888.02         807.15         444.36
1963    25      1937        10004.63        3272.70        3529.41        1827.22         822.22         553.08
1963    26      1937         9709.73        2987.85        3413.24        1838.40         850.59         619.64
1963    26      1936         9267.50        2472.52        3258.94        1876.68         911.75         747.61
1963    27      1936         8942.45        2235.36        3116.78        1858.10         935.12         797.09
1963    27      1935         8319.09        1848.69        2807.52        1792.78        1001.27         868.83
1963    28      1935         8033.36        1664.61        2670.03        1767.14        1014.68         916.90
1963    28      1934         7209.43        1265.43        2326.62        1655.93         956.68        1004.79
1963    29      1934         6945.42        1139.25        2175.68        1617.15         950.36        1062.99
1963    29      1933         5191.84         759.53        1481.91        1226.08         766.13         958.19
1963    30      1933         4996.93         691.54        1387.67        1182.08         746.96         988.68
1963    30      1932         4670.23         585.86        1282.55        1098.69         682.80        1020.34
1963    31      1932         4468.25         533.99        1191.87        1059.50         664.31        1018.57
1963    31      1931         4111.78         445.51         987.78        1014.89         665.27         998.33
1963    32      1931         3932.41         409.17         924.38         968.35         649.88         980.64
1963    32      1930         4059.44         395.66         964.62         958.10         681.54        1059.52
1963    33      1930         3852.71         363.95         902.53         901.14         651.62        1033.47
1963    33      1929         3273.21         290.07         724.74         761.33         557.27         939.80
1963    34      1929         3118.53         272.39         677.14         726.89         533.88         908.22
1963    34      1928         2950.94         258.99         622.10         701.08         515.95         852.82
1963    35      1928         2815.63         244.42         584.67         670.13         491.20         825.21
1963    35      1927         2393.44         199.91         483.24         564.80         403.77         741.73
1963    36      1927         2254.82         184.41         446.36         529.37         381.35         713.32
1963    36      1926         2052.80         159.82         387.80         473.09         360.66         671.42
1963    37      1926         1931.28         147.44         354.69         446.07         341.45         641.63
1963    37      1925         1773.43         130.17         303.12         422.84         311.97         605.34
1963    38      1925         1664.50         122.05         279.28         391.31         293.14         578.72
1963    38      1924         1366.47         102.74         225.36         298.68         242.68         497.01
1963    39      1924         1265.25          96.44         208.93         267.43         223.41         469.04
1963    39      1923         1083.21          86.26         187.04         210.13         184.89         414.88
1963    40      1923          984.35          76.88         161.20         192.94         169.17         384.16
1963    40      1922          862.03          60.39         109.79         188.04         155.21         348.60
1963    41      1922          770.41          51.71          96.35         169.04         138.85         314.46
1963    41      1921          663.96          40.91          94.25         139.27         116.67         272.86
1963    42      1921          590.38          36.16          82.87         121.78         103.38         246.18
1963    42      1920          497.15          31.96          61.09          99.59          87.02         217.48
1963    43      1920          433.10          27.09          53.99          84.45          76.02         191.56
1963    43      1919          236.01          12.36          33.64          42.80          41.89         105.32
1963    44      1919          188.10          10.66          25.41          34.21          33.12          84.70
1963    44      1918           69.81           5.52           7.46          13.41          11.84          31.57
1963    45      1918           48.23           2.49           4.55           9.59           8.16          23.43
1963    45      1917           18.43           0.11           1.10           3.68           2.92          10.63
1963    46      1917           13.56           0.07           0.79           2.72           2.11           7.86
1963    46      1916            9.82           0.08           0.68           2.07           1.54           5.44
1963    47      1916            7.75           0.07           0.58           1.67           1.22           4.21
1963    47      1915            7.02           0.08           0.60           1.58           1.11           3.64
1963    48      1915            5.62           0.08           0.52           1.29           0.90           2.84
1963    48      1914            4.77           0.08           0.51           1.14           0.77           2.27
1963    49      1914            3.87           0.07           0.44           0.94           0.62           1.79
1963    49      1913            2.74           0.07           0.36           0.69           0.44           1.19
1963    50      1913            2.25           0.06           0.31           0.57           0.36           0.94
1963    50      1912            1.60           0.05           0.25           0.42           0.26           0.62
1963    51      1912            1.33           0.04           0.22           0.35           0.22           0.50
1963    51      1911            0.88           0.03           0.16           0.24           0.14           0.31
1963    52      1911            0.73           0.03           0.14           0.20           0.12           0.25
1963    52      1910            0.54           0.02           0.11           0.15           0.09           0.17
1963    53      1910            0.44           0.02           0.09           0.12           0.07           0.14
1963    53      1909            0.31           0.01           0.07           0.08           0.05           0.09
1963    54      1909            0.22           0.01           0.05           0.06           0.04           0.06
1963    54      1908            0.12           0.00           0.03           0.03           0.02           0.04
1963    55+        .            0.04           0.00           0.01           0.01           0.01           0.01
1964    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1964    13      1951            0.00           0.00           0.00           0.00           0.00           0.00
1964    13      1950            0.00           0.00           0.00           0.00           0.00           0.00
1964    14      1950            0.00           0.00           0.00           0.00           0.00           0.00
1964    14      1949           10.59          10.44           0.15           0.00           0.00           0.00
1964    15      1949           71.42          70.57           0.85           0.00           0.00           0.00
1964    15      1948          202.79         199.82           2.97           0.00           0.00           0.00
1964    16      1948          287.25         282.23           5.03           0.00           0.00           0.00
1964    16      1947          902.99         874.50          28.50           0.00           0.00           0.00
1964    17      1947         1451.22        1391.71          59.50           0.00           0.00           0.00
1964    17      1946         2271.08        2125.23         142.91           2.41           0.52           0.00
1964    18      1946         2342.33        2146.20         180.08          13.58           2.48           0.00
1964    18      1945         4738.55        4120.65         572.59          42.70           2.43           0.17
1964    19      1945         5292.35        4454.28         778.39          56.28           2.57           0.83
1964    19      1944         9529.66        7420.16        1884.34         212.14          12.54           0.48
1964    20      1944         9836.07        7343.65        2180.66         290.80          20.44           0.52
1964    20      1943        10948.44        7559.87        2801.27         514.91          66.01           6.39
1964    21      1943        10718.49        7049.19        2937.82         617.97          99.91          13.61
1964    21      1942        10543.96        6156.86        3327.39         865.20         164.59          29.91
1964    22      1942        10155.89        5613.07        3347.88         954.65         199.23          41.07
1964    22      1941        12881.53        6482.02        4453.25        1476.22         377.60          92.45
1964    23      1941        12630.74        6034.34        4458.31        1579.60         440.01         118.48
1964    23      1940        13029.74        5563.32        4760.77        1893.95         604.66         207.04
1964    24      1940        12520.53        5079.96        4603.06        1923.92         661.76         251.83
1964    24      1939        12030.42        4453.95        4400.66        1988.16         816.52         371.12
1964    25      1939        11524.68        4072.10        4190.34        1975.81         854.76         431.67
1964    25      1938        10505.50        3394.89        3738.11        1950.20         859.53         562.76
1964    26      1938         9942.32        3034.81        3524.91        1901.87         860.77         619.96
1964    26      1937         8965.82        2383.63        3205.22        1788.09         880.45         708.44
1964    27      1937         8507.74        2126.69        3020.83        1730.07         879.89         750.25
1964    27      1936         8288.59        1849.06        2854.52        1751.81         939.65         893.55
1964    28      1936         7712.83        1626.04        2617.54        1650.43         905.70         913.12
1964    28      1935         7400.17        1401.87        2441.62        1599.17         908.22        1049.31
1964    29      1935         6884.10        1225.03        2224.40        1506.12         874.20        1054.35
1964    29      1934         6403.31         985.21        1963.36        1453.42         893.58        1107.73
1964    30      1934         5940.79         857.47        1756.54        1366.92         854.89        1104.97
1964    30      1933         4709.31         605.00        1258.06        1105.19         700.34        1040.72
1964    31      1933         4322.49         520.44        1117.58        1018.12         650.29        1016.05
1964    31      1932         4118.73         430.85        1034.57         973.43         627.41        1052.47
1964    32      1932         3775.97         377.49         927.99         886.87         582.28        1001.34
1964    32      1931         3672.23         350.20         857.84         835.11         589.25        1039.83
1964    33      1931         3420.40         317.08         782.65         778.18         554.47         988.02
1964    33      1930         3496.43         305.13         773.37         822.47         569.86        1025.60
1964    34      1930         3206.16         275.12         698.08         756.83         525.88         950.26
1964    34      1929         2920.25         248.41         622.79         678.09         486.13         884.83
1964    35      1929         2715.25         227.80         560.58         634.16         457.65         835.06
1964    35      1928         2499.06         199.82         461.96         605.34         437.30         794.63
1964    36      1928         2325.37         184.35         416.32         560.90         407.51         756.29
1964    36      1927         2023.19         161.53         349.50         467.94         345.55         698.67
1964    37      1927         1855.16         147.61         317.72         420.25         314.31         655.27
1964    37      1926         1719.90         134.65         295.61         369.89         285.56         634.19
1964    38      1926         1570.39         122.46         269.58         335.26         264.32         578.76
1964    38      1925         1437.09         113.17         246.86         312.40         260.26         504.40
1964    39      1925         1275.15          96.93         215.30         276.73         234.63         451.56
1964    39      1924         1042.90          67.83         165.40         221.58         191.94         396.16
1964    40      1924          932.28          60.23         142.71         197.52         171.99         359.82
1964    40      1923          795.85          56.11         111.31         169.82         149.08         309.52
1964    41      1923          699.28          49.94          96.76         148.25         127.86         276.46
1964    41      1922          615.46          44.08          88.81         126.99         100.27         255.31
1964    42      1922          532.64          35.96          74.25         108.07          87.69         226.68
1964    42      1921          452.61          22.88          53.56          88.96          84.17         203.05
1964    43      1921          387.47          21.15          45.48          72.08          71.80         176.95
1964    43      1920          304.23          26.77          38.65          46.96          50.70         141.15
1964    44      1920          249.82          11.25          32.37          40.06          43.29         122.85
1964    44      1919          134.87           0.00          15.93          24.61          24.92          69.40
1964    45      1919           93.16           0.00          10.08          17.40          16.07          49.60
1964    45      1918           24.89           0.02           2.05           4.73           3.34          14.76
1964    46      1918           17.31           0.02           1.42           3.35           2.24          10.27
1964    46      1917           10.83           0.05           1.04           2.21           1.42           6.11
1964    47      1917            8.19           0.06           0.84           1.71           1.07           4.51
1964    47      1916            6.01           0.09           0.70           1.31           0.78           3.13
1964    48      1916            4.63           0.09           0.57           1.03           0.60           2.33
1964    48      1915            4.38           0.15           0.61           1.01           0.57           2.05
1964    49      1915            3.45           0.15           0.51           0.80           0.45           1.55
1964    49      1914            3.03           0.19           0.49           0.71           0.39           1.24
1964    50      1914            2.45           0.19           0.42           0.58           0.31           0.96
1964    50      1913            1.76           0.18           0.32           0.41           0.22           0.62
1964    51      1913            1.44           0.17           0.27           0.34           0.18           0.48
1964    51      1912            1.04           0.15           0.21           0.24           0.12           0.31
1964    52      1912            0.85           0.14           0.17           0.19           0.10           0.24
1964    52      1911            0.56           0.11           0.12           0.12           0.06           0.15
1964    53      1911            0.46           0.09           0.10           0.10           0.05           0.11
1964    53      1910            0.32           0.07           0.07           0.07           0.04           0.08
1964    54      1910            0.23           0.05           0.05           0.05           0.02           0.05
1964    54      1909            0.13           0.03           0.03           0.03           0.01           0.03
1964    55+        .            0.05           0.01           0.01           0.01           0.00           0.01
1965    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1965    13      1952            0.00           0.00           0.00           0.00           0.00           0.00
1965    13      1951            0.00           0.00           0.00           0.00           0.00           0.00
1965    14      1951            0.00           0.00           0.00           0.00           0.00           0.00
1965    14      1950           12.12          12.12           0.00           0.00           0.00           0.00
1965    15      1950           88.89          88.89           0.00           0.00           0.00           0.00
1965    15      1949          243.48         242.05           1.43           0.00           0.00           0.00
1965    16      1949          358.59         349.02           9.57           0.00           0.00           0.00
1965    16      1948          983.42         951.15          32.01           0.26           0.00           0.00
1965    17      1948         1462.86        1410.14          50.99           1.74           0.00           0.00
1965    17      1947         2730.27        2544.30         177.50           8.46           0.00           0.00
1965    18      1947         3790.50        3459.46         315.51          15.54           0.00           0.00
1965    18      1946         4599.70        3972.41         591.81          34.46           0.85           0.17
1965    19      1946         4403.36        3673.62         679.23          44.52           5.15           0.83
1965    19      1945         6607.35        5076.57        1349.23         153.66          26.09           1.80
1965    20      1945         6982.25        5118.97        1596.91         227.28          36.88           2.20
1965    20      1944        10590.31        7117.75        2860.80         535.75          69.80           6.20
1965    21      1944        10667.19        6837.60        3085.59         652.08          83.12           8.79
1965    21      1943        10945.86        6314.24        3527.87         904.47         175.18          24.10
1965    22      1943        10830.69        5924.12        3623.76        1019.30         226.63          36.87
1965    22      1942        10128.61        4986.35        3556.85        1211.10         300.78          73.53
1965    23      1942         9966.75        4672.76        3552.97        1293.67         347.94          99.40
1965    23      1941        12121.78        5241.42        4401.00        1721.70         566.74         190.93
1965    24      1941        11933.04        4898.05        4382.23        1786.06         631.78         234.92
1965    24      1940        12005.26        4312.39        4524.23        2025.38         773.94         369.33
1965    25      1940        11747.53        3997.89        4429.29        2060.47         826.47         433.41
1965    25      1939        11007.69        3454.07        4089.06        2020.79         910.27         533.51
1965    26      1939        10686.85        3199.93        3940.51        2010.17         941.09         595.16
1965    26      1938         9227.27        2494.57        3340.90        1819.11         887.79         684.90
1965    27      1938         8924.86        2289.99        3192.56        1798.95         891.65         751.72
1965    27      1937         7865.42        1816.03        2732.39        1656.69         827.31         833.00
1965    28      1937         7588.39        1648.20        2591.94        1630.45         836.21         881.59
1965    28      1936         7072.26        1336.25        2320.91        1578.31         899.90         936.90
1965    29      1936         6800.36        1205.73        2189.36        1534.93         905.63         964.71
1965    29      1935         6260.77         988.37        1951.71        1422.61         875.04        1023.03
1965    30      1935         6038.68         895.40        1833.45        1387.67         865.55        1056.59
1965    30      1934         5417.65         696.93        1532.06        1292.23         811.83        1084.61
1965    31      1934         5217.60         637.66        1416.93        1250.10         796.84        1116.06
1965    31      1933         3863.04         443.95         951.65         910.67         610.46         946.31
1965    32      1933         3693.85         402.45         882.02         868.61         589.33         951.45
1965    32      1932         3389.09         319.33         787.95         803.62         542.37         935.81
1965    33      1932         3234.69         291.96         732.63         761.65         525.45         922.99
1965    33      1931         3070.05         263.68         643.77         701.08         530.77         930.76
1965    34      1931         2922.65         249.58         603.73         656.19         507.09         906.07
1965    34      1930         2885.91         255.72         606.54         620.78         478.42         924.45
1965    35      1930         2722.75         240.53         560.93         582.46         454.44         884.39
1965    35      1929         2359.81         201.29         446.04         510.91         422.18         779.39
1965    36      1929         2221.73         185.91         408.31         485.30         395.71         746.49
1965    36      1928         2002.07         158.02         354.69         452.10         328.28         708.99
1965    37      1928         1885.38         149.15         324.60         423.09         309.64         678.91
1965    37      1927         1572.33         133.83         251.53         332.93         275.31         578.73
1965    38      1927         1469.03         122.31         228.68         310.22         264.63         543.20
1965    38      1926         1314.63          94.25         197.02         287.78         253.30         482.26
1965    39      1926         1220.67          86.84         178.14         266.35         236.65         452.69
1965    39      1925         1070.16          82.22         144.04         226.19         200.85         416.85
1965    40      1925          975.08          76.87         133.08         200.91         180.11         384.11
1965    40      1924          748.96          63.26         115.33         141.88         133.98         294.51
1965    41      1924          664.20          53.80         102.77         126.18         115.00         266.46
1965    41      1923          514.13          34.13          74.77         105.88          79.73         219.62
1965    42      1923          450.98          27.91          63.29          90.17          70.26         199.36
1965    42      1922          378.95          19.88          48.89          64.75          64.47         180.96
1965    43      1922          320.13          18.14          39.15          52.28          55.52         155.04
1965    43      1921          236.89          19.71          25.20          35.87          41.90         114.21
1965    44      1921          196.16          19.31          20.82          30.14          33.09          92.78
1965    44      1920          146.11          20.68          16.89          25.04          20.40          63.09
1965    45      1920          108.92          14.34          13.12          17.97          14.59          48.90
1965    45      1919           37.07           2.79           4.75           4.93           4.75          19.87
1965    46      1919           28.11           2.02           3.72           3.61           3.54          15.23
1965    46      1918           11.25           0.91           1.63           1.47           1.40           5.83
1965    47      1918            8.92           0.76           1.36           1.17           1.10           4.53
1965    47      1917            5.46           0.52           0.92           0.73           0.67           2.62
1965    48      1917            4.36           0.44           0.77           0.59           0.54           2.02
1965    48      1916            3.20           0.37           0.62           0.45           0.39           1.38
1965    49      1916            2.57           0.31           0.52           0.37           0.31           1.06
1965    49      1915            2.42           0.34           0.53           0.36           0.29           0.91
1965    50      1915            1.97           0.29           0.45           0.29           0.24           0.70
1965    50      1914            1.72           0.28           0.42           0.26           0.20           0.55
1965    51      1914            1.41           0.24           0.35           0.22           0.17           0.43
1965    51      1913            1.01           0.19           0.27           0.16           0.12           0.27
1965    52      1913            0.83           0.16           0.22           0.13           0.09           0.21
1965    52      1912            0.57           0.12           0.16           0.09           0.06           0.14
1965    53      1912            0.47           0.10           0.13           0.08           0.05           0.11
1965    53      1911            0.30           0.07           0.09           0.05           0.03           0.06
1965    54      1911            0.21           0.05           0.06           0.03           0.02           0.04
1965    54      1910            0.12           0.03           0.04           0.02           0.01           0.02
1965    55+        .            0.04           0.01           0.01           0.01           0.00           0.01
1966    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1966    13      1953            0.00           0.00           0.00           0.00           0.00           0.00
1966    13      1952            0.00           0.00           0.00           0.00           0.00           0.00
1966    14      1952            0.00           0.00           0.00           0.00           0.00           0.00
1966    14      1951           10.57          10.57           0.00           0.00           0.00           0.00
1966    15      1951           74.43          74.43           0.00           0.00           0.00           0.00
1966    15      1950          216.29         214.95           1.34           0.00           0.00           0.00
1966    16      1950          343.71         334.05           9.65           0.00           0.00           0.00
1966    16      1949         1002.05         965.59          36.33           0.13           0.00           0.00
1966    17      1949         1559.95        1498.42          60.66           0.87           0.00           0.00
1966    17      1948         2718.55        2520.82         188.46           9.13           0.14           0.00
1966    18      1948         3473.45        3152.24         301.49          18.86           0.86           0.00
1966    18      1947         5280.62        4549.35         684.72          43.49           2.93           0.14
1966    19      1947         6602.38        5509.88        1018.10          68.47           5.06           0.86
1966    19      1946         6431.44        4964.93        1300.66         149.91          14.96           0.98
1966    20      1946         5624.56        4143.45        1276.10         183.97          20.01           1.02
1966    20      1945         7285.58        4819.66        1999.48         415.09          46.45           4.89
1966    21      1945         7323.42        4575.99        2162.26         514.61          62.47           8.10
1966    21      1944        10620.63        5974.71        3515.35         936.26         172.17          22.15
1966    22      1944        10512.37        5613.42        3618.41        1030.18         219.54          30.81
1966    22      1943        10570.95        5098.41        3809.29        1283.15         311.68          68.42
1966    23      1943        10388.05        4783.87        3792.70        1359.18         358.85          93.46
1966    23      1942         9718.39        4147.29        3583.30        1393.05         449.72         145.03
1966    24      1942         9489.61        3862.00        3518.91        1434.31         498.64         175.75
1966    24      1941        11189.09        4053.42        4197.57        1915.26         736.28         286.55
1966    25      1941        10917.91        3767.12        4095.98        1951.01         776.76         327.05
1966    25      1940        10961.97        3499.41        4083.56        2076.83         848.06         454.12
1966    26      1940        10679.03        3238.12        3981.22        2079.51         867.90         512.28
1966    26      1939         9925.64        2657.71        3733.03        2021.82         895.40         617.68
1966    27      1939         9578.36        2414.62        3583.93        1990.69         912.56         676.56
1966    27      1938         8157.68        1815.71        2971.32        1750.19         877.61         742.85
1966    28      1938         7819.32        1646.34        2797.68        1709.53         883.46         782.31
1966    28      1937         6706.23        1286.01        2303.16        1543.25         821.41         752.39
1966    29      1937         6459.77        1174.82        2169.76        1510.60         825.78         778.82
1966    29      1936         6155.88         992.08        1960.43        1456.69         864.02         882.65
1966    30      1936         5918.12         901.63        1836.51        1413.28         853.19         913.49
1966    30      1935         5359.87         741.71        1586.14        1309.95         782.39         939.68
1966    31      1935         5135.13         664.87        1480.71        1269.11         763.96         956.48
1966    31      1934         4533.24         493.26        1237.04        1147.94         711.92         943.09
1966    32      1934         4350.76         445.16        1145.71        1101.20         701.54         957.14
1966    32      1933         3223.62         301.48         776.31         794.81         552.66         798.37
1966    33      1933         3088.38         278.80         720.22         757.35         535.96         796.05
1966    33      1932         2862.36         247.01         641.12         706.50         492.87         774.86
1966    34      1932         2728.64         231.23         597.34         669.66         473.80         756.61
1966    34      1931         2557.99         212.73         535.57         613.40         459.71         736.59
1966    35      1931         2418.01         196.49         492.83         571.75         440.01         716.93
1966    35      1930         2342.40         174.25         447.15         532.07         434.02         754.92
1966    36      1930         2193.60         164.94         408.20         494.10         408.74         717.63
1966    36      1929         1876.07         160.77         337.34         421.68         353.21         603.07
1966    37      1929         1755.93         150.40         306.92         399.45         328.59         570.57
1966    37      1928         1568.87         121.96         251.03         376.86         282.00         537.01
1966    38      1928         1450.13         109.17         231.17         346.26         260.85         502.69
1966    38      1927         1133.08          79.92         192.36         256.14         211.82         392.84
1966    39      1927         1040.92          74.17         175.80         226.94         194.07         369.94
1966    39      1926          932.63          71.04         147.93         182.62         168.84         362.19
1966    40      1926          827.37          68.04         127.19         159.45         144.08         328.62
1966    40      1925          613.00          65.82          87.01         120.74          92.54         246.89
1966    41      1925          533.00          55.25          75.06         105.30          81.42         215.98
1966    41      1924          391.10          29.17          56.65          76.53          69.29         159.46
1966    42      1924          334.90          23.86          47.40          66.50          60.67         136.47
1966    42      1923          239.09          17.41          30.88          51.17          43.42          96.22
1966    43      1923          201.91          15.61          25.14          41.85          35.56          83.73
1966    43      1922          157.82          15.27          18.30          27.23          23.64          73.37
1966    44      1922          127.18          11.75          13.71          21.78          20.35          59.60
1966    44      1921           86.56           5.94           7.66          16.12          19.37          37.47
1966    45      1921           65.44           4.06           5.35          11.89          14.63          29.51
1966    45      1920           36.43           1.79           2.48           5.75           6.61          19.80
1966    46      1920           28.76           1.39           1.93           4.43           4.96          16.05
1966    46      1919           14.50           0.79           1.06           2.24           2.37           8.04
1966    47      1919           11.84           0.69           0.90           1.84           1.90           6.52
1966    47      1918            4.89           0.33           0.42           0.78           0.76           2.60
1966    48      1918            3.96           0.29           0.36           0.64           0.61           2.06
1966    48      1917            2.53           0.22           0.27           0.43           0.38           1.23
1966    49      1917            2.05           0.20           0.23           0.36           0.30           0.96
1966    49      1916            1.54           0.18           0.20           0.28           0.23           0.66
1966    50      1916            1.25           0.16           0.17           0.23           0.18           0.51
1966    50      1915            1.20           0.18           0.19           0.23           0.17           0.43
1966    51      1915            0.98           0.16           0.16           0.19           0.14           0.33
1966    51      1914            0.86           0.16           0.16           0.17           0.12           0.26
1966    52      1914            0.70           0.14           0.14           0.14           0.09           0.20
1966    52      1913            0.50           0.11           0.10           0.10           0.06           0.12
1966    53      1913            0.40           0.09           0.09           0.08           0.05           0.09
1966    53      1912            0.27           0.07           0.06           0.05           0.03           0.06
1966    54      1912            0.19           0.05           0.04           0.04           0.02           0.04
1966    54      1911            0.10           0.03           0.02           0.02           0.01           0.02
1966    55+        .            0.04           0.01           0.01           0.01           0.00           0.01
1967    12-        .            0.00           0.00           0.00           0.00           0.00           0.00
1967    13      1954            0.00           0.00           0.00           0.00           0.00           0.00
1967    13      1953            0.00           0.00           0.00           0.00           0.00           0.00
1967    14      1953            0.00           0.00           0.00           0.00           0.00           0.00
1967    14      1952           11.26          11.12           0.15           0.00           0.00           0.00
1967    15      1952           80.74          79.88           0.85           0.00           0.00           0.00
