East Germany, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/02/2019
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1951    14     1   10000   0.00008   0.00008      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1951    15    21    9999   0.00211   0.00211      1     0      1   0.01774   0.23933      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1951    16    96    9978   0.00966   0.00962     22     2     22   0.03222   0.10168      0      0      0   0.01960   0.12650      0      0      0         .         .      0      0      0         .         .       0        .
1951    17   362    9882   0.03730   0.03662    118    18    116   0.06388   0.15887      2      1      2   0.05051   0.23870      0      0      0   0.00000   0.00000      0      0      0         .         .       0        .
1951    18   844    9520   0.09274   0.08863    480    85    459   0.10100   0.18452     21      4     20   0.06950   0.20822      1      0      1   0.02198   0.09845      0      0      0         .         .       0        .
1951    19  1315    8676   0.16398   0.15156   1324   235   1218   0.13366   0.19291    105     17    101   0.08344   0.17359      5      1      5   0.08436   0.23028      0      0      0   0.00000   0.00000       0     4.00
1951    20  1374    7361   0.20586   0.18665   2639   362   2298   0.12924   0.15768    340     38    318   0.07938   0.11983     22      3     21   0.08478   0.15475      1      0      1   0.00000   0.00000       0     4.00
1951    21  1204    5987   0.22352   0.20105   4013   416   3310   0.11236   0.12573    703     50    642   0.06082   0.07815     60      6     56   0.07334   0.10247      4      0      4   0.05350   0.08823       0     4.00
1951    22   967    4784   0.22494   0.20220   5216   436   4097   0.10000   0.10648   1119     56   1008   0.04707   0.05593    111      9    100   0.07243   0.08953     10      1     10   0.09695   0.13989       0     4.04
1951    23   797    3816   0.23306   0.20874   6184   493   4628   0.10321   0.10659   1555     65   1388   0.04071   0.04699    167     13    148   0.07527   0.08854     19      3     19   0.11074   0.14860       2     4.09
1951    24   656    3020   0.24360   0.21715   6980   569   4932   0.11434   0.11535   2049     79   1816   0.03850   0.04369    232     17    200   0.07475   0.08635     32      6     32   0.13664   0.17323       5     4.14
1951    25   503    2364   0.23833   0.21295   7636   677   5019   0.13724   0.13487   2617    100   2306   0.03871   0.04355    312     21    262   0.06909   0.07958     50      8     50   0.13349   0.16161      10     4.21
1951    26   362    1861   0.21544   0.19449   8139   717   4845   0.15355   0.14792   3294    122   2882   0.03828   0.04223    412     27    342   0.06954   0.07918     70      9     70   0.10523   0.12546      18     4.26
1951    27   236    1499   0.17091   0.15746   8501   602   4490   0.13977   0.13407   4011    126   3477   0.03395   0.03627    534     30    436   0.06279   0.06968     97     11     97   0.09630   0.11133      27     4.28
1951    28   166    1263   0.14094   0.13166   8737   489   4124   0.12341   0.11858   4613    131   3953   0.03159   0.03302    660     34    532   0.05802   0.06330    128     13    128   0.09125   0.10327      38     4.30
1951    29   114    1096   0.10984   0.10413   8904   374   3801   0.10195   0.09846   5102    126   4312   0.02835   0.02916    790     35    629   0.05120   0.05491    161     16    161   0.08771   0.09709      51     4.32
1951    30    79     982   0.08362   0.08027   9018   270   3541   0.07843   0.07631   5476    114   4560   0.02455   0.02497    916     34    720   0.04468   0.04716    196     16    196   0.07683   0.08348      67     4.34
1951    31    59     903   0.06702   0.06485   9097   197   3350   0.06016   0.05892   5747    106   4717   0.02236   0.02257   1030     33    800   0.03926   0.04107    230     18    230   0.07302   0.07823      83     4.36
1951    32    43     845   0.05215   0.05083   9155   143   3211   0.04536   0.04465   5944     93   4807   0.01920   0.01930   1136     30    874   0.03332   0.03451    263     18    263   0.06624   0.07004     101     4.38
1951    33    30     802   0.03764   0.03695   9198    97   3111   0.03136   0.03103   6087     83   4858   0.01712   0.01714   1229     29    936   0.03020   0.03107    293     18    293   0.05952   0.06248     120     4.41
1951    34    21     772   0.02761   0.02724   9228    65   3044   0.02145   0.02129   6184     72   4871   0.01478   0.01477   1313     27    990   0.02668   0.02728    322     18    322   0.05496   0.05727     138     4.43
1951    35    18     751   0.02472   0.02442   9249    49   3000   0.01647   0.01639   6249     61   4864   0.01247   0.01246   1384     24   1035   0.02248   0.02288    349     19    349   0.05188   0.05364     156     4.45
