East Germany, Cohort fertility tables, birth orders 1 to 5+
Last modified: 04/02/2019
Cohort   x   b1x     l0x       m1x       q1x   Sb1x   b2x    l1x       m2x       q2x   Sb2x    b3x    l2x       m3x       q3x   Sb3x    b4x    l3x       m4x       q4x   Sb4x   b5px    l4x      m5px      q5px   Sb5px     chix
1941    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    13     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    14     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    15    14   10000   0.00139   0.00138      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1941    16    70    9986   0.00706   0.00703     14     1     14   0.01103   0.03877      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1941    17   284    9916   0.02906   0.02865     84    14     84   0.06416   0.16789      1      0      1   0.02536   0.35218      0      0      0         .         .      0      0      0         .         .       0        .
1941    18   697    9632   0.07509   0.07237    368    67    354   0.10083   0.19062     15      4     14   0.09799   0.31249      0      0      0   0.01437   0.18379      0      0      0         .         .       0        .
1941    19  1094    8935   0.13049   0.12249   1065   203    983   0.14174   0.20603     82     19     77   0.11007   0.24109      5      1      5   0.10548   0.30114      0      0      0         .         .       0     4.00
1941    20  1238    7840   0.17142   0.15789   2160   388   1875   0.16888   0.20713    285     58    261   0.13690   0.22339     23      7     22   0.13894   0.30320      1      1      1   0.15306   0.50721       0     4.02
1941    21  1173    6602   0.19501   0.17768   3398   549   2725   0.18079   0.20150    673    126    591   0.15673   0.21282     82     21     74   0.16793   0.28736      8      3      8   0.16599   0.38359       1     4.09
1941    22  1007    5429   0.20444   0.18548   4571   628   3349   0.17748   0.18753   1222    197   1014   0.15993   0.19392    207     45    178   0.17745   0.25292     29     10     29   0.19019   0.33697       4     4.13
1941    23   818    4422   0.20383   0.18498   5578   643   3728   0.16845   0.17241   1850    240   1446   0.14539   0.16566    404     73    330   0.17679   0.22139     74     22     74   0.20255   0.30210      14     4.18
1941    24   649    3604   0.19791   0.18009   6396   622   3903   0.15885   0.15939   2493    268   1849   0.13249   0.14516    644     99    496   0.17075   0.19985    147     38    147   0.19200   0.25663      36     4.25
1941    25   508    2955   0.18807   0.17190   7045   571   3930   0.14652   0.14534   3115    275   2203   0.11689   0.12476    912    110    666   0.14650   0.16468    247     52    247   0.17201   0.21025      74     4.30
1941    26   397    2447   0.17667   0.16233   7553   504   3867   0.13209   0.13027   3686    263   2499   0.10034   0.10517   1187    111    831   0.12246   0.13365    356     64    356   0.15496   0.17911     126     4.35
1941    27   295    2050   0.15524   0.14405   7950   443   3760   0.12010   0.11774   4190    244   2740   0.08588   0.08900   1450    109    983   0.10427   0.11140    467     65    467   0.12401   0.13854     190     4.41
1941    28   214    1755   0.12975   0.12184   8245   383   3613   0.10860   0.10605   4633    218   2939   0.07218   0.07421   1694     97   1117   0.08222   0.08668    577     62    577   0.09867   0.10695     254     4.44
1941    29   161    1541   0.11017   0.10442   8459   321   3444   0.09553   0.09331   5016    193   3104   0.06097   0.06223   1912     84   1238   0.06474   0.06760    673     58    673   0.08170   0.08678     316     4.47
1941    30   114    1380   0.08586   0.08232   8620   247   3283   0.07687   0.07530   5337    149   3232   0.04547   0.04616   2105     63   1348   0.04503   0.04648    757     47    757   0.05991   0.06239     374     4.49
1941    31    82    1266   0.06659   0.06445   8734   186   3149   0.05996   0.05897   5584     90   3330   0.02662   0.02700   2254     37   1434   0.02533   0.02579    820     35    820   0.04160   0.04254     422     4.51
1941    32    55    1185   0.04770   0.04659   8815   135   3045   0.04477   0.04418   5770     55   3426   0.01596   0.01615   2344     24   1487   0.01615   0.01632    857     26    857   0.03030   0.03073     457     4.53
1941    33    44    1130   0.03935   0.03859   8870    99   2966   0.03371   0.03340   5904     49   3505   0.01382   0.01392   2399     21   1518   0.01372   0.01384    881     24    881   0.02650   0.02681     483     4.55
1941    34    33    1086   0.03102   0.03054   8914    69   2911   0.02390   0.02375   6004     40   3555   0.01126   0.01130   2448     17   1546   0.01076   0.01084    902     21    902   0.02269   0.02290     506     4.56
1941    35    26    1053   0.02478   0.02448   8947    59   2875   0.02059   0.02047   6073     36   3584   0.01005   0.01009   2488     17   1569   0.01046   0.01053    919     21    919   0.02317   0.02338     527     4.57
1941    36    19    1027   0.01835   0.01818   8973    45   2841   0.01606   0.01598   6132     30   3607   0.00827   0.00829   2524     16   1589   0.00987   0.00991    935     20    935   0.02151   0.02169     549     4.59
1941    37    13    1008   0.01324   0.01315   8992    29   2815   0.01036   0.01033   6177     22   3623   0.00602   0.00602   2554     14   1603   0.00863   0.00865    951     17    951   0.01761   0.01774     569     4.60
1941    38     8     995   0.00814   0.00811   9005    16   2799   0.00584   0.00583   6206     15   3630   0.00424   0.00424   2576     11   1611   0.00700   0.00701    965     14    965   0.01456   0.01464     586     4.61
1941    39     5     987   0.00507   0.00506   9013    10   2791   0.00366   0.00366   6222     10   3631   0.00283   0.00283   2592      7   1615   0.00453   0.00453    976     11    976   0.01148   0.01153     600     4.61
1941    40     3     982   0.00332   0.00331   9018     6   2785   0.00211   0.00211   6233      6   3631   0.00163   0.00163   2602      5   1618   0.00302   0.00302    984      8    984   0.00831   0.00834     611     4.62
1941    41     2     979   0.00232   0.00231   9021     3   2783   0.00107   0.00107   6238      4   3631   0.00109   0.00109   2608      4   1619   0.00234   0.00234    988      6    988   0.00607   0.00608     619     4.63
1941    42     1     976   0.00106   0.00106   9024     2   2782   0.00063   0.00063   6241      3   3630   0.00070   0.00070   2612      2   1619   0.00130   0.00130    992      4    992   0.00400   0.00401     625     4.63
1941    43     1     975   0.00061   0.00061   9025     1   2781   0.00050   0.00050   6243      1   3629   0.00037   0.00037   2614      1   1620   0.00072   0.00072    994      3    994   0.00334   0.00334     629     4.63
1941    44     0     975   0.00026   0.00026   9025     1   2781   0.00023   0.00023   6245      1   3629   0.00018   0.00018   2616      0   1620   0.00025   0.00025    996      2    996   0.00171   0.00171     633     4.64
1941    45     0     975   0.00006   0.00006   9025     0   2780   0.00003   0.00003   6245      0   3629   0.00009   0.00009   2616      0   1620   0.00009   0.00009    996      1    996   0.00053   0.00053     634     4.64
1941    46     0     975   0.00000   0.00000   9025     0   2780   0.00000   0.00000   6245      0   3629   0.00004   0.00004   2616      0   1620   0.00003   0.00003    996      0    996   0.00015   0.00015     635     4.64
1941    47     0     975   0.00002   0.00002   9025     0   2780   0.00000   0.00000   6245      0   3629   0.00002   0.00002   2617      0   1621   0.00004   0.00004    996      0    996   0.00008   0.00008     635     4.64
1941    48     .     975         .         .   9025     .   2780         .         .   6245      .   3629         .         .   2617      .   1621         .         .    996      .    996         .         .     635     4.64
1941    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1941    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    13     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    14     1   10000   0.00006   0.00006      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1942    15    15    9999   0.00147   0.00147      1     0      1   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1942    16    81    9985   0.00814   0.00811     15     1     15   0.02608   0.09382      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1942    17   325    9904   0.03335   0.03280     96    15     95   0.05922   0.15607      1      0      1   0.01832   0.11168      0      0      0         .         .      0      0      0         .         .       0        .
1942    18   746    9579   0.08108   0.07792    421    76    405   0.10306   0.18836     16      5     16   0.09581   0.30835      0      0      0         .         .      0      0      0         .         .       0        .
1942    19  1116    8833   0.13493   0.12640   1167   220   1075   0.14445   0.20468     92     21     87   0.11146   0.23851      5      1      5   0.09618   0.28474      0      0      0   0.11141   0.60172       0     4.00
1942    20  1222    7716   0.17192   0.15831   2284   410   1971   0.17252   0.20802    313     64    287   0.14015   0.22469     26      7     24   0.12982   0.28286      2      1      2   0.13293   0.42467       0     4.06
1942    21  1133    6495   0.19104   0.17438   3505   553   2783   0.18012   0.19886    723    129    632   0.15286   0.20415     90     22     82   0.16320   0.26983      8      3      8   0.17109   0.39427       1     4.09
1942    22   960    5362   0.19665   0.17905   4638   625   3362   0.17720   0.18602   1276    196   1057   0.15431   0.18566    219     45    189   0.17135   0.23980     31     10     31   0.19510   0.33966       4     4.13
1942    23   798    4402   0.19949   0.18139   5598   646   3697   0.17124   0.17477   1901    243   1486   0.14416   0.16370    416     72    340   0.16981   0.21256     76     22     76   0.19765   0.29174      14     4.19
1942    24   649    3603   0.19785   0.18004   6397   613   3849   0.15851   0.15925   2547    264   1889   0.12779   0.13961    659     92    511   0.15511   0.18110    148     33    148   0.16857   0.22122      37     4.25
1942    25   504    2955   0.18664   0.17071   7045   549   3885   0.14221   0.14139   3160    267   2238   0.11203   0.11911    922    101    682   0.13209   0.14812    241     43    241   0.14762   0.17861      69     4.29
1942    26   379    2450   0.16783   0.15484   7550   493   3840   0.13026   0.12834   3710    251   2521   0.09519   0.09975   1189    101    847   0.10990   0.11963    342     51    342   0.13025   0.14958     112     4.33
1942    27   280    2071   0.14494   0.13514   7929   437   3727   0.11992   0.11739   4203    225   2762   0.07830   0.08131   1440     93    998   0.08766   0.09344    443     50    443   0.10184   0.11255     163     4.37
1942    28   207    1791   0.12238   0.11532   8209   374   3569   0.10741   0.10488   4640    197   2975   0.06425   0.06617   1665     84   1129   0.07080   0.07434    536     50    536   0.08682   0.09362     213     4.40
1942    29   147    1585   0.09756   0.09302   8415   295   3401   0.08865   0.08673   5014    155   3152   0.04809   0.04916   1862     63   1242   0.04888   0.05069    620     43    620   0.06575   0.06909     263     4.42
1942    30   106    1437   0.07684   0.07399   8563   223   3254   0.06974   0.06849   5309     99   3292   0.02959   0.03015   2017     38   1334   0.02759   0.02822    683     34    683   0.04806   0.04938     306     4.45
1942    31    74    1331   0.05719   0.05560   8669   169   3137   0.05485   0.05402   5532     63   3416   0.01830   0.01858   2116     24   1395   0.01698   0.01722    721     27    721   0.03740   0.03803     340     4.47
1942    32    54    1257   0.04421   0.04326   8743   131   3042   0.04372   0.04317   5702     52   3522   0.01460   0.01477   2180     19   1435   0.01334   0.01349    745     22    745   0.02921   0.02959     367     4.49
1942    33    44    1202   0.03706   0.03638   8798   103   2965   0.03526   0.03491   5833     46   3601   0.01257   0.01267   2232     18   1468   0.01245   0.01257    764     20    764   0.02581   0.02612     389     4.51
1942    34    33    1159   0.02908   0.02867   8841    83   2905   0.02877   0.02852   5936     40   3659   0.01093   0.01100   2277     19   1495   0.01262   0.01271    782     22    782   0.02715   0.02748     409     4.52
1942    35    25    1125   0.02256   0.02231   8875    62   2855   0.02175   0.02161   6019     38   3702   0.01024   0.01027   2317     19   1516   0.01220   0.01228    801     20    801   0.02518   0.02547     431     4.54
1942    36    17    1100   0.01603   0.01590   8900    41   2819   0.01448   0.01442   6081     30   3725   0.00801   0.00802   2355     16   1535   0.01028   0.01033    820     17    820   0.02003   0.02022     451     4.55
1942    37    13    1083   0.01164   0.01157   8917    27   2796   0.00983   0.00981   6122     23   3736   0.00612   0.00612   2385     13   1549   0.00843   0.00845    836     16    836   0.01904   0.01919     468     4.56
1942    38     8    1070   0.00750   0.00747   8930    17   2781   0.00608   0.00607   6149     17   3741   0.00446   0.00446   2408     10   1559   0.00639   0.00640    849     14    849   0.01638   0.01648     484     4.57
1942    39     6    1062   0.00523   0.00521   8938    11   2772   0.00401   0.00401   6166     13   3741   0.00335   0.00335   2425      8   1566   0.00485   0.00486    859     11    859   0.01312   0.01318     498     4.58
1942    40     4    1057   0.00342   0.00341   8943     6   2766   0.00226   0.00226   6177      8   3740   0.00204   0.00204   2437      5   1571   0.00327   0.00327    867      8    867   0.00922   0.00925     509     4.59
1942    41     2    1053   0.00203   0.00203   8947     3   2764   0.00111   0.00111   6183      4   3738   0.00101   0.00101   2445      3   1573   0.00180   0.00180    872      5    872   0.00593   0.00594     517     4.59
1942    42     1    1051   0.00131   0.00130   8949     2   2763   0.00066   0.00066   6186      3   3737   0.00068   0.00068   2449      2   1574   0.00125   0.00125    875      4    875   0.00462   0.00462     522     4.60
1942    43     1    1050   0.00081   0.00081   8950     1   2762   0.00035   0.00035   6188      2   3737   0.00044   0.00044   2451      1   1575   0.00074   0.00074    877      3    877   0.00304   0.00304     527     4.60
1942    44     0    1049   0.00033   0.00033   8951     0   2762   0.00017   0.00017   6189      1   3736   0.00022   0.00022   2453      1   1575   0.00051   0.00051    878      2    878   0.00225   0.00225     529     4.60
1942    45     0    1048   0.00002   0.00002   8952     0   2762   0.00001   0.00001   6190      0   3736   0.00005   0.00005   2454      0   1575   0.00017   0.00017    879      1    879   0.00086   0.00086     531     4.60
1942    46     0    1048   0.00002   0.00002   8952     0   2762   0.00000   0.00000   6190      0   3736   0.00003   0.00003   2454      0   1575   0.00006   0.00006    879      0    879   0.00016   0.00016     532     4.61
1942    47     .    1048         .         .   8952     .   2762         .         .   6190      .   3735         .         .   2454      .   1575         .         .    879      .    879         .         .     532     4.61
1942    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1942    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    12-    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    13     0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1943    14     0   10000   0.00005   0.00005      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1943    15    17   10000   0.00171   0.00171      0     0      0   0.00602   0.11549      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1943    16    92    9982   0.00924   0.00920     18     3     18   0.04070   0.14451      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1943    17   356    9891   0.03661   0.03596    109    17    107   0.06221   0.16078      3      0      3   0.02681   0.11437      0      0      0         .         .      0      0      0         .         .       0        .
1943    18   787    9535   0.08605   0.08250    465    81    445   0.10208   0.18292     20      6     19   0.10139   0.29842      0      0      0   0.06493   0.68093      0      0      0         .         .       0        .
1943    19  1153    8748   0.14111   0.13181   1252   236   1150   0.14660   0.20505    101     23     95   0.11191   0.23742      6      2      6   0.09240   0.25726      0      0      0   0.03563   0.17005       0     4.00
1943    20  1278    7595   0.18374   0.16828   2405   423   2068   0.16951   0.20456    337     67    308   0.13873   0.21869     29      8     27   0.14126   0.29697      2      1      2   0.13423   0.44674       0     4.02
1943    21  1176    6317   0.20520   0.18611   3683   569   2923   0.17631   0.19461    760    134    664   0.15196   0.20173     96     24     86   0.17131   0.28009     10      3     10   0.15199   0.34108       1     4.08
1943    22   969    5141   0.20803   0.18843   4859   653   3530   0.17717   0.18509   1329    202   1099   0.15281   0.18417    230     47    196   0.17289   0.24122     34      9     34   0.16071   0.27276       4     4.12
1943    23   789    4173   0.20894   0.18918   5827   655   3845   0.16745   0.17037   1982    246   1550   0.13993   0.15843    432     70    351   0.15865   0.19837     81     19     81   0.16747   0.23928      13     4.16
1943    24   626    3383   0.20392   0.18505   6617   618   3979   0.15524   0.15540   2637    262   1959   0.12265   0.13380    678     86    527   0.14021   0.16361    151     29    151   0.14931   0.19197      33     4.22
1943    25   490    2757   0.19502   0.17769   7243   567   3987   0.14352   0.14214   3256    257   2316   0.10413   0.11108    940     94    703   0.11942   0.13331    237     36    237   0.12722   0.15235      62     4.26
1943    26   381    2267   0.18322   0.16784   7733   504   3910   0.13093   0.12887   3822    236   2625   0.08547   0.08983   1197     89    866   0.09484   0.10287    331     40    331   0.10651   0.12086      98     4.30
1943    27   272    1887   0.15531   0.14412   8113   435   3787   0.11742   0.11489   4326    211   2893   0.07037   0.07309   1433     81   1013   0.07550   0.08034    420     44    420   0.09612   0.10543     138     4.33
1943    28   189    1615   0.12424   0.11698   8385   355   3624   0.10030   0.09800   4761    165   3117   0.05153   0.05310   1645     64   1143   0.05368   0.05606    501     41    501   0.07604   0.08090     182     4.36
1943    29   141    1426   0.10365   0.09854   8574   276   3458   0.08133   0.07974   5117    104   3306   0.03076   0.03156   1810     39   1245   0.03056   0.03136    565     30    565   0.05082   0.05258     223     4.39
1943    30    98    1285   0.07957   0.07653   8715   204   3322   0.06252   0.06152   5392     68   3478   0.01928   0.01966   1914     26   1310   0.01949   0.01981    605     24    605   0.03913   0.03997     252     4.42
1943    31    72    1187   0.06252   0.06063   8813   167   3216   0.05273   0.05195   5597     61   3614   0.01664   0.01689   1983     24   1352   0.01714   0.01738    630     21    630   0.03192   0.03252     277     4.44
1943    32    53    1115   0.04904   0.04787   8885   131   3121   0.04249   0.04196   5764     54   3720   0.01444   0.01459   2044     22   1390   0.01595   0.01613    654     20    654   0.02936   0.02986     297     4.45
1943    33    42    1062   0.04084   0.04003   8938   111   3044   0.03680   0.03639   5895     52   3797   0.01348   0.01358   2098     23   1422   0.01603   0.01619    676     21    676   0.03017   0.03068     317     4.47
1943    34    30    1019   0.03007   0.02962   8981    90   2975   0.03044   0.03014   6005     46   3856   0.01194   0.01200   2150     20   1450   0.01395   0.01408    699     19    699   0.02742   0.02782     337     4.48
1943    35    22     989   0.02274   0.02249   9011    64   2916   0.02214   0.02199   6095     40   3899   0.01023   0.01026   2196     18   1476   0.01186   0.01195    720     17    720   0.02365   0.02394     357     4.50
1943    36    17     967   0.01810   0.01794   9033    42   2874   0.01476   0.01470   6159     30   3923   0.00757   0.00758   2236     15   1499   0.01007   0.01012    737     16    737   0.02186   0.02209     374     4.51
1943    37    11     949   0.01133   0.01126   9051    23   2849   0.00811   0.00809   6201     20   3936   0.00505   0.00505   2266     12   1513   0.00770   0.00772    753     12    753   0.01641   0.01653     390     4.52
1943    38     7     939   0.00757   0.00754   9061    16   2837   0.00558   0.00557   6225     16   3939   0.00414   0.00414   2286     10   1521   0.00661   0.00662    764     11    764   0.01478   0.01488     403     4.53
1943    39     4     932   0.00468   0.00467   9068    10   2828   0.00361   0.00360   6240     10   3938   0.00262   0.00262   2302      7   1528   0.00478   0.00479    774     10    774   0.01289   0.01295     414     4.53
1943    40     3     927   0.00301   0.00300   9073     5   2822   0.00194   0.00194   6251      6   3938   0.00165   0.00165   2312      5   1531   0.00307   0.00307    782      8    782   0.00957   0.00960     424     4.54
1943    41     2     925   0.00199   0.00198   9075     4   2819   0.00128   0.00128   6256      5   3937   0.00115   0.00115   2319      3   1532   0.00178   0.00178    786      5    786   0.00682   0.00683     432     4.55
1943    42     1     923   0.00119   0.00119   9077     2   2818   0.00060   0.00060   6260      3   3936   0.00074   0.00074   2323      2   1534   0.00136   0.00136    789      3    789   0.00435   0.00436     437     4.55
1943    43     1     922   0.00080   0.00080   9078     1   2817   0.00024   0.00024   6261      1   3935   0.00031   0.00031   2326      1   1535   0.00054   0.00054    791      2    791   0.00206   0.00206     441     4.56
1943    44     0     921   0.00036   0.00036   9079     0   2817   0.00018   0.00018   6262      0   3935   0.00012   0.00012   2327      1   1535   0.00037   0.00037    792      1    792   0.00144   0.00144     442     4.56
1943    45     0     921   0.00006   0.00006   9079     0   2817   0.00004   0.00004   6262      0   3935   0.00005   0.00005   2328      0   1535   0.00029   0.00029    793      1    793   0.00067   0.00067     443     4.56
1943    46     .     920         .         .   9080     .   2817         .         .   6263      .   3935         .         .   2328      .   1535         .         .    793      .    793         .         .     444     4.56
1943    47     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    48     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    49     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    50     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    51     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    52     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    53     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    54     .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1943    55+    .       .         .         .      .     .      .         .         .      .      .      .         .         .      .      .      .         .         .      .      .      .         .         .       .        .
1944    12-    0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1944    13     0   10000   0.00000   0.00000      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1944    14     1   10000   0.00009   0.00009      0     0      0         .         .      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1944    15    22    9999   0.00223   0.00223      1     0      1   0.00853   0.11710      0      0      0         .         .      0      0      0         .         .      0      0      0         .         .       0        .
1944    16   108    9977   0.01087   0.01081     23     3     23   0.03988   0.13041      0      0      0   0.00000   0.00000      0      0      0         .         .      0      0      0         .         .       0        .
1944    17   390    9869   0.04027   0.03947    131    19    128   0.06062   0.14843      3      1      3   0.05339   0.21057      0      0      0         .         .      0      0      0         .         .       0        .
1944    18   842    9479   0.09292   0.08880    521    92    498   0.10553   0.18488     22      5     21   0.08065   0.24409      1      0      1   0.03851   0.18865      0      0      0         .         .       0        .
1944    19  1218    8638   0.15165   0.14096   1362   262   1248   0.15195   0.21011    114     25    108   0.11190   0.23419      6      1      6   0.07002   0.21653      0      0      0   0.05667   0.34275       0     4.00
1944    20  1311    7420   0.19381   0.17669   2580   457   2203   0.17376   0.20743    376     75    345   0.13973   0.21706     31      8     30   0.12930   0.27365      1      1      1   0.11152   0.44396       0     4.03
1944    21  1161    6109   0.21001   0.19005   3891   598   3057   0.17915   0.19565    834    144    727   0.15080   0.19789    106     23     97   0.14730   0.23936     10      3     10   0.13275   0.29348       1     4.07
1944    22   954    4948   0.21344   0.19286   5052   659   3620   0.17498   0.18211   1432    203   1182   0.14423   0.17206    250     49    217   0.16729   0.22654     33      8     33   0.13174   0.23101       3     4.11
1944    23   771    3994   0.21377   0.19313   6006   660   3915   0.16612   0.16849   2091    244   1638   0.13208   0.14886    453     72    371   0.15849   0.19504     82     16     82   0.13593   0.19603      11     4.13
1944    24   609    3222   0.20854   0.18885   6778   622   4027   0.15468   0.15443   2751    265   2053   0.11877   0.12909    697     80    543   0.12641   0.14792    154     26    154   0.13164   0.16586      27     4.18
1944    25   478    2614   0.20137   0.18295   7386   561   4014   0.14130   0.13984   3373    250   2410   0.09762   0.10391    962     77    728   0.09497   0.10627    235     32    235   0.11814   0.13761      53     4.22
1944    26   364    2136   0.18652   0.17061   7864   497   3931   0.12862   0.12645   3934    219   2721   0.07671   0.08062   1213     74    901   0.07613   0.08226    312     36    312   0.10402   0.11637      85     4.27
1944    27   253    1771   0.15383   0.14284   8229   402   3798   0.10783   0.10572   4431    172   2999   0.05523   0.05734   1432     62   1046   0.05639   0.05936    386     33    386   0.07953   0.08593     121     4.31
1944    28   178    1518   0.12468   0.11737   8482   312   3649   0.08698   0.08539   4832    110   3228   0.03316   0.03419   1604     40   1156   0.03368   0.03471    448     26    448   0.05461   0.05705     154     4.34
1944    29   133    1340   0.10466   0.09946   8660   249   3516   0.07190   0.07072   5144     75   3429   0.02138   0.02192   1714     27   1226   0.02189   0.02232    488     23    488   0.04483   0.04608     180     4.37
1944    30    95    1207   0.08160   0.07840   8793   197   3401   0.05878   0.05790   5393     65   3603   0.01777   0.01809   1790     24   1274   0.01886   0.01916    516     20    516   0.03862   0.03953     203     4.39
1944    31    69    1112   0.06395   0.06197   8888   169   3298   0.05191   0.05112   5589     58   3735   0.01537   0.01560   1855     24   1315   0.01774   0.01797    540     20    540   0.03692   0.03773     223     4.41
1944    32    51    1043   0.05003   0.04881   8957   147   3199   0.04675   0.04604   5758     58   3845   0.01480   0.01497   1913     22   1349   0.01611   0.01632    564     20    564   0.03554   0.03623     243     4.43
1944    33    40     992   0.04160   0.04076   9008   123   3102   0.04004   0.03951   5905     58   3935   0.01459   0.01471   1971     23   1385   0.01621   0.01642    586     21    586   0.03436   0.03502     264     4.45
1944    34    30     952   0.03181   0.03131   9048    86   3020   0.02882   0.02855   6028     49   3999   0.01211   0.01217   2029     21   1420   0.01465   0.01479    608     19    608   0.03090   0.03144     284     4.47
1944    35    22     922   0.02388   0.02359   9078    60   2964   0.02041   0.02028   6114     41   4037   0.01019   0.01022   2077     19   1448   0.01326   0.01336    629     18    629   0.02801   0.02844     303     4.48
1944    36    15     900   0.01637   0.01623   9100    36   2925   0.01240   0.01235   6174     31   4056   0.00760   0.00761   2118     16   1470   0.01093   0.01098    649     15    649   0.02275   0.02303     321     4.50
1944    37    11     886   0.01260   0.01252   9114    26   2904   0.00892   0.00890   6210     25   4061   0.00620   0.00620   2149     14   1484   0.00922   0.00926    665     14    665   0.02149   0.02172     336     4.51
1944    38     7     875   0.00752   0.00749   9125    16   2889   0.00543   0.00542   6236     16   4062   0.00395   0.00395   2174      9   1496   0.00605   0.00607    679     12    679   0.01732   0.01743     351     4.52
1944    39     4     868   0.00493   0.00492   9132     9   2880   0.00317   0.00317   6252     11   4061   0.00272   0.00272   2191      7   1503   0.00471   0.00471    688     10    688   0.01471   0.01479     362     4.53
1944    40     2     864   0.00287   0.00287   9136     5   2875   0.00164   0.00164   6261      7   4060   0.00180   0.00180   2202      5   1507   0.00311   0.00312    695      7    695   0.01025   0.01029     373     4.54
1944    41     2     861   0.00184   0.00184   9139     3   2873   0.00099   0.00099   6266      5   4057   0.00131   0.00131   2209      3   1509   0.00221   0.00221    700      5    700   0.00702   0.00703     380     4.54
1944    42     1     860   0.00097   0.00096   9140     1   2872   0.00043   0.00043   6269      3   4054   0.00086   0.00086   2214      3   1511   0.00178   0.00178    703      3    703   0.00458   0.00458     385     4.55
