East Germany, Cumulative period fertility rates by birth order (vertical parallelograms)
Last modified: 04/02/2019
Year  ARDY  Cohort     CPFR     CPFR1     CPFR2     CPFR3     CPFR4    CPFR5p
2014   30    1984     0.748     0.502     0.187     0.043     0.011     0.005
2014   31    1983     0.856     0.557     0.228     0.052     0.014     0.006
2014   32    1982     0.963     0.605     0.271     0.062     0.016     0.008
2014   33    1981     1.065     0.645     0.316     0.074     0.019     0.010
2014   34    1980     1.156     0.678     0.358     0.086     0.023     0.012
2014   35    1979     1.237     0.704     0.396     0.097     0.026     0.014
2014   36    1978     1.309     0.727     0.428     0.108     0.029     0.016
2014   37    1977     1.370     0.745     0.456     0.119     0.033     0.018
2014   38    1976     1.420     0.758     0.478     0.128     0.036     0.021
2014   39    1975     1.460     0.768     0.495     0.136     0.038     0.022
2014   40    1974     1.491     0.775     0.507     0.143     0.041     0.024
2014   41    1973     1.513     0.780     0.515     0.148     0.043     0.026
2014   42    1972     1.527     0.784     0.520     0.152     0.044     0.027
2014   43    1971     1.535     0.786     0.522     0.154     0.045     0.028
2014   44    1970     1.540     0.787     0.524     0.155     0.046     0.028
2014   45    1969     1.542     0.787     0.524     0.156     0.046     0.029
2014   46    1968     1.543     0.788     0.525     0.156     0.046     0.029
2014   47    1967     1.544     0.788     0.525     0.156     0.046     0.029
2014   48    1966     1.544     0.788     0.525     0.156     0.046     0.029
2014   49    1965     1.544     0.788     0.525     0.156     0.046     0.029
2014   50    1964     1.544     0.788     0.525     0.156     0.046     0.029
2014   51    1963     1.544     0.788     0.525     0.156     0.046     0.029
2014   52    1962     1.544     0.788     0.525     0.156     0.046     0.029
2014   53    1961     1.544     0.788     0.525     0.156     0.046     0.029
2014   54    1960     1.544     0.788     0.525     0.156     0.046     0.029
2014   55    1959     1.544     0.788     0.525     0.156     0.046     0.029
2015   12    2003     0.000     0.000     0.000     0.000     0.000     0.000
2015   13    2002     0.000     0.000     0.000     0.000     0.000     0.000
2015   14    2001     0.000     0.000     0.000     0.000     0.000     0.000
2015   15    2000     0.000     0.000     0.000     0.000     0.000     0.000
2015   16    1999     0.002     0.001     0.000     0.000     0.000     0.000
2015   17    1998     0.006     0.005     0.000     0.000     0.000     0.000
2015   18    1997     0.014     0.014     0.000     0.000     0.000     0.000
2015   19    1996     0.030     0.028     0.002     0.000     0.000     0.000
2015   20    1995     0.054     0.048     0.005     0.000     0.000     0.000
2015   21    1994     0.087     0.074     0.011     0.001     0.000     0.000
2015   22    1993     0.125     0.100     0.021     0.003     0.000     0.000
2015   23    1992     0.169     0.130     0.032     0.006     0.001     0.000
2015   24    1991     0.222     0.165     0.045     0.010     0.002     0.000
2015   25    1990     0.282     0.204     0.060     0.014     0.003     0.001
2015   26    1989     0.353     0.253     0.077     0.018     0.004     0.001
2015   27    1988     0.440     0.311     0.098     0.023     0.006     0.002
2015   28    1987     0.536     0.373     0.123     0.029     0.008     0.003
2015   29    1986     0.641     0.435     0.156     0.036     0.010     0.004
2015   30    1985     0.752     0.496     0.194     0.045     0.012     0.005
2015   31    1984     0.862     0.551     0.234     0.054     0.016     0.007
2015   32    1983     0.969     0.598     0.278     0.065     0.019     0.009
2015   33    1982     1.070     0.638     0.323     0.076     0.022     0.011
2015   34    1981     1.163     0.671     0.365     0.088     0.026     0.013
2015   35    1980     1.246     0.698     0.403     0.101     0.029     0.015
2015   36    1979     1.320     0.720     0.437     0.113     0.033     0.017
2015   37    1978     1.383     0.737     0.465     0.125     0.036     0.019
2015   38    1977     1.433     0.751     0.487     0.135     0.039     0.021
2015   39    1976     1.473     0.760     0.503     0.145     0.042     0.023
2015   40    1975     1.504     0.768     0.515     0.152     0.044     0.025
2015   41    1974     1.527     0.774     0.524     0.157     0.046     0.026
2015   42    1973     1.542     0.777     0.529     0.160     0.047     0.028
2015   43    1972     1.552     0.780     0.532     0.162     0.048     0.029
2015   44    1971     1.556     0.781     0.533     0.163     0.049     0.030
2015   45    1970     1.559     0.781     0.534     0.164     0.049     0.030
2015   46    1969     1.560     0.782     0.535     0.164     0.049     0.030
2015   47    1968     1.561     0.782     0.535     0.165     0.050     0.030
2015   48    1967     1.561     0.782     0.535     0.165     0.050     0.030
2015   49    1966     1.561     0.782     0.535     0.165     0.050     0.030
2015   50    1965     1.561     0.782     0.535     0.165     0.050     0.030
2015   51    1964     1.561     0.782     0.535     0.165     0.050     0.030
2015   52    1963     1.561     0.782     0.535     0.165     0.050     0.030
2015   53    1962     1.561     0.782     0.535     0.165     0.050     0.030
2015   54    1961     1.561     0.782     0.535     0.165     0.050     0.030
2015   55    1960     1.561     0.782     0.535     0.165     0.050     0.030
2016   12    2004     0.000     0.000     0.000     0.000     0.000     0.000
2016   13    2003     0.000     0.000     0.000     0.000     0.000     0.000
2016   14    2002     0.000     0.000     0.000     0.000     0.000     0.000
2016   15    2001     0.000     0.000     0.000     0.000     0.000     0.000
2016   16    2000     0.002     0.002     0.000     0.000     0.000     0.000
2016   17    1999     0.006     0.006     0.000     0.000     0.000     0.000
2016   18    1998     0.016     0.015     0.001     0.000     0.000     0.000
2016   19    1997     0.032     0.029     0.003     0.000     0.000     0.000
2016   20    1996     0.057     0.050     0.006     0.001     0.000     0.000
2016   21    1995     0.093     0.078     0.013     0.002     0.000     0.000
2016   22    1994     0.135     0.108     0.023     0.004     0.001     0.000
2016   23    1993     0.184     0.139     0.036     0.007     0.001     0.000
2016   24    1992     0.239     0.174     0.051     0.011     0.002     0.000
2016   25    1991     0.306     0.216     0.069     0.017     0.004     0.001
2016   26    1990     0.385     0.265     0.089     0.023     0.006     0.002
2016   27    1989     0.472     0.322     0.110     0.029     0.008     0.002
2016   28    1988     0.572     0.385     0.137     0.036     0.010     0.003
2016   29    1987     0.682     0.450     0.171     0.044     0.013     0.005
2016   30    1986     0.796     0.512     0.210     0.052     0.016     0.006
2016   31    1985     0.910     0.567     0.254     0.062     0.019     0.008
2016   32    1984     1.022     0.616     0.299     0.074     0.023     0.010
2016   33    1983     1.125     0.657     0.344     0.086     0.026     0.013
2016   34    1982     1.222     0.691     0.388     0.098     0.030     0.016
2016   35    1981     1.309     0.719     0.427     0.111     0.034     0.018
2016   36    1980     1.386     0.742     0.462     0.124     0.037     0.021
2016   37    1979     1.452     0.760     0.491     0.137     0.041     0.024
2016   38    1978     1.506     0.773     0.514     0.148     0.045     0.026
2016   39    1977     1.548     0.784     0.532     0.157     0.048     0.028
2016   40    1976     1.581     0.791     0.544     0.164     0.051     0.030
2016   41    1975     1.606     0.797     0.554     0.170     0.054     0.032
2016   42    1974     1.623     0.801     0.559     0.174     0.055     0.034
2016   43    1973     1.633     0.804     0.562     0.176     0.056     0.035
2016   44    1972     1.639     0.805     0.564     0.177     0.057     0.035
2016   45    1971     1.642     0.805     0.565     0.178     0.057     0.036
2016   46    1970     1.643     0.806     0.566     0.178     0.058     0.036
2016   47    1969     1.644     0.806     0.566     0.178     0.058     0.036
2016   48    1968     1.644     0.806     0.566     0.178     0.058     0.036
2016   49    1967     1.645     0.806     0.566     0.179     0.058     0.036
2016   50    1966     1.645     0.806     0.566     0.179     0.058     0.036
2016   51    1965     1.645     0.806     0.566     0.179     0.058     0.036
2016   52    1964     1.645     0.806     0.566     0.179     0.058     0.036
2016   53    1963     1.645     0.806     0.566     0.179     0.058     0.036
2016   54    1962     1.645     0.806     0.566     0.179     0.058     0.036
2016   55    1961     1.645     0.806     0.566     0.179     0.058     0.036
2017   12    2005     0.000     0.000     0.000     0.000     0.000     0.000
2017   13    2004     0.000     0.000     0.000     0.000     0.000     0.000
2017   14    2003     0.000     0.000     0.000     0.000     0.000     0.000
2017   15    2002     0.000     0.000     0.000     0.000     0.000     0.000
2017   16    2001     0.002     0.002     0.000     0.000     0.000     0.000
2017   17    2000     0.006     0.006     0.000     0.000     0.000     0.000
2017   18    1999     0.013     0.012     0.000     0.000     0.000     0.000
2017   19    1998     0.027     0.025     0.002     0.000     0.000     0.000
2017   20    1997     0.050     0.043     0.006     0.001     0.000     0.000
2017   21    1996     0.079     0.065     0.012     0.002     0.000     0.000
2017   22    1995     0.116     0.090     0.023     0.003     0.001     0.000
2017   23    1994     0.161     0.117     0.035     0.007     0.001     0.000
2017   24    1993     0.212     0.149     0.048     0.012     0.002     0.000
2017   25    1992     0.276     0.187     0.065     0.019     0.004     0.001
2017   26    1991     0.351     0.232     0.086     0.025     0.006     0.001
2017   27    1990     0.439     0.288     0.109     0.033     0.008     0.002
2017   28    1989     0.539     0.351     0.134     0.040     0.011     0.003
2017   29    1988     0.647     0.415     0.167     0.047     0.014     0.004
2017   30    1987     0.762     0.478     0.206     0.055     0.016     0.006
2017   31    1986     0.876     0.534     0.249     0.066     0.019     0.008
2017   32    1985     0.990     0.584     0.296     0.078     0.022     0.010
2017   33    1984     1.094     0.625     0.342     0.089     0.026     0.013
2017   34    1983     1.191     0.658     0.386     0.103     0.029     0.015
2017   35    1982     1.277     0.685     0.424     0.116     0.033     0.018
2017   36    1981     1.352     0.707     0.459     0.130     0.037     0.020
2017   37    1980     1.418     0.725     0.487     0.142     0.041     0.023
2017   38    1979     1.471     0.739     0.510     0.153     0.044     0.025
2017   39    1978     1.515     0.749     0.528     0.162     0.048     0.028
2017   40    1977     1.549     0.757     0.541     0.170     0.051     0.030
2017   41    1976     1.574     0.763     0.551     0.175     0.053     0.031
2017   42    1975     1.591     0.767     0.557     0.179     0.055     0.033
2017   43    1974     1.602     0.769     0.560     0.182     0.056     0.034
2017   44    1973     1.608     0.771     0.562     0.183     0.057     0.035
2017   45    1972     1.611     0.771     0.563     0.184     0.057     0.036
2017   46    1971     1.613     0.772     0.563     0.185     0.058     0.036
2017   47    1970     1.614     0.772     0.563     0.185     0.058     0.036
2017   48    1969     1.614     0.772     0.563     0.185     0.058     0.036
2017   49    1968     1.614     0.772     0.563     0.185     0.058     0.036
2017   50    1967     1.614     0.772     0.563     0.185     0.058     0.036
2017   51    1966     1.614     0.772     0.563     0.185     0.058     0.036
2017   52    1965     1.614     0.772     0.563     0.185     0.058     0.036
2017   53    1964     1.614     0.772     0.563     0.185     0.058     0.036
2017   54    1963     1.614     0.772     0.563     0.185     0.058     0.036
2017   55    1962     1.614     0.772     0.563     0.185     0.058     0.036
