Germany, Female population exposure by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Exposure
1965     36       501243.67
1965     37       499306.67
1965     38       503990.50
1965     39       526748.33
1965     40       531598.83
1965     41       527706.33
1965     42       545657.33
1965     43       581193.83
1965     44       605821.83
1965     45       537674.67
1965     46       386342.83
1965     47       302108.83
1965     48       313837.83
1965     49       388508.50
1965     50       509761.83
1965     51       580008.67
1965     52       592931.17
1965     53       586523.67
1965     54       584160.17
1965     55       601212.17
1966     12       511024.56
1966     13       508427.97
1966     14       508489.36
1966     15       507260.76
1966     16       506103.78
1966     17       485993.79
1966     18       452046.50
1966     19       445282.28
1966     20       373512.23
1966     21       435631.83
1966     22       509065.83
1966     23       507493.50
1966     24       555979.00
1966     25       632463.50
1966     26       649501.33
1966     27       626260.33
1966     28       589580.50
1966     29       572059.83
1966     30       567541.33
1966     31       548533.00
1966     32       485315.67
1966     33       441152.00
1966     34       454512.33
1966     35       482649.50
1966     36       499140.17
1966     37       502023.17
1966     38       499905.17
1966     39       504500.33
1966     40       527030.17
1966     41       531723.83
1966     42       527580.00
1966     43       545414.50
1966     44       580614.33
1966     45       604878.83
1966     46       536682.67
1966     47       385462.50
1966     48       301402.83
1966     49       312935.67
1966     50       387207.83
1966     51       507920.33
1966     52       577669.67
1966     53       590337.50
1966     54       583464.50
1966     55       580959.17
1967     12       517159.79
1967     13       511659.64
1967     14       509255.47
1967     15       509471.59
1967     16       508416.66
1967     17       507504.47
1967     18       488759.42
1967     19       455066.43
1967     20       447869.92
1967     21       374835.04
1967     22       436384.00
1967     23       509103.17
1967     24       507319.33
1967     25       555267.17
1967     26       631614.67
1967     27       648219.17
1967     28       625178.33
1967     29       588464.50
1967     30       570951.83
1967     31       566595.17
1967     32       547450.83
1967     33       484611.17
1967     34       440562.67
1967     35       453889.83
1967     36       482093.50
1967     37       498552.83
1967     38       501346.33
1967     39       499206.00
1967     40       503836.17
1967     41       526204.00
1967     42       530759.83
1967     43       526572.00
1967     44       544295.33
1967     45       579191.83
1967     46       603306.33
1967     47       535034.17
1967     48       384193.67
1967     49       300258.00
1967     50       311752.17
1967     51       385593.33
1967     52       505668.00
1967     53       575048.50
1967     54       587195.17
1967     55       580202.50
1968     12       525652.43
1968     13       517900.16
1968     14       512545.89
1968     15       510361.18
1968     16       510790.08
1968     17       509994.46
1968     18       511257.17
1968     19       492798.98
1968     20       458234.24
1968     21       449856.34
1968     22       375956.69
1968     23       436940.00
1968     24       509054.33
1968     25       506918.00
1968     26       554766.83
1968     27       630525.50
1968     28       647329.17
1968     29       624355.50
1968     30       587648.33
1968     31       570231.67
1968     32       565849.50
1968     33       546841.00
1968     34       484278.50
1968     35       440220.83
1968     36       453527.33
1968     37       481614.50
1968     38       498126.83
1968     39       500764.67
1968     40       498630.67
1968     41       503024.00
1968     42       525333.33
1968     43       529701.00
1968     44       525474.83
1968     45       543016.33
1968     46       577708.67
1968     47       601511.83
1968     48       533362.50
1968     49       382764.33
1968     50       299090.33
1968     51       310339.33
1968     52       383719.33
1968     53       503170.67
1968     54       572031.67
1968     55       583841.67
1969     12       539973.90
1969     13       527089.64
1969     14       519596.79
1969     15       514751.70
1969     16       513068.66
1969     17       514394.21
1969     18       517834.29
1969     19       520822.04
1969     20       501801.96
1969     21       465699.03
1969     22       456905.15
1969     23       381297.65
1969     24       441523.00
1969     25       513061.17
1969     26       510379.17
1969     27       557874.50
1969     28       633203.83
1969     29       650318.33
1969     30       626921.00
1969     31       590128.17
1969     32       572537.00
1969     33       568018.50
1969     34       548986.83
1969     35       486264.17
1969     36       442002.00
1969     37       455005.83
1969     38       482865.17
1969     39       499194.17
1969     40       501429.67
1969     41       498983.33
1969     42       503142.83
1969     43       525232.67
1969     44       529312.67
1969     45       524902.33
1969     46       542132.17
1969     47       576509.00
1969     48       599951.83
1969     49       531718.67
1969     50       381440.50
1969     51       297891.00
1969     52       308962.83
1969     53       381847.50
1969     54       500618.67
1969     55       568819.50
1970     12       550111.86
1970     13       540256.28
1970     14       527351.99
1970     15       520979.81
1970     16       519099.03
1970     17       516467.55
1970     18       521229.99
1970     19       524581.36
1970     20       525334.58
1970     21       504186.93
1970     22       467418.82
1970     23       458239.82
1970     24       381521.06
1970     25       441991.67
1970     26       512106.33
1970     27       509204.33
1970     28       558037.33
1970     29       634220.50
1970     30       652860.83
1970     31       629422.50
1970     32       592824.33
1970     33       575496.67
1970     34       570068.00
1970     35       550854.00
1970     36       487329.17
1970     37       443013.33
1970     38       455913.00
1970     39       482937.00
1970     40       498962.33
1970     41       500474.00
1970     42       497505.33
1970     43       502268.83
1970     44       523196.83
1970     45       527475.33
1970     46       523018.83
1970     47       539460.83
1970     48       573414.33
1970     49       596333.17
1970     50       528369.00
1970     51       378574.17
1970     52       295697.00
1970     53       307458.83
1970     54       378984.83
1970     55       497115.00
1971     12       572873.86
1971     13       550763.84
1971     14       540952.26
1971     15       529339.34
1971     16       525664.64
1971     17       522662.66
1971     18       522579.54
1971     19       527088.01
1971     20       527982.05
1971     21       527025.88
1971     22       505048.31
1971     23       468410.21
1971     24       457920.89
1971     25       381666.91
1971     26       440967.83
1971     27       510606.17
1971     28       509096.50
1971     29       558364.67
1971     30       636316.33
1971     31       654871.83
1971     32       631667.00
1971     33       595287.33
1971     34       577012.67
1971     35       571525.50
1971     36       551381.67
1971     37       487900.17
1971     38       443641.67
1971     39       455657.00
1971     40       482589.00
1971     41       497959.67
1971     42       498968.83
1971     43       496565.00
1971     44       500243.33
1971     45       521426.50
1971     46       525592.17
1971     47       520415.00
1971     48       536564.33
1971     49       569938.83
1971     50       592826.50
1971     51       524969.17
1971     52       376116.00
1971     53       294301.33
1971     54       305062.00
1971     55       376343.00
1972     12       595318.92
1972     13       575083.60
1972     14       553436.78
1972     15       544447.93
1972     16       533144.29
1972     17       530173.77
1972     18       530265.48
1972     19       532005.87
1972     20       536165.36
1972     21       535619.36
1972     22       534586.92
1972     23       512162.40
1972     24       474609.81
1972     25       463394.19
1972     26       385989.70
1972     27       444893.33
1972     28       513782.00
1972     29       511969.00
1972     30       560997.83
1972     31       638567.50
1972     32       657062.33
1972     33       633650.00
1972     34       596973.50
1972     35       578687.33
1972     36       572715.67
1972     37       552398.17
1972     38       488770.33
1972     39       444441.67
1972     40       456299.33
1972     41       482945.33
1972     42       498093.00
1972     43       498887.33
1972     44       496323.83
1972     45       499836.17
1972     46       520668.00
1972     47       524636.50
1972     48       519282.67
1972     49       535024.00
1972     50       568088.00
1972     51       590552.50
1972     52       522843.67
1972     53       374401.33
1972     54       292835.17
1972     55       303516.50
1973     12       615227.76
1973     13       597596.73
1973     14       577691.24
1973     15       556869.61
1973     16       548015.06
1973     17       537723.88
1973     18       538213.78
1973     19       540294.83
1973     20       541991.65
1973     21       544340.77
1973     22       543024.48
1973     23       541846.08
1973     24       518441.07
1973     25       479767.92
1973     26       467892.53
1973     27       389498.80
1973     28       448012.17
1973     29       516290.33
1973     30       514228.17
1973     31       562914.17
1973     32       640286.83
1973     33       658623.67
1973     34       635049.17
1973     35       598337.83
1973     36       579527.83
1973     37       573314.00
1973     38       552905.17
1973     39       489193.00
1973     40       444850.83
1973     41       456418.83
1973     42       482917.50
1973     43       497787.67
1973     44       498494.17
1973     45       495756.50
1973     46       499022.50
1973     47       519658.33
1973     48       523467.33
1973     49       517847.17
1973     50       533328.67
1973     51       565880.50
1973     52       588082.67
1973     53       520393.17
1973     54       372503.17
1973     55       291198.50
1974     12       627944.94
1974     13       617181.80
1974     14       599913.07
1974     15       580529.70
1974     16       559487.52
1974     17       551320.81
1974     18       543489.19
1974     19       545569.79
1974     20       547189.13
1974     21       547630.52
1974     22       548803.44
1974     23       547350.43
1974     24       545526.30
1974     25       521463.23
1974     26       482124.23
1974     27       469611.33
1974     28       390915.87
1974     29       448934.33
1974     30       516891.00
1974     31       514884.50
1974     32       563285.33
1974     33       640561.83
1974     34       658855.33
1974     35       635210.83
1974     36       598225.17
1974     37       579290.67
1974     38       573055.33
1974     39       552537.83
1974     40       488808.67
1974     41       444478.33
1974     42       455945.33
1974     43       482272.67
1974     44       496888.33
1974     45       497520.33
1974     46       494565.83
1974     47       497803.00
1974     48       518147.83
1974     49       521761.33
1974     50       516048.17
1974     51       531157.67
1974     52       563410.33
1974     53       585269.50
1974     54       517653.33
1974     55       370316.67
1975     12       642198.60
1975     13       628679.24
1975     14       618171.06
1975     15       600960.15
1975     16       581244.46
1975     17       560275.04
1975     18       553051.87
1975     19       545894.54
1975     20       547567.38
1975     21       547849.81
1975     22       547806.25
1975     23       548304.36
1975     24       546668.91
1975     25       544271.94
1975     26       520017.53
1975     27       480284.73
1975     28       467704.17
1975     29       389098.13
1975     30       447020.17
1975     31       515138.67
1975     32       513062.50
1975     33       561452.00
1975     34       638945.17
1975     35       657015.50
1975     36       633456.33
1975     37       596524.00
1975     38       577683.33
1975     39       571400.67
1975     40       550932.17
1975     41       487322.33
1975     42       443037.00
1975     43       454431.17
1975     44       480661.00
1975     45       495246.67
1975     46       495809.00
1975     47       492808.83
1975     48       495904.83
1975     49       516044.17
1975     50       519620.17
1975     51       513697.67
1975     52       528542.17
1975     53       560516.33
