East Germany, Cumulative cohort fertility rates by birth order (horizontal parallelograms
Last modified: 04/02/2019
Cohort  Age     CCFR     CCFR1     CCFR2     CCFR3     CCFR4    CCFR5p
1953    13     0.000     0.000     0.000     0.000     0.000     0.000
1953    14     0.000     0.000     0.000     0.000     0.000     0.000
1953    15     0.000     0.000     0.000     0.000     0.000     0.000
1953    16     0.002     0.002     0.000     0.000     0.000     0.000
1953    17     0.012     0.011     0.000     0.000     0.000     0.000
1953    18     0.051     0.049     0.002     0.000     0.000     0.000
1953    19     0.141     0.132     0.008     0.000     0.000     0.000
1953    20     0.277     0.252     0.023     0.001     0.000     0.000
1953    21     0.433     0.382     0.048     0.003     0.000     0.000
1953    22     0.585     0.496     0.083     0.006     0.001     0.000
1953    23     0.740     0.597     0.130     0.011     0.001     0.000
1953    24     0.906     0.690     0.195     0.019     0.002     0.000
1953    25     1.073     0.767     0.273     0.029     0.004     0.001
1953    26     1.218     0.819     0.352     0.040     0.006     0.001
1953    27     1.340     0.852     0.424     0.053     0.009     0.002
1953    28     1.440     0.874     0.484     0.066     0.012     0.003
1953    29     1.521     0.889     0.531     0.080     0.016     0.005
1953    30     1.584     0.900     0.566     0.093     0.019     0.006
1953    31     1.635     0.907     0.591     0.106     0.023     0.008
1953    32     1.675     0.912     0.609     0.118     0.026     0.010
1953    33     1.708     0.916     0.622     0.128     0.029     0.012
1953    34     1.735     0.919     0.631     0.138     0.033     0.014
1953    35     1.758     0.921     0.638     0.146     0.036     0.017
1953    36     1.775     0.923     0.643     0.152     0.038     0.019
1953    37     1.787     0.924     0.646     0.157     0.040     0.020
1953    38         .         .         .         .         .         .
1953    39         .         .         .         .         .         .
1953    40         .         .         .         .         .         .
1953    41         .         .         .         .         .         .
1953    42         .         .         .         .         .         .
1953    43         .         .         .         .         .         .
1953    44         .         .         .         .         .         .
1953    45         .         .         .         .         .         .
1953    46         .         .         .         .         .         .
1953    47         .         .         .         .         .         .
1953    48         .         .         .         .         .         .
1953    49         .         .         .         .         .         .
1953    50         .         .         .         .         .         .
1953    51         .         .         .         .         .         .
1953    52         .         .         .         .         .         .
1953    53         .         .         .         .         .         .
1953    54         .         .         .         .         .         .
1953    55         .         .         .         .         .         .
1954    12     0.000     0.000     0.000     0.000     0.000     0.000
1954    13     0.000     0.000     0.000     0.000     0.000     0.000
1954    14     0.000     0.000     0.000     0.000     0.000     0.000
1954    15     0.000     0.000     0.000     0.000     0.000     0.000
1954    16     0.002     0.002     0.000     0.000     0.000     0.000
1954    17     0.012     0.012     0.000     0.000     0.000     0.000
1954    18     0.049     0.048     0.002     0.000     0.000     0.000
1954    19     0.130     0.123     0.006     0.000     0.000     0.000
1954    20     0.264     0.244     0.019     0.001     0.000     0.000
1954    21     0.412     0.368     0.042     0.003     0.000     0.000
1954    22     0.568     0.484     0.078     0.006     0.000     0.000
1954    23     0.738     0.594     0.132     0.011     0.001     0.000
1954    24     0.917     0.693     0.203     0.019     0.003     0.000
1954    25     1.080     0.766     0.280     0.029     0.004     0.001
1954    26     1.225     0.817     0.358     0.041     0.007     0.001
1954    27     1.346     0.850     0.428     0.055     0.010     0.002
1954    28     1.444     0.872     0.487     0.068     0.013     0.004
1954    29     1.523     0.886     0.533     0.082     0.017     0.005
1954    30     1.586     0.896     0.566     0.096     0.020     0.007
1954    31     1.638     0.904     0.591     0.109     0.024     0.009
1954    32     1.679     0.909     0.608     0.122     0.028     0.012
1954    33     1.712     0.913     0.621     0.133     0.032     0.014
1954    34     1.740     0.916     0.631     0.143     0.035     0.016
1954    35     1.762     0.918     0.638     0.150     0.037     0.018
1954    36     1.780     0.920     0.643     0.157     0.040     0.020
1954    37         .         .         .         .         .         .
1954    38         .         .         .         .         .         .
1954    39         .         .         .         .         .         .
1954    40         .         .         .         .         .         .
1954    41         .         .         .         .         .         .
1954    42         .         .         .         .         .         .
1954    43         .         .         .         .         .         .
1954    44         .         .         .         .         .         .
1954    45         .         .         .         .         .         .
1954    46         .         .         .         .         .         .
1954    47         .         .         .         .         .         .
1954    48         .         .         .         .         .         .
1954    49         .         .         .         .         .         .
1954    50         .         .         .         .         .         .
1954    51         .         .         .         .         .         .
1954    52         .         .         .         .         .         .
1954    53         .         .         .         .         .         .
1954    54         .         .         .         .         .         .
1954    55         .         .         .         .         .         .
1955    12     0.000     0.000     0.000     0.000     0.000     0.000
1955    13     0.000     0.000     0.000     0.000     0.000     0.000
1955    14     0.000     0.000     0.000     0.000     0.000     0.000
1955    15     0.000     0.000     0.000     0.000     0.000     0.000
1955    16     0.002     0.002     0.000     0.000     0.000     0.000
1955    17     0.011     0.011     0.000     0.000     0.000     0.000
1955    18     0.041     0.040     0.001     0.000     0.000     0.000
1955    19     0.119     0.114     0.005     0.000     0.000     0.000
1955    20     0.249     0.231     0.017     0.001     0.000     0.000
1955    21     0.398     0.355     0.040     0.002     0.000     0.000
1955    22     0.567     0.482     0.080     0.005     0.000     0.000
1955    23     0.750     0.600     0.138     0.011     0.001     0.000
1955    24     0.932     0.702     0.209     0.019     0.002     0.000
1955    25     1.097     0.776     0.287     0.029     0.004     0.001
1955    26     1.241     0.825     0.366     0.042     0.007     0.001
1955    27     1.361     0.856     0.438     0.055     0.010     0.002
1955    28     1.458     0.876     0.496     0.069     0.013     0.004
1955    29     1.536     0.890     0.540     0.083     0.017     0.005
1955    30     1.597     0.900     0.573     0.097     0.021     0.007
1955    31     1.649     0.907     0.597     0.111     0.024     0.009
1955    32     1.692     0.912     0.616     0.124     0.028     0.011
1955    33     1.728     0.916     0.630     0.136     0.032     0.014
1955    34     1.755     0.919     0.640     0.145     0.035     0.016
1955    35     1.776     0.921     0.647     0.153     0.038     0.018
1955    36         .         .         .         .         .         .
1955    37         .         .         .         .         .         .
1955    38         .         .         .         .         .         .
1955    39         .         .         .         .         .         .
1955    40         .         .         .         .         .         .
1955    41         .         .         .         .         .         .
1955    42         .         .         .         .         .         .
1955    43         .         .         .         .         .         .
1955    44         .         .         .         .         .         .
1955    45         .         .         .         .         .         .
1955    46         .         .         .         .         .         .
1955    47         .         .         .         .         .         .
1955    48         .         .         .         .         .         .
1955    49         .         .         .         .         .         .
1955    50         .         .         .         .         .         .
1955    51         .         .         .         .         .         .
1955    52         .         .         .         .         .         .
1955    53         .         .         .         .         .         .
1955    54         .         .         .         .         .         .
1955    55         .         .         .         .         .         .
1956    12     0.000     0.000     0.000     0.000     0.000     0.000
1956    13     0.000     0.000     0.000     0.000     0.000     0.000
1956    14     0.000     0.000     0.000     0.000     0.000     0.000
1956    15     0.000     0.000     0.000     0.000     0.000     0.000
1956    16     0.002     0.002     0.000     0.000     0.000     0.000
1956    17     0.009     0.009     0.000     0.000     0.000     0.000
1956    18     0.038     0.037     0.001     0.000     0.000     0.000
1956    19     0.112     0.108     0.004     0.000     0.000     0.000
1956    20     0.239     0.224     0.014     0.001     0.000     0.000
1956    21     0.396     0.355     0.039     0.002     0.000     0.000
1956    22     0.577     0.490     0.081     0.005     0.000     0.000
1956    23     0.763     0.611     0.140     0.011     0.001     0.000
1956    24     0.945     0.710     0.214     0.019     0.002     0.000
1956    25     1.105     0.779     0.293     0.029     0.004     0.001
1956    26     1.247     0.825     0.373     0.041     0.007     0.001
1956    27     1.366     0.856     0.443     0.055     0.010     0.002
1956    28     1.461     0.875     0.499     0.070     0.013     0.003
1956    29     1.539     0.889     0.543     0.085     0.017     0.005
1956    30     1.601     0.898     0.575     0.101     0.020     0.007
1956    31     1.654     0.905     0.601     0.116     0.024     0.009
1956    32     1.698     0.910     0.620     0.129     0.028     0.011
1956    33     1.731     0.914     0.633     0.140     0.031     0.013
1956    34     1.758     0.917     0.642     0.149     0.035     0.015
1956    35         .         .         .         .         .         .
1956    36         .         .         .         .         .         .
1956    37         .         .         .         .         .         .
1956    38         .         .         .         .         .         .
1956    39         .         .         .         .         .         .
1956    40         .         .         .         .         .         .
1956    41         .         .         .         .         .         .
1956    42         .         .         .         .         .         .
1956    43         .         .         .         .         .         .
1956    44         .         .         .         .         .         .
1956    45         .         .         .         .         .         .
1956    46         .         .         .         .         .         .
1956    47         .         .         .         .         .         .
1956    48         .         .         .         .         .         .
1956    49         .         .         .         .         .         .
1956    50         .         .         .         .         .         .
1956    51         .         .         .         .         .         .
1956    52         .         .         .         .         .         .
1956    53         .         .         .         .         .         .
1956    54         .         .         .         .         .         .
1956    55         .         .         .         .         .         .
1957    12     0.000     0.000     0.000     0.000     0.000     0.000
1957    13     0.000     0.000     0.000     0.000     0.000     0.000
1957    14     0.000     0.000     0.000     0.000     0.000     0.000
1957    15     0.000     0.000     0.000     0.000     0.000     0.000
1957    16     0.001     0.001     0.000     0.000     0.000     0.000
1957    17     0.009     0.009     0.000     0.000     0.000     0.000
1957    18     0.038     0.037     0.001     0.000     0.000     0.000
1957    19     0.112     0.108     0.004     0.000     0.000     0.000
1957    20     0.241     0.225     0.015     0.001     0.000     0.000
1957    21     0.409     0.365     0.042     0.002     0.000     0.000
1957    22     0.597     0.505     0.086     0.006     0.000     0.000
1957    23     0.784     0.625     0.146     0.012     0.001     0.000
1957    24     0.962     0.719     0.220     0.021     0.003     0.000
1957    25     1.123     0.786     0.300     0.031     0.005     0.001
1957    26     1.264     0.831     0.380     0.045     0.007     0.002
1957    27     1.380     0.860     0.449     0.059     0.010     0.003
1957    28     1.474     0.878     0.504     0.075     0.014     0.004
1957    29     1.553     0.891     0.547     0.092     0.018     0.006
1957    30     1.619     0.901     0.581     0.108     0.022     0.007
1957    31     1.674     0.908     0.607     0.124     0.026     0.010
1957    32     1.717     0.912     0.626     0.137     0.030     0.012
1957    33     1.751     0.916     0.639     0.148     0.034     0.014
1957    34         .         .         .         .         .         .
1957    35         .         .         .         .         .         .
1957    36         .         .         .         .         .         .
1957    37         .         .         .         .         .         .
1957    38         .         .         .         .         .         .
1957    39         .         .         .         .         .         .
1957    40         .         .         .         .         .         .
1957    41         .         .         .         .         .         .
1957    42         .         .         .         .         .         .
1957    43         .         .         .         .         .         .
1957    44         .         .         .         .         .         .
1957    45         .         .         .         .         .         .
1957    46         .         .         .         .         .         .
1957    47         .         .         .         .         .         .
1957    48         .         .         .         .         .         .
1957    49         .         .         .         .         .         .
1957    50         .         .         .         .         .         .
1957    51         .         .         .         .         .         .
1957    52         .         .         .         .         .         .
1957    53         .         .         .         .         .         .
1957    54         .         .         .         .         .         .
1957    55         .         .         .         .         .         .
1958    12     0.000     0.000     0.000     0.000     0.000     0.000
1958    13     0.000     0.000     0.000     0.000     0.000     0.000
1958    14     0.000     0.000     0.000     0.000     0.000     0.000
1958    15     0.000     0.000     0.000     0.000     0.000     0.000
1958    16     0.001     0.001     0.000     0.000     0.000     0.000
1958    17     0.008     0.008     0.000     0.000     0.000     0.000
1958    18     0.036     0.035     0.001     0.000     0.000     0.000
1958    19     0.107     0.103     0.004     0.000     0.000     0.000
1958    20     0.240     0.224     0.015     0.001     0.000     0.000
1958    21     0.414     0.370     0.042     0.002     0.000     0.000
1958    22     0.606     0.513     0.087     0.006     0.000     0.000
1958    23     0.795     0.633     0.148     0.012     0.001     0.000
1958    24     0.970     0.723     0.223     0.021     0.003     0.000
1958    25     1.127     0.787     0.303     0.032     0.005     0.001
1958    26     1.266     0.830     0.381     0.045     0.007     0.001
1958    27     1.382     0.858     0.449     0.061     0.011     0.002
1958    28     1.480     0.877     0.506     0.078     0.014     0.004
1958    29     1.561     0.891     0.551     0.096     0.018     0.005
1958    30     1.628     0.900     0.585     0.112     0.023     0.007
1958    31     1.681     0.907     0.610     0.127     0.027     0.009
1958    32     1.723     0.912     0.628     0.140     0.031     0.012
1958    33         .         .         .         .         .         .
1958    34         .         .         .         .         .         .
1958    35         .         .         .         .         .         .
1958    36         .         .         .         .         .         .
1958    37         .         .         .         .         .         .
1958    38         .         .         .         .         .         .
1958    39         .         .         .         .         .         .
1958    40         .         .         .         .         .         .
1958    41         .         .         .         .         .         .
1958    42         .         .         .         .         .         .
1958    43         .         .         .         .         .         .
1958    44         .         .         .         .         .         .
1958    45         .         .         .         .         .         .
1958    46         .         .         .         .         .         .
1958    47         .         .         .         .         .         .
1958    48         .         .         .         .         .         .
1958    49         .         .         .         .         .         .
1958    50         .         .         .         .         .         .
1958    51         .         .         .         .         .         .
1958    52         .         .         .         .         .         .
1958    53         .         .         .         .         .         .
1958    54         .         .         .         .         .         .
1958    55         .         .         .         .         .         .
1959    12     0.000     0.000     0.000     0.000     0.000     0.000
1959    13     0.000     0.000     0.000     0.000     0.000     0.000
1959    14     0.000     0.000     0.000     0.000     0.000     0.000
1959    15     0.000     0.000     0.000     0.000     0.000     0.000
1959    16     0.001     0.001     0.000     0.000     0.000     0.000
1959    17     0.008     0.008     0.000     0.000     0.000     0.000
1959    18     0.037     0.036     0.001     0.000     0.000     0.000
1959    19     0.112     0.107     0.004     0.000     0.000     0.000
1959    20     0.250     0.232     0.017     0.001     0.000     0.000
1959    21     0.430     0.383     0.044     0.002     0.000     0.000
1959    22     0.622     0.525     0.090     0.006     0.000     0.000
1959    23     0.805     0.638     0.153     0.012     0.001     0.000
1959    24     0.978     0.725     0.228     0.021     0.003     0.000
1959    25     1.134     0.788     0.307     0.033     0.005     0.001
1959    26     1.270     0.830     0.384     0.048     0.008     0.002
1959    27     1.389     0.857     0.453     0.065     0.011     0.003
1959    28     1.488     0.876     0.510     0.083     0.015     0.004
1959    29     1.572     0.890     0.556     0.100     0.020     0.006
1959    30     1.636     0.899     0.588     0.116     0.024     0.008
1959    31     1.689     0.906     0.613     0.131     0.028     0.010
1959    32         .         .         .         .         .         .
1959    33         .         .         .         .         .         .
1959    34         .         .         .         .         .         .
1959    35         .         .         .         .         .         .
1959    36         .         .         .         .         .         .
1959    37         .         .         .         .         .         .
1959    38         .         .         .         .         .         .
1959    39         .         .         .         .         .         .
1959    40         .         .         .         .         .         .
1959    41         .         .         .         .         .         .
1959    42         .         .         .         .         .         .
1959    43         .         .         .         .         .         .
1959    44         .         .         .         .         .         .
1959    45         .         .         .         .         .         .
1959    46         .         .         .         .         .         .
1959    47         .         .         .         .         .         .
1959    48         .         .         .         .         .         .
1959    49         .         .         .         .         .         .
1959    50         .         .         .         .         .         .
1959    51         .         .         .         .         .         .
1959    52         .         .         .         .         .         .
1959    53         .         .         .         .         .         .
1959    54         .         .         .         .         .         .
1959    55         .         .         .         .         .         .
1960    12     0.000     0.000     0.000     0.000     0.000     0.000
1960    13     0.000     0.000     0.000     0.000     0.000     0.000
1960    14     0.000     0.000     0.000     0.000     0.000     0.000
1960    15     0.000     0.000     0.000     0.000     0.000     0.000
1960    16     0.001     0.001     0.000     0.000     0.000     0.000
1960    17     0.009     0.009     0.000     0.000     0.000     0.000
1960    18     0.038     0.038     0.001     0.000     0.000     0.000
1960    19     0.114     0.110     0.004     0.000     0.000     0.000
1960    20     0.259     0.241     0.017     0.001     0.000     0.000
1960    21     0.441     0.394     0.044     0.002     0.000     0.000
1960    22     0.624     0.529     0.089     0.006     0.001     0.000
1960    23     0.805     0.640     0.151     0.012     0.001     0.000
1960    24     0.972     0.724     0.224     0.021     0.003     0.000
1960    25     1.125     0.784     0.302     0.034     0.005     0.001
1960    26     1.263     0.826     0.379     0.049     0.008     0.002
1960    27     1.384     0.854     0.449     0.066     0.011     0.003
1960    28     1.486     0.873     0.508     0.085     0.015     0.005
1960    29     1.563     0.886     0.551     0.101     0.019     0.006
1960    30     1.628     0.896     0.584     0.117     0.023     0.009
1960    31         .         .         .         .         .         .
1960    32         .         .         .         .         .         .
1960    33         .         .         .         .         .         .
1960    34         .         .         .         .         .         .
1960    35         .         .         .         .         .         .
1960    36         .         .         .         .         .         .
1960    37         .         .         .         .         .         .
1960    38         .         .         .         .         .         .
1960    39         .         .         .         .         .         .
1960    40         .         .         .         .         .         .
1960    41         .         .         .         .         .         .
1960    42         .         .         .         .         .         .
1960    43         .         .         .         .         .         .
1960    44         .         .         .         .         .         .
1960    45         .         .         .         .         .         .
1960    46         .         .         .         .         .         .
1960    47         .         .         .         .         .         .
1960    48         .         .         .         .         .         .
1960    49         .         .         .         .         .         .
1960    50         .         .         .         .         .         .
1960    51         .         .         .         .         .         .
1960    52         .         .         .         .         .         .
1960    53         .         .         .         .         .         .
1960    54         .         .         .         .         .         .
1960    55         .         .         .         .         .         .
1961    12     0.000     0.000     0.000     0.000     0.000     0.000
1961    13     0.000     0.000     0.000     0.000     0.000     0.000
1961    14     0.000     0.000     0.000     0.000     0.000     0.000
1961    15     0.000     0.000     0.000     0.000     0.000     0.000
1961    16     0.001     0.001     0.000     0.000     0.000     0.000
1961    17     0.010     0.010     0.000     0.000     0.000     0.000
1961    18     0.040     0.039     0.001     0.000     0.000     0.000
1961    19     0.117     0.113     0.004     0.000     0.000     0.000
1961    20     0.263     0.245     0.017     0.001     0.000     0.000
1961    21     0.438     0.391     0.044     0.002     0.000     0.000
1961    22     0.619     0.525     0.087     0.006     0.000     0.000
1961    23     0.792     0.632     0.146     0.012     0.001     0.000
1961    24     0.958     0.715     0.219     0.021     0.003     0.000
1961    25     1.111     0.776     0.296     0.034     0.005     0.001
1961    26     1.250     0.819     0.373     0.048     0.007     0.001
1961    27     1.371     0.850     0.443     0.065     0.011     0.002
1961    28     1.468     0.870     0.499     0.080     0.014     0.004
1961    29     1.548     0.884     0.543     0.097     0.018     0.005
1961    30         .         .         .         .         .         .
1961    31         .         .         .         .         .         .
1961    32         .         .         .         .         .         .
1961    33         .         .         .         .         .         .
1961    34         .         .         .         .         .         .
1961    35         .         .         .         .         .         .
1961    36         .         .         .         .         .         .
1961    37         .         .         .         .         .         .
1961    38         .         .         .         .         .         .
1961    39         .         .         .         .         .         .
1961    40         .         .         .         .         .         .
1961    41         .         .         .         .         .         .
1961    42         .         .         .         .         .         .
1961    43         .         .         .         .         .         .
1961    44         .         .         .         .         .         .
1961    45         .         .         .         .         .         .
1961    46         .         .         .         .         .         .
1961    47         .         .         .         .         .         .
1961    48         .         .         .         .         .         .
1961    49         .         .         .         .         .         .
1961    50         .         .         .         .         .         .
1961    51         .         .         .         .         .         .
1961    52         .         .         .         .         .         .
1961    53         .         .         .         .         .         .
1961    54         .         .         .         .         .         .
1961    55         .         .         .         .         .         .
1962    12     0.000     0.000     0.000     0.000     0.000     0.000
1962    13     0.000     0.000     0.000     0.000     0.000     0.000
1962    14     0.000     0.000     0.000     0.000     0.000     0.000
1962    15     0.000     0.000     0.000     0.000     0.000     0.000
1962    16     0.002     0.002     0.000     0.000     0.000     0.000
1962    17     0.010     0.010     0.000     0.000     0.000     0.000
1962    18     0.038     0.037     0.001     0.000     0.000     0.000
1962    19     0.114     0.110     0.004     0.000     0.000     0.000
1962    20     0.252     0.236     0.016     0.001     0.000     0.000
1962    21     0.423     0.380     0.041     0.002     0.000     0.000
1962    22     0.596     0.508     0.082     0.006     0.000     0.000
1962    23     0.767     0.614     0.140     0.012     0.001     0.000
1962    24     0.928     0.696     0.209     0.021     0.002     0.000
1962    25     1.084     0.761     0.285     0.033     0.004     0.001
1962    26     1.226     0.808     0.362     0.048     0.007     0.001
1962    27     1.344     0.840     0.429     0.063     0.010     0.002
1962    28     1.443     0.862     0.486     0.078     0.013     0.004
1962    29         .         .         .         .         .         .
1962    30         .         .         .         .         .         .
1962    31         .         .         .         .         .         .
1962    32         .         .         .         .         .         .
1962    33         .         .         .         .         .         .
1962    34         .         .         .         .         .         .
1962    35         .         .         .         .         .         .
1962    36         .         .         .         .         .         .
1962    37         .         .         .         .         .         .
1962    38         .         .         .         .         .         .
1962    39         .         .         .         .         .         .
1962    40         .         .         .         .         .         .
1962    41         .         .         .         .         .         .
1962    42         .         .         .         .         .         .
1962    43         .         .         .         .         .         .
1962    44         .         .         .         .         .         .
1962    45         .         .         .         .         .         .
1962    46         .         .         .         .         .         .
1962    47         .         .         .         .         .         .
1962    48         .         .         .         .         .         .
1962    49         .         .         .         .         .         .
1962    50         .         .         .         .         .         .
1962    51         .         .         .         .         .         .
1962    52         .         .         .         .         .         .
1962    53         .         .         .         .         .         .
1962    54         .         .         .         .         .         .
1962    55         .         .         .         .         .         .
1963    12     0.000     0.000     0.000     0.000     0.000     0.000
1963    13     0.000     0.000     0.000     0.000     0.000     0.000
1963    14     0.000     0.000     0.000     0.000     0.000     0.000
1963    15     0.000     0.000     0.000     0.000     0.000     0.000
1963    16     0.002     0.002     0.000     0.000     0.000     0.000
1963    17     0.010     0.009     0.000     0.000     0.000     0.000
1963    18     0.037     0.036     0.001     0.000     0.000     0.000
1963    19     0.107     0.103     0.004     0.000     0.000     0.000
1963    20     0.241     0.226     0.015     0.001     0.000     0.000
1963    21     0.403     0.364     0.037     0.002     0.000     0.000
1963    22     0.571     0.488     0.077     0.005     0.000     0.000
1963    23     0.737     0.593     0.132     0.011     0.001     0.000
1963    24     0.904     0.679     0.202     0.020     0.002     0.000
1963    25     1.062     0.747     0.279     0.031     0.004     0.001
1963    26     1.200     0.797     0.351     0.044     0.007     0.001
1963    27     1.317     0.829     0.418     0.058     0.009     0.002
1963    28         .         .         .         .         .         .
1963    29         .         .         .         .         .         .
1963    30         .         .         .         .         .         .
1963    31         .         .         .         .         .         .
1963    32         .         .         .         .         .         .
1963    33         .         .         .         .         .         .
1963    34         .         .         .         .         .         .
1963    35         .         .         .         .         .         .
1963    36         .         .         .         .         .         .
1963    37         .         .         .         .         .         .
1963    38         .         .         .         .         .         .
1963    39         .         .         .         .         .         .
1963    40         .         .         .         .         .         .
1963    41         .         .         .         .         .         .
1963    42         .         .         .         .         .         .
1963    43         .         .         .         .         .         .
1963    44         .         .         .         .         .         .
1963    45         .         .         .         .         .         .
1963    46         .         .         .         .         .         .
1963    47         .         .         .         .         .         .
1963    48         .         .         .         .         .         .
1963    49         .         .         .         .         .         .
1963    50         .         .         .         .         .         .
1963    51         .         .         .         .         .         .
1963    52         .         .         .         .         .         .
1963    53         .         .         .         .         .         .
1963    54         .         .         .         .         .         .
1963    55         .         .         .         .         .         .
1964    12     0.000     0.000     0.000     0.000     0.000     0.000
1964    13     0.000     0.000     0.000     0.000     0.000     0.000
1964    14     0.000     0.000     0.000     0.000     0.000     0.000
1964    15     0.000     0.000     0.000     0.000     0.000     0.000
1964    16     0.002     0.002     0.000     0.000     0.000     0.000
1964    17     0.010     0.010     0.000     0.000     0.000     0.000
1964    18     0.036     0.035     0.001     0.000     0.000     0.000
1964    19     0.104     0.100     0.004     0.000     0.000     0.000
1964    20     0.230     0.216     0.014     0.001     0.000     0.000
1964    21     0.385     0.346     0.036     0.002     0.000     0.000
1964    22     0.546     0.466     0.074     0.005     0.000     0.000
1964    23     0.711     0.571     0.128     0.011     0.001     0.000
1964    24     0.873     0.656     0.194     0.020     0.003     0.000
1964    25     1.026     0.726     0.264     0.030     0.004     0.001
1964    26     1.164     0.778     0.335     0.042     0.007     0.002
1964    27         .         .         .         .         .         .
1964    28         .         .         .         .         .         .
1964    29         .         .         .         .         .         .
1964    30         .         .         .         .         .         .
1964    31         .         .         .         .         .         .
1964    32         .         .         .         .         .         .
1964    33         .         .         .         .         .         .
1964    34         .         .         .         .         .         .
1964    35         .         .         .         .         .         .
1964    36         .         .         .         .         .         .
1964    37         .         .         .         .         .         .
1964    38         .         .         .         .         .         .
1964    39         .         .         .         .         .         .
1964    40         .         .         .         .         .         .
1964    41         .         .         .         .         .         .
1964    42         .         .         .         .         .         .
1964    43         .         .         .         .         .         .
1964    44         .         .         .         .         .         .
1964    45         .         .         .         .         .         .
1964    46         .         .         .         .         .         .
1964    47         .         .         .         .         .         .
1964    48         .         .         .         .         .         .
1964    49         .         .         .         .         .         .
1964    50         .         .         .         .         .         .
1964    51         .         .         .         .         .         .
1964    52         .         .         .         .         .         .
1964    53         .         .         .         .         .         .
1964    54         .         .         .         .         .         .
1964    55         .         .         .         .         .         .
1965    12     0.000     0.000     0.000     0.000     0.000     0.000
1965    13     0.000     0.000     0.000     0.000     0.000     0.000
1965    14     0.000     0.000     0.000     0.000     0.000     0.000
1965    15     0.000     0.000     0.000     0.000     0.000     0.000
1965    16     0.002     0.002     0.000     0.000     0.000     0.000
1965    17     0.010     0.010     0.000     0.000     0.000     0.000
1965    18     0.035     0.034     0.001     0.000     0.000     0.000
1965    19     0.099     0.095     0.003     0.000     0.000     0.000
1965    20     0.220     0.206     0.013     0.001     0.000     0.000
1965    21     0.366     0.330     0.034     0.002     0.000     0.000
1965    22     0.524     0.448     0.071     0.005     0.000     0.000
1965    23     0.685     0.551     0.122     0.010     0.001     0.000
1965    24     0.841     0.637     0.183     0.018     0.002     0.000
1965    25     0.991     0.709     0.249     0.028     0.004     0.001
1965    26         .         .         .         .         .         .
1965    27         .         .         .         .         .         .
1965    28         .         .         .         .         .         .
1965    29         .         .         .         .         .         .
1965    30         .         .         .         .         .         .
1965    31         .         .         .         .         .         .
1965    32         .         .         .         .         .         .
1965    33         .         .         .         .         .         .
1965    34         .         .         .         .         .         .
1965    35         .         .         .         .         .         .
1965    36         .         .         .         .         .         .
1965    37         .         .         .         .         .         .
1965    38         .         .         .         .         .         .
1965    39         .         .         .         .         .         .
1965    40         .         .         .         .         .         .
1965    41         .         .         .         .         .         .
1965    42         .         .         .         .         .         .
1965    43         .         .         .         .         .         .
1965    44         .         .         .         .         .         .
1965    45         .         .         .         .         .         .
1965    46         .         .         .         .         .         .
1965    47         .         .         .         .         .         .
1965    48         .         .         .         .         .         .
1965    49         .         .         .         .         .         .
1965    50         .         .         .         .         .         .
1965    51         .         .         .         .         .         .
1965    52         .         .         .         .         .         .
1965    53         .         .         .         .         .         .
1965    54         .         .         .         .         .         .
1965    55         .         .         .         .         .         .
1966    12     0.000     0.000     0.000     0.000     0.000     0.000
1966    13     0.000     0.000     0.000     0.000     0.000     0.000
1966    14     0.000     0.000     0.000     0.000     0.000     0.000
1966    15     0.000     0.000     0.000     0.000     0.000     0.000
1966    16     0.002     0.002     0.000     0.000     0.000     0.000
1966    17     0.009     0.009     0.000     0.000     0.000     0.000
1966    18     0.032     0.031     0.001     0.000     0.000     0.000
1966    19     0.093     0.089     0.003     0.000     0.000     0.000
1966    20     0.207     0.194     0.012     0.001     0.000     0.000
1966    21     0.349     0.314     0.032     0.002     0.000     0.000
1966    22     0.501     0.428     0.067     0.005     0.000     0.000
1966    23     0.652     0.528     0.114     0.010     0.001     0.000
1966    24     0.801     0.612     0.170     0.017     0.002     0.000
1966    25         .         .         .         .         .         .
1966    26         .         .         .         .         .         .
1966    27         .         .         .         .         .         .
1966    28         .         .         .         .         .         .
1966    29         .         .         .         .         .         .
1966    30         .         .         .         .         .         .
1966    31         .         .         .         .         .         .
1966    32         .         .         .         .         .         .
1966    33         .         .         .         .         .         .
1966    34         .         .         .         .         .         .
1966    35         .         .         .         .         .         .
1966    36         .         .         .         .         .         .
1966    37         .         .         .         .         .         .
1966    38         .         .         .         .         .         .
1966    39         .         .         .         .         .         .
1966    40         .         .         .         .         .         .
1966    41         .         .         .         .         .         .
1966    42         .         .         .         .         .         .
1966    43         .         .         .         .         .         .
1966    44         .         .         .         .         .         .
1966    45         .         .         .         .         .         .
1966    46         .         .         .         .         .         .
1966    47         .         .         .         .         .         .
1966    48         .         .         .         .         .         .
1966    49         .         .         .         .         .         .
1966    50         .         .         .         .         .         .
1966    51         .         .         .         .         .         .
1966    52         .         .         .         .         .         .
1966    53         .         .         .         .         .         .
1966    54         .         .         .         .         .         .
1966    55         .         .         .         .         .         .
1967    12     0.000     0.000     0.000     0.000     0.000     0.000
1967    13     0.000     0.000     0.000     0.000     0.000     0.000
1967    14     0.000     0.000     0.000     0.000     0.000     0.000
1967    15     0.000     0.000     0.000     0.000     0.000     0.000
1967    16     0.002     0.002     0.000     0.000     0.000     0.000
1967    17     0.009     0.009     0.000     0.000     0.000     0.000
