Germany, Period fertility rates by calendar year, age, birth cohort and birth order (Lexis triangles)
Last modified: 04/02/2019
Year   Age   Cohort      ASFR       ASFR1       ASFR2       ASFR3       ASFR4      ASFR5p
2013   43     1969    0.00357     0.00103     0.00110     0.00074     0.00034     0.00037
2013   44     1969    0.00284     0.00083     0.00085     0.00059     0.00027     0.00030
2013   44     1968    0.00174     0.00055     0.00051     0.00033     0.00017     0.00019
2013   45     1968    0.00136     0.00043     0.00040     0.00026     0.00013     0.00015
2013   45     1967    0.00081     0.00025     0.00024     0.00017     0.00007     0.00009
2013   46     1967    0.00065     0.00020     0.00019     0.00013     0.00005     0.00008
2013   46     1966    0.00046     0.00014     0.00013     0.00007     0.00004     0.00007
2013   47     1966    0.00035     0.00012     0.00010     0.00005     0.00003     0.00006
2013   47     1965    0.00018     0.00007     0.00004     0.00003     0.00001     0.00002
2013   48     1965    0.00014     0.00006     0.00003     0.00002     0.00001     0.00002
2013   48     1964    0.00011     0.00004     0.00003     0.00002     0.00001     0.00001
2013   49     1964    0.00010     0.00004     0.00002     0.00002     0.00001     0.00001
2013   49     1963    0.00008     0.00003     0.00002     0.00001     0.00001     0.00001
2013   50     1963    0.00007     0.00002     0.00001     0.00001     0.00001     0.00001
2013   50     1962    0.00005     0.00002     0.00001     0.00001     0.00001     0.00001
2013   51     1962    0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
2013   51     1961    0.00003     0.00001     0.00001     0.00001     0.00000     0.00000
2013   52     1961    0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
2013   52     1960    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2013   53     1960    0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2013   53     1959    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013   54     1959    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2013   54     1958    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2013   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014   13     2001    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014   13     2000    0.00010     0.00009     0.00000     0.00000     0.00000     0.00000
2014   14     2000    0.00024     0.00024     0.00000     0.00000     0.00000     0.00000
2014   14     1999    0.00060     0.00060     0.00001     0.00000     0.00000     0.00000
2014   15     1999    0.00085     0.00085     0.00001     0.00000     0.00000     0.00000
2014   15     1998    0.00177     0.00173     0.00003     0.00000     0.00000     0.00000
2014   16     1998    0.00239     0.00233     0.00006     0.00000     0.00000     0.00000
2014   16     1997    0.00419     0.00402     0.00016     0.00001     0.00000     0.00000
2014   17     1997    0.00530     0.00503     0.00025     0.00001     0.00000     0.00000
2014   17     1996    0.00773     0.00706     0.00063     0.00005     0.00000     0.00000
2014   18     1996    0.00926     0.00828     0.00091     0.00008     0.00000     0.00000
2014   18     1995    0.01340     0.01169     0.00159     0.00012     0.00001     0.00000
2014   19     1995    0.01556     0.01335     0.00201     0.00016     0.00004     0.00000
2014   19     1994    0.01948     0.01610     0.00292     0.00041     0.00004     0.00000
2014   20     1994    0.02139     0.01726     0.00350     0.00057     0.00005     0.00001
2014   20     1993    0.02460     0.01852     0.00512     0.00081     0.00012     0.00002
2014   21     1993    0.02640     0.01931     0.00593     0.00096     0.00017     0.00003
2014   21     1992    0.03065     0.02163     0.00736     0.00136     0.00026     0.00005
2014   22     1992    0.03273     0.02267     0.00811     0.00157     0.00031     0.00006
2014   22     1991    0.03674     0.02452     0.00967     0.00204     0.00043     0.00007
2014   23     1991    0.03900     0.02567     0.01044     0.00230     0.00050     0.00009
2014   23     1990    0.04414     0.02855     0.01189     0.00290     0.00067     0.00014
2014   24     1990    0.04705     0.03023     0.01271     0.00318     0.00075     0.00018
2014   24     1989    0.05384     0.03440     0.01467     0.00366     0.00085     0.00026
2014   25     1989    0.05745     0.03649     0.01575     0.00397     0.00093     0.00031
2014   25     1988    0.06532     0.04065     0.01825     0.00484     0.00117     0.00042
2014   26     1988    0.06904     0.04251     0.01953     0.00522     0.00129     0.00049
2014   26     1987    0.07553     0.04543     0.02214     0.00573     0.00158     0.00064
2014   27     1987    0.07898     0.04693     0.02350     0.00611     0.00172     0.00071
2014   27     1986    0.08601     0.04980     0.02626     0.00720     0.00197     0.00077
2014   28     1986    0.08941     0.05106     0.02774     0.00768     0.00210     0.00082
2014   28     1985    0.09578     0.05309     0.03093     0.00843     0.00231     0.00101
2014   29     1985    0.09863     0.05394     0.03233     0.00882     0.00244     0.00111
2014   29     1984    0.10341     0.05524     0.03450     0.00957     0.00276     0.00134
2014   30     1984    0.10529     0.05545     0.03563     0.00995     0.00285     0.00141
2014   30     1983    0.10779     0.05507     0.03776     0.01074     0.00281     0.00141
2014   31     1983    0.10838     0.05415     0.03875     0.01115     0.00287     0.00145
2014   31     1982    0.10812     0.05085     0.04048     0.01202     0.00316     0.00160
2014   32     1982    0.10711     0.04901     0.04085     0.01233     0.00325     0.00167
2014   32     1981    0.10320     0.04494     0.04047     0.01266     0.00335     0.00179
2014   33     1981    0.10099     0.04279     0.04017     0.01280     0.00341     0.00183
2014   33     1980    0.09578     0.03826     0.03923     0.01291     0.00355     0.00183
2014   34     1980    0.09303     0.03619     0.03844     0.01293     0.00360     0.00187
2014   34     1979    0.08731     0.03234     0.03636     0.01291     0.00371     0.00199
2014   35     1979    0.08383     0.03042     0.03485     0.01281     0.00371     0.00204
2014   35     1978    0.07595     0.02677     0.03106     0.01243     0.00359     0.00209
2014   36     1978    0.07188     0.02483     0.02931     0.01210     0.00356     0.00209
2014   36     1977    0.06343     0.02085     0.02587     0.01113     0.00356     0.00202
2014   37     1977    0.05940     0.01913     0.02420     0.01064     0.00347     0.00196
2014   37     1976    0.05155     0.01603     0.02103     0.00962     0.00312     0.00175
2014   38     1976    0.04783     0.01470     0.01933     0.00908     0.00299     0.00173
2014   38     1975    0.04078     0.01233     0.01588     0.00796     0.00278     0.00183
2014   39     1975    0.03721     0.01122     0.01430     0.00730     0.00262     0.00177
2014   39     1974    0.03038     0.00926     0.01149     0.00589     0.00223     0.00152
2014   40     1974    0.02689     0.00815     0.01002     0.00525     0.00206     0.00141
2014   40     1973    0.02027     0.00597     0.00725     0.00408     0.00177     0.00121
2014   41     1973    0.01747     0.00511     0.00617     0.00356     0.00154     0.00109
2014   41     1972    0.01277     0.00372     0.00445     0.00268     0.00104     0.00088
2014   42     1972    0.01070     0.00313     0.00369     0.00222     0.00088     0.00077
2014   42     1971    0.00727     0.00219     0.00245     0.00142     0.00064     0.00057
2014   43     1971    0.00589     0.00175     0.00196     0.00114     0.00054     0.00050
2014   43     1970    0.00375     0.00101     0.00121     0.00075     0.00039     0.00039
2014   44     1970    0.00296     0.00082     0.00093     0.00059     0.00031     0.00031
2014   44     1969    0.00180     0.00057     0.00053     0.00034     0.00018     0.00018
2014   45     1969    0.00144     0.00047     0.00042     0.00027     0.00014     0.00014
2014   45     1968    0.00095     0.00033     0.00026     0.00018     0.00008     0.00009
2014   46     1968    0.00074     0.00026     0.00020     0.00014     0.00006     0.00007
2014   46     1967    0.00042     0.00014     0.00012     0.00008     0.00003     0.00004
2014   47     1967    0.00033     0.00011     0.00010     0.00006     0.00002     0.00004
2014   47     1966    0.00024     0.00009     0.00007     0.00004     0.00002     0.00003
2014   48     1966    0.00019     0.00008     0.00006     0.00003     0.00001     0.00002
2014   48     1965    0.00011     0.00005     0.00003     0.00002     0.00001     0.00001
2014   49     1965    0.00009     0.00004     0.00002     0.00001     0.00001     0.00001
2014   49     1964    0.00007     0.00003     0.00002     0.00001     0.00001     0.00000
2014   50     1964    0.00006     0.00003     0.00002     0.00001     0.00001     0.00000
2014   50     1963    0.00005     0.00002     0.00002     0.00001     0.00000     0.00001
2014   51     1963    0.00005     0.00002     0.00002     0.00001     0.00000     0.00001
2014   51     1962    0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
2014   52     1962    0.00003     0.00001     0.00001     0.00000     0.00000     0.00000
2014   52     1961    0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2014   53     1961    0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2014   53     1960    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014   54     1960    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2014   54     1959    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2014   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015   13     2002    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015   13     2001    0.00011     0.00010     0.00000     0.00000     0.00000     0.00000
2015   14     2001    0.00027     0.00026     0.00001     0.00000     0.00000     0.00000
2015   14     2000    0.00066     0.00065     0.00001     0.00000     0.00000     0.00000
2015   15     2000    0.00092     0.00090     0.00001     0.00000     0.00000     0.00000
2015   15     1999    0.00185     0.00180     0.00004     0.00000     0.00000     0.00000
2015   16     1999    0.00246     0.00238     0.00007     0.00000     0.00000     0.00000
2015   16     1998    0.00413     0.00392     0.00020     0.00001     0.00000     0.00000
2015   17     1998    0.00516     0.00482     0.00032     0.00002     0.00000     0.00000
2015   17     1997    0.00755     0.00681     0.00069     0.00005     0.00001     0.00000
2015   18     1997    0.00908     0.00802     0.00096     0.00009     0.00001     0.00000
2015   18     1996    0.01334     0.01137     0.00178     0.00019     0.00001     0.00000
2015   19     1996    0.01559     0.01302     0.00229     0.00026     0.00001     0.00000
2015   19     1995    0.01978     0.01587     0.00341     0.00045     0.00004     0.00000
2015   20     1995    0.02184     0.01711     0.00406     0.00057     0.00007     0.00002
2015   20     1994    0.02526     0.01874     0.00552     0.00086     0.00014     0.00001
2015   21     1994    0.02702     0.01953     0.00627     0.00103     0.00018     0.00001
2015   21     1993    0.03057     0.02104     0.00776     0.00148     0.00025     0.00003
2015   22     1993    0.03250     0.02191     0.00850     0.00174     0.00030     0.00005
2015   22     1992    0.03689     0.02412     0.00995     0.00230     0.00041     0.00011
2015   23     1992    0.03924     0.02533     0.01069     0.00259     0.00049     0.00014
2015   23     1991    0.04437     0.02799     0.01220     0.00320     0.00078     0.00020
2015   24     1991    0.04725     0.02968     0.01297     0.00346     0.00090     0.00023
2015   24     1990    0.05386     0.03429     0.01450     0.00377     0.00100     0.00030
2015   25     1990    0.05743     0.03645     0.01554     0.00402     0.00108     0.00034
2015   25     1989    0.06540     0.04032     0.01849     0.00481     0.00133     0.00044
2015   26     1989    0.06924     0.04220     0.01988     0.00522     0.00144     0.00050
2015   26     1988    0.07622     0.04551     0.02232     0.00613     0.00163     0.00063
2015   27     1988    0.07992     0.04718     0.02373     0.00656     0.00174     0.00070
2015   27     1987    0.08753     0.05042     0.02697     0.00731     0.00199     0.00084
2015   28     1987    0.09106     0.05183     0.02848     0.00771     0.00212     0.00091
2015   28     1986    0.09727     0.05418     0.03114     0.00849     0.00240     0.00106
2015   29     1986    0.10012     0.05502     0.03249     0.00893     0.00253     0.00115
2015   29     1985    0.10496     0.05580     0.03505     0.00995     0.00274     0.00141
2015   30     1985    0.10693     0.05592     0.03624     0.01038     0.00288     0.00150
2015   30     1984    0.10982     0.05560     0.03829     0.01103     0.00329     0.00161
2015   31     1984    0.11039     0.05479     0.03923     0.01134     0.00339     0.00164
2015   31     1983    0.10950     0.05199     0.04081     0.01177     0.00331     0.00162
2015   32     1983    0.10873     0.05019     0.04142     0.01211     0.00337     0.00165
2015   32     1982    0.10639     0.04571     0.04214     0.01308     0.00370     0.00176
2015   33     1982    0.10436     0.04352     0.04196     0.01330     0.00377     0.00181
2015   33     1981    0.09863     0.03918     0.04054     0.01322     0.00376     0.00192
2015   34     1981    0.09570     0.03710     0.03963     0.01323     0.00375     0.00199
2015   34     1980    0.08953     0.03310     0.03735     0.01325     0.00366     0.00217
2015   35     1980    0.08607     0.03108     0.03591     0.01322     0.00367     0.00219
2015   35     1979    0.07875     0.02717     0.03256     0.01317     0.00375     0.00210
2015   36     1979    0.07441     0.02510     0.03068     0.01280     0.00374     0.00208
2015   36     1978    0.06481     0.02088     0.02674     0.01145     0.00364     0.00211
2015   37     1978    0.06046     0.01919     0.02472     0.01094     0.00354     0.00206
2015   37     1977    0.05221     0.01634     0.02063     0.01012     0.00327     0.00185
2015   38     1977    0.04843     0.01499     0.01900     0.00953     0.00310     0.00181
2015   38     1976    0.04136     0.01248     0.01630     0.00811     0.00264     0.00183
2015   39     1976    0.03799     0.01140     0.01483     0.00747     0.00252     0.00177
2015   39     1975    0.03169     0.00952     0.01194     0.00627     0.00245     0.00152
2015   40     1975    0.02833     0.00849     0.01052     0.00560     0.00227     0.00144
2015   40     1974    0.02194     0.00657     0.00795     0.00429     0.00179     0.00134
2015   41     1974    0.01872     0.00555     0.00670     0.00368     0.00157     0.00122
2015   41     1973    0.01296     0.00369     0.00453     0.00262     0.00119     0.00093
2015   42     1973    0.01073     0.00306     0.00370     0.00216     0.00101     0.00080
2015   42     1972    0.00726     0.00213     0.00241     0.00142     0.00071     0.00058
2015   43     1972    0.00596     0.00177     0.00195     0.00118     0.00056     0.00050
2015   43     1971    0.00398     0.00120     0.00128     0.00084     0.00032     0.00036
2015   44     1971    0.00322     0.00098     0.00100     0.00067     0.00026     0.00031
2015   44     1970    0.00208     0.00066     0.00059     0.00039     0.00019     0.00025
2015   45     1970    0.00163     0.00052     0.00046     0.00030     0.00015     0.00020
2015   45     1969    0.00098     0.00031     0.00030     0.00017     0.00009     0.00011
2015   46     1969    0.00077     0.00026     0.00024     0.00012     0.00007     0.00008
2015   46     1968    0.00049     0.00018     0.00016     0.00006     0.00004     0.00005
2015   47     1968    0.00039     0.00015     0.00012     0.00004     0.00004     0.00004
2015   47     1967    0.00022     0.00011     0.00005     0.00003     0.00002     0.00002
2015   48     1967    0.00019     0.00009     0.00004     0.00002     0.00002     0.00002
2015   48     1966    0.00015     0.00006     0.00003     0.00002     0.00002     0.00001
2015   49     1966    0.00013     0.00005     0.00003     0.00002     0.00001     0.00001
2015   49     1965    0.00008     0.00004     0.00002     0.00001     0.00000     0.00001
2015   50     1965    0.00007     0.00004     0.00002     0.00001     0.00000     0.00001
2015   50     1964    0.00006     0.00003     0.00001     0.00001     0.00000     0.00001
2015   51     1964    0.00005     0.00003     0.00001     0.00000     0.00000     0.00001
2015   51     1963    0.00004     0.00002     0.00001     0.00000     0.00000     0.00001
2015   52     1963    0.00003     0.00002     0.00001     0.00000     0.00000     0.00001
2015   52     1962    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2015   53     1962    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2015   53     1961    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015   54     1961    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2015   54     1960    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2015   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016   13     2003    0.00001     0.00001     0.00000     0.00000     0.00000     0.00000
2016   13     2002    0.00012     0.00012     0.00000     0.00000     0.00000     0.00000
2016   14     2002    0.00030     0.00029     0.00000     0.00000     0.00000     0.00000
2016   14     2001    0.00071     0.00070     0.00001     0.00000     0.00000     0.00000
2016   15     2001    0.00099     0.00098     0.00001     0.00000     0.00000     0.00000
2016   15     2000    0.00207     0.00201     0.00006     0.00000     0.00000     0.00000
2016   16     2000    0.00279     0.00267     0.00012     0.00000     0.00000     0.00000
2016   16     1999    0.00471     0.00438     0.00031     0.00002     0.00000     0.00000
2016   17     1999    0.00591     0.00541     0.00047     0.00003     0.00000     0.00000
2016   17     1998    0.00883     0.00781     0.00092     0.00010     0.00000     0.00000
2016   18     1998    0.01067     0.00925     0.00125     0.00016     0.00001     0.00000
2016   18     1997    0.01567     0.01300     0.00234     0.00030     0.00003     0.00000
2016   19     1997    0.01818     0.01475     0.00297     0.00040     0.00005     0.00000
2016   19     1996    0.02212     0.01732     0.00404     0.00066     0.00010     0.00000
2016   20     1996    0.02427     0.01858     0.00473     0.00083     0.00013     0.00000
2016   20     1995    0.02892     0.02077     0.00668     0.00125     0.00020     0.00002
2016   21     1995    0.03105     0.02168     0.00760     0.00149     0.00024     0.00005
2016   21     1994    0.03470     0.02328     0.00902     0.00197     0.00036     0.00006
2016   22     1994    0.03647     0.02397     0.00975     0.00224     0.00044     0.00007
2016   22     1993    0.03955     0.02488     0.01110     0.00279     0.00064     0.00013
2016   23     1993    0.04166     0.02585     0.01180     0.00310     0.00075     0.00017
2016   23     1992    0.04758     0.02929     0.01328     0.00381     0.00096     0.00025
2016   24     1992    0.05052     0.03087     0.01413     0.00416     0.00106     0.00030
2016   24     1991    0.05638     0.03369     0.01625     0.00485     0.00120     0.00038
2016   25     1991    0.05980     0.03562     0.01728     0.00516     0.00130     0.00044
2016   25     1990    0.06795     0.04098     0.01917     0.00558     0.00163     0.00059
2016   26     1990    0.07199     0.04331     0.02033     0.00590     0.00177     0.00067
2016   26     1989    0.07992     0.04709     0.02318     0.00686     0.00197     0.00082
2016   27     1989    0.08389     0.04893     0.02467     0.00729     0.00209     0.00091
2016   27     1988    0.09149     0.05212     0.02785     0.00806     0.00238     0.00107
2016   28     1988    0.09518     0.05355     0.02946     0.00848     0.00252     0.00115
2016   28     1987    0.10204     0.05587     0.03269     0.00937     0.00278     0.00132
2016   29     1987    0.10506     0.05675     0.03419     0.00980     0.00291     0.00141
2016   29     1986    0.10981     0.05781     0.03674     0.01058     0.00313     0.00155
2016   30     1986    0.11198     0.05799     0.03805     0.01101     0.00327     0.00166
2016   30     1985    0.11580     0.05757     0.04062     0.01198     0.00368     0.00196
2016   31     1985    0.11653     0.05669     0.04167     0.01233     0.00379     0.00206
2016   31     1984    0.11546     0.05375     0.04314     0.01270     0.00377     0.00210
2016   32     1984    0.11441     0.05181     0.04371     0.01293     0.00382     0.00214
2016   32     1983    0.11088     0.04691     0.04435     0.01335     0.00400     0.00226
2016   33     1983    0.10881     0.04471     0.04416     0.01358     0.00406     0.00230
2016   33     1982    0.10390     0.04061     0.04278     0.01407     0.00412     0.00232
2016   34     1982    0.10112     0.03859     0.04182     0.01420     0.00419     0.00233
2016   34     1981    0.09492     0.03465     0.03936     0.01421     0.00440     0.00231
2016   35     1981    0.09139     0.03265     0.03782     0.01418     0.00440     0.00233
2016   35     1980    0.08368     0.02878     0.03419     0.01407     0.00418     0.00246
2016   36     1980    0.07934     0.02662     0.03237     0.01378     0.00411     0.00246
2016   36     1979    0.06997     0.02211     0.02871     0.01279     0.00404     0.00231
2016   37     1979    0.06531     0.02024     0.02673     0.01214     0.00392     0.00228
2016   37     1978    0.05592     0.01695     0.02265     0.01054     0.00354     0.00224
2016   38     1978    0.05182     0.01556     0.02076     0.00988     0.00342     0.00220
2016   38     1977    0.04435     0.01312     0.01716     0.00870     0.00329     0.00209
2016   39     1977    0.04069     0.01198     0.01556     0.00806     0.00308     0.00201
2016   39     1976    0.03381     0.00993     0.01276     0.00682     0.00249     0.00181
2016   40     1976    0.03016     0.00885     0.01122     0.00610     0.00227     0.00172
2016   40     1975    0.02317     0.00682     0.00824     0.00465     0.00190     0.00156
2016   41     1975    0.02002     0.00583     0.00705     0.00403     0.00171     0.00140
2016   41     1974    0.01453     0.00407     0.00511     0.00296     0.00136     0.00103
2016   42     1974    0.01226     0.00343     0.00429     0.00248     0.00116     0.00091
2016   42     1973    0.00856     0.00245     0.00295     0.00168     0.00077     0.00071
2016   43     1973    0.00700     0.00200     0.00239     0.00135     0.00064     0.00062
2016   43     1972    0.00454     0.00124     0.00154     0.00085     0.00043     0.00048
2016   44     1972    0.00359     0.00101     0.00118     0.00067     0.00035     0.00038
2016   44     1971    0.00215     0.00070     0.00063     0.00040     0.00022     0.00019
2016   45     1971    0.00174     0.00057     0.00050     0.00032     0.00018     0.00016
2016   45     1970    0.00123     0.00036     0.00037     0.00023     0.00012     0.00014
2016   46     1970    0.00097     0.00031     0.00028     0.00017     0.00009     0.00012
2016   46     1969    0.00056     0.00024     0.00014     0.00007     0.00004     0.00007
2016   47     1969    0.00044     0.00020     0.00012     0.00005     0.00003     0.00005
2016   47     1968    0.00030     0.00012     0.00010     0.00004     0.00002     0.00002
2016   48     1968    0.00025     0.00010     0.00008     0.00004     0.00001     0.00001
2016   48     1967    0.00017     0.00008     0.00005     0.00002     0.00001     0.00001
2016   49     1967    0.00015     0.00007     0.00004     0.00002     0.00001     0.00001
2016   49     1966    0.00014     0.00006     0.00003     0.00002     0.00001     0.00002
2016   50     1966    0.00012     0.00005     0.00003     0.00002     0.00001     0.00002
2016   50     1965    0.00008     0.00003     0.00002     0.00001     0.00001     0.00001
2016   51     1965    0.00007     0.00003     0.00002     0.00001     0.00000     0.00001
2016   51     1964    0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2016   52     1964    0.00004     0.00002     0.00001     0.00001     0.00000     0.00000
2016   52     1963    0.00002     0.00001     0.00001     0.00000     0.00000     0.00000
2016   53     1963    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2016   53     1962    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016   54     1962    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
2016   54     1961    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2016   55+       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017   12-       .    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017   13     2004    0.00000     0.00000     0.00000     0.00000     0.00000     0.00000
2017   13     2003    0.00009     0.00009     0.00000     0.00000     0.00000     0.00000
2017   14     2003    0.00022     0.00022     0.00000     0.00000     0.00000     0.00000
2017   14     2002    0.00056     0.00056     0.00000     0.00000     0.00000     0.00000
2017   15     2002    0.00081     0.00080     0.00001     0.00000     0.00000     0.00000
2017   15     2001    0.00177     0.00169     0.00008     0.00000     0.00000     0.00000
2017   16     2001    0.00242     0.00227     0.00013     0.00001     0.00000     0.00000
2017   16     2000    0.00394     0.00367     0.00025     0.00002     0.00000     0.00000
2017   17     2000    0.00493     0.00455     0.00035     0.00002     0.00000     0.00000
2017   17     1999    0.00762     0.00664     0.00090     0.00008     0.00001     0.00000
2017   18     1999    0.00930     0.00787     0.00129     0.00013     0.00001     0.00000
2017   18     1998    0.01371     0.01122     0.00219     0.00028     0.00002     0.00000
2017   19     1998    0.01595     0.01279     0.00274     0.00038     0.00003     0.00000
2017   19     1997    0.01947     0.01491     0.00391     0.00056     0.00008     0.00000
2017   20     1997    0.02146     0.01602     0.00462     0.00070     0.00011     0.00002
2017   20     1996    0.02600     0.01821     0.00643     0.00117     0.00016     0.00003
2017   21     1996    0.02815     0.01916     0.00731     0.00144     0.00020     0.00004
2017   21     1995    0.03206     0.02075     0.00887     0.00204     0.00033     0.00006
2017   22     1995    0.03404     0.02164     0.00956     0.00236     0.00042     0.00007
2017   22     1994    0.03792     0.02371     0.01050     0.00289     0.00069     0.00012
2017   23     1994    0.04006     0.02478     0.01112     0.00318     0.00082     0.00015
2017   23     1993    0.04471     0.02691     0.01277     0.00385     0.00090     0.00027
2017   24     1993    0.04755     0.02845     0.01366     0.00413     0.00099     0.00033
2017   24     1992    0.05485     0.03299     0.01569     0.00446     0.00132     0.00038
2017   25     1992    0.05853     0.03512     0.01675     0.00477     0.00147     0.00042
2017   25     1991    0.06594     0.03888     0.01893     0.00585     0.00169     0.00059
2017   26     1991    0.06984     0.04100     0.02011     0.00627     0.00180     0.00065
2017   26     1990    0.07794     0.04581     0.02265     0.00672     0.00203     0.00073
2017   27     1990    0.08181     0.04782     0.02407     0.00702     0.00212     0.00079
2017   27     1989    0.08867     0.05056     0.02729     0.00764     0.00222     0.00097
2017   28     1989    0.09244     0.05209     0.02888     0.00807     0.00234     0.00107
2017   28     1988    0.10064     0.05535     0.03187     0.00931     0.00281     0.00130
2017   29     1988    0.10411     0.05641     0.03350     0.00983     0.00297     0.00141
2017   29     1987    0.10943     0.05718     0.03699     0.01058     0.00308     0.00160
2017   30     1987    0.11172     0.05737     0.03847     0.01100     0.00320     0.00169
2017   30     1986    0.11526     0.05734     0.04067     0.01190     0.00352     0.00184
2017   31     1986    0.11605     0.05645     0.04167     0.01233     0.00366     0.00194
2017   31     1985    0.11543     0.05299     0.04314     0.01315     0.00396     0.00220
2017   32     1985    0.11453     0.05106     0.04365     0.01352     0.00403     0.00226
2017   32     1984    0.11138     0.04677     0.04420     0.01415     0.00401     0.00225
2017   33     1984    0.10911     0.04453     0.04398     0.01432     0.00402     0.00226
2017   33     1983    0.10308     0.03990     0.04254     0.01429     0.00407     0.00228
2017   34     1983    0.10010     0.03770     0.04163     0.01434     0.00413     0.00230
2017   34     1982    0.09395     0.03344     0.03929     0.01449     0.00437     0.00236
2017   35     1982    0.09062     0.03149     0.03792     0.01442     0.00440     0.00239
2017   35     1981    0.08373     0.02799     0.03493     0.01404     0.00429     0.00248
2017   36     1981    0.07948     0.02602     0.03307     0.01365     0.00423     0.00251
2017   36     1980    0.06988     0.02193     0.02885     0.01246     0.00410     0.00254
2017   37     1980    0.06532     0.02008     0.02682     0.01193     0.00398     0.00250
2017   37     1979    0.05641     0.01661     0.02288     0.01091     0.00367     0.00234
2017   38     1979    0.05229     0.01522     0.02097     0.01030     0.00351     0.00228
2017   38     1978    0.04456     0.01291     0.01732     0.00900     0.00316     0.00217
2017   39     1978    0.04087     0.01181     0.01572     0.00825     0.00300     0.00209
2017   39     1977    0.03403     0.00983     0.01289     0.00671     0.00272     0.00188
2017   40     1977    0.03034     0.00872     0.01140     0.00599     0.00248     0.00175
2017   40     1976    0.02317     0.00655     0.00857     0.00464     0.00192     0.00149
2017   41     1976    0.02008     0.00565     0.00731     0.00406     0.00170     0.00136
2017   41     1975    0.01478     0.00416     0.00516     0.00307     0.00131     0.00108
2017   42     1975    0.01252     0.00350     0.00429     0.00260     0.00116     0.00096
2017   42     1974    0.00880     0.00241     0.00291     0.00179     0.00093     0.00075
2017   43     1974    0.00719     0.00198     0.00233     0.00145     0.00077     0.00066
2017   43     1973    0.00458     0.00130     0.00142     0.00088     0.00049     0.00049
2017   44     1973    0.00374     0.00108     0.00115     0.00072     0.00038     0.00040
2017   44     1972    0.00259     0.00080     0.00078     0.00053     0.00022     0.00025
2017   45     1972    0.00205     0.00066     0.00062     0.00040     0.00017     0.00020
2017   45     1971    0.00120     0.00043     0.00035     0.00018     0.00011     0.00013
2017   46     1971    0.00094     0.00034     0.00027     0.00015     0.00008     0.00009
2017   46     1970    0.00059     0.00022     0.00016     0.00013     0.00004     0.00004
2017   47     1970    0.00047     0.00017     0.00013     0.00010     0.00003     0.00003
2017   47     1969    0.00028     0.00011     0.00009     0.00005     0.00002     0.00001
2017   48     1969    0.00023     0.00009     0.00007     0.00004     0.00002     0.00001
2017   48     1968    0.00016     0.00007     0.00004     0.00002     0.00001     0.00001
2017   49     1968    0.00014     0.00006     0.00004     0.00002     0.00001     0.00001
2017   49     1967    0.00012     0.00006     0.00004     0.00001     0.00000     0.00001
2017   50     1967    0.00011     0.00006     0.00003     0.00001     0.00000     0.00001
2017   50     1966    0.00009     0.00004     0.00002     0.00001     0.00000     0.00001
2017   51     1966    0.00007     0.00003     0.00001     0.00001     0.00000     0.00001
2017   51     1965    0.00005     0.00002     0.00001     0.00001     0.00000     0.00001
2017   52     1965    0.00004     0.00002     0.00001     0.00001     0.00000     0.00001
2017   52     1964    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2017   53     1964    0.00002     0.00001     0.00000     0.00000     0.00000     0.00000
2017   53     1963    0.00001     0.00000     0.00000     0.00000     0.00000     0.00000
