East Germany, Live births by calendar year and age (Lexis squares, age in completed years (ACY))
Last modified: 04/02/2019
Year    Age        Total
1991     27      6016.75
1991     28      4791.79
1991     29      3861.03
1991     30      3140.70
1991     31      2499.35
1991     32      1979.54
1991     33      1526.63
1991     34      1224.01
1991     35      1051.61
1991     36       864.21
1991     37       672.75
1991     38       529.29
1991     39       396.68
1991     40       272.32
1991     41       173.38
1991     42        84.11
1991     43        42.67
1991     44        25.44
1991     45        11.32
1991     46         6.04
1991     47         2.70
1991     48         2.69
1991     49         1.79
1991     50         0.66
1991     51         0.41
1991     52         0.25
1991     53         0.13
1991     54         0.06
1991     55+        0.01
1992     12-        0.09
1992     13        11.37
1992     14        58.09
1992     15       143.15
1992     16       408.03
1992     17       923.18
1992     18      1890.97
1992     19      3135.18
1992     20      5273.96
1992     21      6319.66
1992     22      6751.61
1992     23      7165.48
1992     24      7084.46
1992     25      6810.63
1992     26      6330.21
1992     27      5466.27
1992     28      4584.22
1992     29      3740.08
1992     30      3076.61
1992     31      2551.25
1992     32      2032.14
1992     33      1571.59
1992     34      1271.94
1992     35      1012.46
1992     36       783.76
1992     37       633.15
1992     38       510.57
1992     39       389.74
1992     40       264.29
1992     41       156.45
1992     42        95.29
1992     43        50.35
1992     44        22.24
1992     45        11.40
1992     46         3.72
1992     47         1.86
1992     48         2.73
1992     49         1.61
1992     50         0.49
1992     51         0.35
1992     52         0.21
1992     53         0.11
1992     54         0.05
1992     55+        0.01
1993     12-        0.06
1993     13         7.98
1993     14        54.54
1993     15       136.65
1993     16       337.52
1993     17       719.45
1993     18      1303.05
1993     19      2156.03
1993     20      3226.69
1993     21      4933.76
1993     22      5750.07
1993     23      6090.68
1993     24      6424.55
1993     25      6446.77
1993     26      6101.75
1993     27      5582.91
1993     28      4747.44
1993     29      3979.06
1993     30      3275.81
1993     31      2670.76
1993     32      2081.39
1993     33      1710.35
1993     34      1380.29
1993     35      1026.15
1993     36       782.45
1993     37       608.41
1993     38       472.69
1993     39       348.37
1993     40       260.25
1993     41       182.82
1993     42       104.15
1993     43        58.77
1993     44        28.87
1993     45        10.95
1993     46         5.10
1993     47         1.67
1993     48         1.07
1993     49         0.46
1993     50         0.10
1993     51         0.07
1993     52         0.05
1993     53         0.03
1993     54         0.01
1993     55+        0.00
1994     12-        0.06
1994     13         8.43
1994     14        53.28
1994     15       145.85
1994     16       394.71
1994     17       694.96
1994     18      1143.00
1994     19      1818.61
1994     20      2612.05
1994     21      3535.71
1994     22      5024.08
1994     23      5664.98
1994     24      6050.55
1994     25      6272.56
1994     26      6033.21
1994     27      5722.75
1994     28      5114.56
1994     29      4285.97
1994     30      3617.28
1994     31      2879.07
1994     32      2298.79
1994     33      1850.19
1994     34      1490.52
1994     35      1130.77
1994     36       889.40
1994     37       710.38
1994     38       506.36
1994     39       406.76
1994     40       302.79
1994     41       199.83
1994     42       119.95
1994     43        69.92
1994     44        36.21
1994     45        14.39
1994     46         8.91
1994     47         4.70
1994     48         0.46
1994     49         0.00
1994     50         0.00
1994     51         0.00
1994     52         0.00
1994     53         0.00
1994     54         0.00
1994     55+        0.00
1995     12-        0.06
1995     13         7.58
1995     14        52.78
1995     15       151.03
1995     16       390.03
1995     17       749.72
1995     18      1203.17
1995     19      1794.75
1995     20      2511.32
1995     21      3297.70
1995     22      4054.20
1995     23      5609.17
1995     24      6304.36
1995     25      6518.03
1995     26      6561.69
1995     27      6235.76
1995     28      5819.52
1995     29      5097.78
1995     30      4185.94
1995     31      3525.88
1995     32      2833.17
1995     33      2146.36
1995     34      1689.01
1995     35      1425.22
1995     36      1085.96
1995     37       753.70
1995     38       572.57
1995     39       397.75
1995     40       263.86
1995     41       198.97
1995     42       138.87
1995     43        79.48
1995     44        42.84
1995     45        22.06
1995     46         6.18
1995     47         1.80
1995     48         2.39
1995     49         0.83
1995     50         0.19
1995     51         0.15
1995     52         0.08
1995     53         0.05
1995     54         0.03
1995     55+        0.00
1996     12-        0.07
1996     13         9.38
1996     14        67.06
1996     15       194.96
1996     16       446.38
1996     17       807.18
1996     18      1382.63
1996     19      1925.86
1996     20      2516.73
1996     21      3306.07
1996     22      4182.23
1996     23      4965.18
1996     24      6609.80
1996     25      7265.49
1996     26      7284.48
1996     27      7062.86
1996     28      6751.87
1996     29      6087.97
1996     30      5178.95
1996     31      4305.32
1996     32      3449.00
1996     33      2652.49
1996     34      2172.42
1996     35      1714.82
1996     36      1286.61
1996     37       932.96
1996     38       669.27
1996     39       529.09
1996     40       366.82
1996     41       231.95
1996     42       132.46
1996     43        80.95
1996     44        53.15
1996     45        15.77
1996     46         8.32
1996     47         3.15
1996     48         0.53
1996     49         0.54
1996     50         0.08
1996     51         0.06
1996     52         0.05
1996     53         0.03
1996     54         0.02
1996     55+        0.00
1997     12-        0.05
1997     13         6.55
1997     14        51.07
1997     15       160.41
1997     16       460.34
1997     17       879.28
1997     18      1455.88
1997     19      2222.35
1997     20      2813.31
1997     21      3405.07
1997     22      4029.25
1997     23      4872.56
1997     24      5723.60
1997     25      7443.33
1997     26      7824.59
1997     27      7721.40
1997     28      7399.74
1997     29      6589.81
1997     30      5863.79
1997     31      5060.97
1997     32      4054.89
1997     33      3300.81
1997     34      2602.43
1997     35      2060.30
1997     36      1556.84
1997     37      1166.16
1997     38       849.31
1997     39       566.09
1997     40       382.04
1997     41       247.20
1997     42       165.54
1997     43        84.76
1997     44        41.99
1997     45        22.30
1997     46         7.90
1997     47         1.08
1997     48         0.00
1997     49         0.00
1997     50         0.00
1997     51         0.00
1997     52         0.00
1997     53         0.00
1997     54         0.00
1997     55+        0.00
1998     12-        0.05
1998     13         6.34
1998     14        53.48
1998     15       170.33
1998     16       447.91
1998     17       954.02
1998     18      1606.24
1998     19      2386.18
1998     20      3247.60
1998     21      3719.54
1998     22      4060.98
1998     23      4690.29
1998     24      5504.67
1998     25      6149.65
1998     26      7700.98
1998     27      7844.47
1998     28      7430.49
1998     29      7000.09
1998     30      6269.43
1998     31      5339.50
1998     32      4491.27
1998     33      3671.97
1998     34      2973.06
1998     35      2270.64
1998     36      1768.67
1998     37      1328.66
1998     38       917.26
1998     39       633.60
1998     40       431.12
1998     41       280.81
1998     42       169.15
1998     43        90.07
1998     44        45.60
1998     45        27.75
1998     46        12.05
1998     47         4.15
1998     48         2.68
1998     49         0.90
1998     50         0.16
1998     51         0.09
1998     52         0.04
1998     53         0.04
1998     54         0.02
1998     55+        0.00
1999     12-        0.05
1999     13         6.41
1999     14        53.88
1999     15       179.97
1999     16       483.72
1999     17       962.47
1999     18      1739.14
1999     19      2607.14
1999     20      3391.87
1999     21      4148.76
1999     22      4394.90
1999     23      4642.81
1999     24      5269.80
1999     25      6161.17
1999     26      6619.71
1999     27      7741.50
1999     28      7780.15
1999     29      7206.69
1999     30      6479.14
1999     31      5676.46
1999     32      4833.74
1999     33      4043.51
1999     34      3301.35
1999     35      2642.94
1999     36      2004.97
1999     37      1515.24
1999     38      1091.06
1999     39       769.55
1999     40       525.68
1999     41       329.55
1999     42       202.49
1999     43       107.08
1999     44        48.28
1999     45        20.59
1999     46        10.14
1999     47         6.81
1999     48         2.67
1999     49         0.43
1999     50         0.08
1999     51         0.05
1999     52         0.03
1999     53         0.01
1999     54         0.00
1999     55+        0.00
2000     12-        0.05
2000     13         6.82
2000     14        67.43
2000     15       208.26
2000     16       484.37
2000     17      1023.10
2000     18      1818.07
2000     19      2727.14
2000     20      3550.47
2000     21      4234.84
2000     22      4824.30
2000     23      5132.14
2000     24      5484.92
2000     25      5964.14
2000     26      6450.07
2000     27      6664.01
2000     28      7880.22
2000     29      7753.21
2000     30      6929.08
2000     31      6141.56
2000     32      5187.72
2000     33      4338.60
2000     34      3757.27
2000     35      2979.84
2000     36      2323.49
2000     37      1710.87
2000     38      1227.93
2000     39       896.96
2000     40       594.33
2000     41       380.58
2000     42       226.24
2000     43       122.33
2000     44        62.57
2000     45        28.57
2000     46        12.16
2000     47         4.39
2000     48         2.00
2000     49         1.66
2000     50         0.28
2000     51         0.00
2000     52         0.00
2000     53         0.00
2000     54         0.00
2000     55+        0.00
2001     12-        0.06
2001     13         8.64
2001     14        72.18
2001     15       222.04
2001     16       537.41
2001     17      1060.64
2001     18      1903.13
2001     19      2696.17
2001     20      3512.94
2001     21      4195.49
2001     22      4617.02
2001     23      5290.28
2001     24      5605.19
2001     25      5768.76
2001     26      5989.01
2001     27      6206.63
2001     28      6307.28
2001     29      7228.96
2001     30      6803.70
2001     31      5922.30
2001     32      5172.67
2001     33      4403.21
2001     34      3662.15
2001     35      2963.42
2001     36      2309.51
2001     37      1789.57
2001     38      1308.99
2001     39       964.38
2001     40       642.25
2001     41       383.90
2001     42       230.95
2001     43       124.75
2001     44        69.58
2001     45        29.65
2001     46        15.60
2001     47         6.74
2001     48         1.56
2001     49         0.28
2001     50         0.00
2001     51         0.00
2001     52         0.00
2001     53         0.00
2001     54         0.00
2001     55+        0.00
2002     12-        0.08
2002     13        11.45
2002     14        82.68
2002     15       229.00
2002     16       589.02
2002     17      1078.73
2002     18      1764.86
2002     19      2622.77
2002     20      3270.56
2002     21      3984.26
2002     22      4549.59
2002     23      5116.17
2002     24      5690.99
2002     25      5869.08
2002     26      5921.78
2002     27      6018.43
2002     28      6083.60
2002     29      5944.22
2002     30      6765.66
2002     31      6209.53
2002     32      5160.82
2002     33      4427.58
2002     34      3747.86
2002     35      3008.11
2002     36      2433.11
2002     37      1893.15
2002     38      1373.92
2002     39       971.48
2002     40       654.23
2002     41       401.57
2002     42       225.24
2002     43       137.72
2002     44        69.99
2002     45        25.86
2002     46        10.20
2002     47         4.42
2002     48         2.01
2002     49         0.27
2002     50         0.00
2002     51         0.00
2002     52         0.00
2002     53         0.00
2002     54         0.00
2002     55+        0.00
2003     12-        0.05
2003     13         8.52
2003     14        68.43
2003     15       210.12
2003     16       541.27
2003     17      1044.90
2003     18      1718.92
2003     19      2459.32
2003     20      3254.26
2003     21      3927.27
2003     22      4556.01
2003     23      5090.90
2003     24      5636.88
2003     25      6301.77
2003     26      6328.56
2003     27      6136.65
2003     28      6087.34
2003     29      5921.59
2003     30      5583.04
2003     31      5992.97
2003     32      5415.73
2003     33      4568.05
2003     34      3859.99
2003     35      3200.50
2003     36      2517.49
2003     37      1936.71
2003     38      1449.78
2003     39      1044.77
2003     40       747.74
2003     41       486.74
2003     42       252.89
2003     43       141.52
2003     44        78.71
2003     45        35.80
2003     46        14.07
2003     47         7.56
2003     48         2.18
2003     49         0.46
2003     50         0.78
2003     51         0.36
2003     52         0.22
2003     53         0.13
2003     54         0.05
2003     55+        0.01
2004     12-        0.04
2004     13         8.31
2004     14        67.78
2004     15       203.18
2004     16       522.59
2004     17      1013.99
2004     18      1642.22
2004     19      2367.29
2004     20      3166.99
2004     21      3889.43
2004     22      4369.97
2004     23      5131.69
2004     24      5953.94
2004     25      6465.79
2004     26      6866.25
2004     27      6701.89
2004     28      6391.65
2004     29      6004.54
2004     30      5591.37
2004     31      5265.76
2004     32      5590.77
2004     33      4911.16
2004     34      4062.70
2004     35      3368.42
2004     36      2664.96
2004     37      2039.95
2004     38      1585.29
2004     39      1145.37
2004     40       748.28
2004     41       504.23
2004     42       324.02
2004     43       164.62
2004     44        88.79
2004     45        40.38
2004     46        15.84
2004     47         4.30
2004     48         0.25
2004     49         0.00
2004     50         0.00
2004     51         0.00
2004     52         0.00
2004     53         0.00
2004     54         0.00
2004     55+        0.00
2005     12-        0.04
2005     13         5.59
2005     14        56.88
2005     15       179.57
2005     16       486.24
2005     17       952.67
2005     18      1563.86
2005     19      2425.94
2005     20      3183.46
2005     21      3759.80
2005     22      4321.83
2005     23      4818.38
2005     24      5590.57
2005     25      6330.09
2005     26      6654.44
2005     27      6859.22
2005     28      6500.22
2005     29      5965.13
2005     30      5539.21
2005     31      5158.53
2005     32      4652.56
2005     33      4793.03
2005     34      4192.68
2005     35      3365.61
2005     36      2605.36
2005     37      2037.50
2005     38      1593.43
2005     39      1194.27
2005     40       809.10
2005     41       505.87
2005     42       303.81
2005     43       177.33
2005     44        80.98
2005     45        36.76
2005     46        16.45
2005     47         6.37
2005     48         3.67
2005     49         0.55
2005     50         0.00
2005     51         0.00
2005     52         0.00
2005     53         0.00
2005     54         0.00
2005     55+        0.00
2006     12-        0.03
2006     13         4.60
2006     14        47.98
2006     15       189.72
2006     16       480.65
2006     17       896.90
2006     18      1549.22
2006     19      2418.13
2006     20      3060.22
2006     21      3561.61
2006     22      4146.25
2006     23      4803.61
2006     24      5351.05
2006     25      6148.46
2006     26      6700.33
2006     27      6777.31
2006     28      6912.96
2006     29      6392.29
2006     30      5713.28
2006     31      5170.61
2006     32      4584.63
2006     33      3954.70
2006     34      4037.90
2006     35      3506.98
2006     36      2767.85
2006     37      2179.29
2006     38      1648.31
2006     39      1216.83
2006     40       891.54
2006     41       574.46
2006     42       329.41
2006     43       190.94
2006     44       110.21
2006     45        50.69
2006     46        20.68
2006     47         7.05
2006     48         2.34
2006     49         1.98
2006     50         1.85
2006     51         1.42
2006     52         0.92
2006     53         0.54
2006     54         0.25
2006     55+        0.03
2007     12-        0.05
2007     13         7.40
2007     14        56.50
2007     15       145.93
2007     16       398.66
2007     17       833.46
2007     18      1484.64
2007     19      2323.12
2007     20      2987.24
2007     21      3507.80
2007     22      4038.62
2007     23      4606.75
2007     24      5422.80
2007     25      6081.76
2007     26      6705.58
2007     27      7084.38
2007     28      7196.81
2007     29      7186.48
2007     30      6468.22
2007     31      5545.93
2007     32      4857.43
2007     33      4371.96
2007     34      3776.79
2007     35      3799.42
2007     36      3152.54
2007     37      2362.77
2007     38      1805.31
2007     39      1320.82
2007     40       920.24
2007     41       607.18
2007     42       354.71
2007     43       197.01
2007     44       101.29
2007     45        51.11
2007     46        19.85
2007     47         7.81
2007     48         3.89
2007     49         0.74
2007     50         0.19
2007     51         0.77
2007     52         0.95
2007     53         0.69
2007     54         0.34
2007     55+        0.05
2008     12-        0.04
2008     13         5.08
2008     14        46.04
2008     15       139.28
2008     16       350.83
2008     17       803.89
2008     18      1373.43
2008     19      2147.47
2008     20      2895.75
2008     21      3389.33
2008     22      3886.13
2008     23      4425.28
2008     24      5210.73
2008     25      6054.59
2008     26      6539.91
2008     27      7124.22
2008     28      7381.19
2008     29      7289.28
2008     30      7141.15
2008     31      6291.97
2008     32      5250.01
2008     33      4509.69
2008     34      3970.95
2008     35      3398.25
2008     36      3235.67
2008     37      2572.70
2008     38      1975.38
2008     39      1462.84
2008     40      1018.03
2008     41       652.92
2008     42       372.76
2008     43       209.26
2008     44       121.65
2008     45        62.14
2008     46        22.72
2008     47         6.11
2008     48         2.26
2008     49         4.05
2008     50         2.32
2008     51         0.35
2008     52         0.20
2008     53         0.11
2008     54         0.05
2008     55+        0.01
2009     12-        0.04
2009     13         4.04
2009     14        36.31
2009     15       119.72
2009     16       292.26
2009     17       614.11
2009     18      1263.86
2009     19      1906.85
2009     20      2531.27
2009     21      3209.53
2009     22      3775.12
2009     23      4306.65
2009     24      4994.19
2009     25      5762.38
2009     26      6526.76
2009     27      6865.30
2009     28      7179.82
2009     29      7279.99
2009     30      6994.61
2009     31      6653.94
2009     32      5692.38
2009     33      4725.43
2009     34      3958.22
2009     35      3418.63
2009     36      2785.69
2009     37      2548.55
2009     38      2055.03
2009     39      1472.09
2009     40      1050.23
2009     41       701.67
2009     42       425.22
2009     43       249.35
2009     44       132.51
2009     45        63.36
2009     46        24.38
2009     47         8.14
2009     48         4.95
2009     49         4.02
2009     50         2.33
2009     51         1.41
2009     52         0.88
2009     53         0.51
2009     54         0.23
2009     55+        0.03
2010     12-        0.04
2010     13         4.87
2010     14        33.45
2010     15       114.23
2010     16       300.85
2010     17       590.07
2010     18      1032.27
2010     19      1704.40
2010     20      2457.50
2010     21      3084.66
2010     22      3656.85
2010     23      4290.58
2010     24      5095.08
2010     25      5987.40
2010     26      6616.49
2010     27      7155.59
2010     28      7308.26
2010     29      7487.26
2010     30      7367.00
2010     31      6896.21
2010     32      6294.37
2010     33      5291.04
2010     34      4312.95
2010     35      3537.12
2010     36      2954.19
2010     37      2266.44
2010     38      1993.17
2010     39      1598.92
2010     40      1137.11
2010     41       716.49
2010     42       427.97
2010     43       246.03
2010     44       132.93
2010     45        61.19
2010     46        28.05
2010     47        10.55
2010     48         6.51
2010     49         6.18
2010     50         2.53
2010     51         1.08
2010     52         0.60
2010     53         0.35
2010     54         0.16
2010     55+        0.02
2011     12-        0.03
2011     13         3.63
2011     14        36.13
2011     15       121.41
2011     16       274.25
2011     17       500.42
2011     18       895.15
2011     19      1378.76
2011     20      2120.63
2011     21      2806.02
2011     22      3363.79
2011     23      4078.38
2011     24      4905.31
2011     25      5710.30
2011     26      6256.94
2011     27      6831.60
2011     28      7244.79
2011     29      7245.98
2011     30      7248.04
2011     31      6860.29
2011     32      6212.40
2011     33      5584.23
2011     34      4591.29
2011     35      3627.46
2011     36      2916.34
2011     37      2285.14
2011     38      1793.43
2011     39      1603.23
2011     40      1109.99
2011     41       703.68
2011     42       435.67
2011     43       244.41
2011     44       139.55
2011     45        67.55
2011     46        27.22
2011     47        13.48
2011     48         6.88
2011     49         3.33
2011     50         1.36
2011     51         0.71
2011     52         0.43
2011     53         0.25
2011     54         0.11
2011     55+        0.01
2012     12-        0.04
2012     13         4.70
2012     14        36.15
2012     15       117.02
2012     16       264.55
2012     17       468.84
2012     18       777.97
2012     19      1253.79
2012     20      1745.03
2012     21      2394.13
2012     22      3157.57
2012     23      3918.11
2012     24      4881.97
2012     25      5825.19
2012     26      6525.87
2012     27      6933.80
2012     28      7190.19
2012     29      7429.04
2012     30      7283.35
2012     31      7049.39
2012     32      6458.99
2012     33      5691.95
2012     34      4969.54
2012     35      4041.11
2012     36      3178.29
2012     37      2380.17
2012     38      1814.22
2012     39      1387.84
2012     40      1140.28
2012     41       760.45
2012     42       467.56
2012     43       285.60
2012     44       148.63
2012     45        63.14
2012     46        28.98
2012     47        19.18
2012     48         9.78
2012     49         2.11
2012     50         1.68
2012     51         2.81
2012     52         2.27
2012     53         1.22
2012     54         0.47
2012     55+        0.06
2013     12-        0.03
2013     13         3.96
2013     14        37.77
2013     15       108.01
2013     16       241.24
2013     17       486.82
2013     18       806.03
2013     19      1104.77
2013     20      1493.84
2013     21      1882.68
2013     22      2688.89
2013     23      3725.91
2013     24      4744.87
2013     25      5827.08
2013     26      6553.06
2013     27      6981.82
2013     28      7346.77
2013     29      7462.74
2013     30      7463.75
2013     31      7037.64
2013     32      6542.06
2013     33      5788.21
2013     34      5056.05
2013     35      4503.49
2013     36      3457.09
2013     37      2541.96
2013     38      1846.84
2013     39      1395.90
2013     40      1030.59
2013     41       746.02
2013     42       455.07
2013     43       275.46
2013     44       158.60
2013     45        72.12
2013     46        32.72
2013     47        18.10
2013     48        10.49
2013     49         5.26
2013     50         2.03
2013     51         1.07
2013     52         0.65
2013     53         0.37
2013     54         0.17
2013     55+        0.02
2014     12-        0.04
2014     13         5.50
2014     14        42.10
2014     15       121.40
2014     16       291.99
2014     17       525.94
2014     18       792.83
2014     19      1093.17
2014     20      1349.34
2014     21      1722.73
2014     22      2156.71
2014     23      3232.07
2014     24      4613.44
2014     25      5744.69
2014     26      6794.48
2014     27      7337.28
2014     28      7647.28
2014     29      7798.95
2014     30      7692.08
2014     31      7546.55
2014     32      6907.89
2014     33      6203.68
2014     34      5472.76
2014     35      4673.82
2014     36      3892.52
2014     37      2901.91
2014     38      2145.09
2014     39      1562.47
2014     40      1047.17
2014     41       684.75
2014     42       503.62
2014     43       276.40
2014     44       139.82
2014     45        67.31
2014     46        33.89
2014     47        15.62
2014     48         6.75
2014     49         5.76
2014     50         3.00
2014     51         1.07
2014     52         0.62
2014     53         0.34
2014     54         0.15
2014     55+        0.02
2015     12-        0.03
2015     13         3.03
2015     14        32.68
2015     15       117.43
2015     16       286.87
2015     17       532.26
2015     18       867.47
2015     19      1164.66
2015     20      1387.40
2015     21      1598.93
2015     22      2011.20
2015     23      2551.81
2015     24      3919.41
2015     25      5676.25
2015     26      6747.41
2015     27      7534.31
2015     28      8045.89
2015     29      8094.82
2015     30      7876.16
2015     31      7571.65
2015     32      7128.39
2015     33      6327.72
2015     34      5755.32
2015     35      4989.48
2015     36      3978.59
2015     37      3164.71
2015     38      2347.40
2015     39      1663.72
2015     40      1118.59
2015     41       729.12
2015     42       415.73
2015     43       263.72
2015     44       159.17
2015     45        84.80
2015     46        38.03
2015     47        16.03
2015     48        11.32
2015     49         6.10
2015     50         2.68
2015     51         2.17
2015     52         1.38
2015     53         0.77
2015     54         0.34
2015     55+        0.04
2016     12-        0.05
2016     13         6.40
2016     14        49.01
2016     15       134.81
2016     16       314.89
2016     17       586.43
2016     18       940.09
2016     19      1398.32
2016     20      1660.83
2016     21      1831.71
2016     22      2059.28
2016     23      2568.72
2016     24      3318.34
2016     25      4961.06
2016     26      6738.61
2016     27      7807.74
2016     28      8538.03
2016     29      8608.41
2016     30      8357.16
2016     31      7913.01
2016     32      7355.93
2016     33      6811.70
2016     34      6017.05
2016     35      5303.56
2016     36      4396.37
2016     37      3458.86
2016     38      2664.93
2016     39      1910.47
2016     40      1285.93
2016     41       790.58
2016     42       488.41
2016     43       274.44
2016     44       158.43
2016     45        87.56
2016     46        43.09
2016     47        18.29
2016     48         5.46
2016     49         6.52
2016     50         7.49
2016     51         2.59
2016     52         1.41
2016     53         0.70
2016     54         0.29
2016     55+        0.04
2017     12-        0.03
2017     13         4.00
2017     14        37.53
2017     15       123.40
2017     16       271.13
2017     17       491.20
2017     18       865.54
2017     19      1234.13
2017     20      1540.38
2017     21      1751.17
2017     22      1936.73
2017     23      2303.74
2017     24      2925.32
2017     25      3717.05
2017     26      5654.63
2017     27      7525.58
2017     28      8346.05
2017     29      8783.16
2017     30      8688.07
2017     31      8153.82
2017     32      7507.52
2017     33      6786.14
2017     34      6023.43
2017     35      5211.23
2017     36      4427.44
2017     37      3589.75
2017     38      2818.34
2017     39      2130.37
2017     40      1388.49
2017     41       861.64
2017     42       496.07
2017     43       272.83
2017     44       163.26
2017     45        95.19
2017     46        50.24
2017     47        18.49
2017     48         8.73
2017     49        10.80
2017     50         4.47
2017     51         1.43
2017     52         0.81
2017     53         0.45
2017     54         0.20
2017     55+        0.02
