West Germany, Female population exposure by calendar year, age reached during the year (ARDY) and birth cohort (vertical parallelograms)
Last modified: 04/02/2019
Year    ARDY   Cohort       Exposure
1979     47     1932       347294.00
1979     48     1931       358835.33
1979     49     1930       385564.33
1979     50     1929       379872.17
1979     51     1928       387018.00
1979     52     1927       378484.83
1979     53     1926       394958.67
1979     54     1925       412513.67
1979     55     1924       404947.83
1980     12     1968       246727.31
1980     13     1967       493417.63
1980     14     1966       509468.50
1980     15     1965       510712.58
1980     16     1964       521924.14
1980     17     1963       516303.15
1980     18     1962       498628.10
1980     19     1961       496869.97
1980     20     1960       485236.76
1980     21     1959       470940.78
1980     22     1958       451081.08
1980     23     1957       443592.37
1980     24     1956       433516.73
1980     25     1955       420954.32
1980     26     1954       428517.22
1980     27     1953       416657.91
1980     28     1952       422305.65
1980     29     1951       414074.78
1980     30     1950       426508.61
1980     31     1949       422533.04
1980     32     1948       402801.39
1980     33     1947       380442.54
1980     34     1946       351515.40
1980     35     1945       304108.33
1980     36     1944       397228.00
1980     37     1943       403413.50
1980     38     1942       394139.00
1980     39     1941       476726.33
1980     40     1940       515196.83
1980     41     1939       508828.83
1980     42     1938       480869.17
1980     43     1937       453428.50
1980     44     1936       449401.00
1980     45     1935       439531.67
1980     46     1934       413600.67
1980     47     1933       340875.67
1980     48     1932       346923.33
1980     49     1931       358305.83
1980     50     1930       384935.17
1980     51     1929       379002.33
1980     52     1928       385913.83
1980     53     1927       377250.17
1980     54     1926       393524.33
1980     55     1925       410841.33
1981     12     1969       232483.44
1981     13     1968       476952.46
1981     14     1967       495456.17
1981     15     1966       512421.64
1981     16     1965       513642.86
1981     17     1964       525172.87
1981     18     1963       520005.98
1981     19     1962       502668.76
1981     20     1961       500973.88
1981     21     1960       489186.60
1981     22     1959       473967.65
1981     23     1958       453890.15
1981     24     1957       446151.63
1981     25     1956       435935.09
1981     26     1955       423162.67
1981     27     1954       430368.96
1981     28     1953       417893.41
1981     29     1952       423434.11
1981     30     1951       414792.28
1981     31     1950       427237.83
1981     32     1949       423107.01
1981     33     1948       403273.71
1981     34     1947       380866.71
1981     35     1946       351882.17
1981     36     1945       304648.83
1981     37     1944       397788.17
1981     38     1943       403950.50
1981     39     1942       394651.33
1981     40     1941       477201.33
1981     41     1940       515621.50
1981     42     1939       509160.67
1981     43     1938       481112.67
1981     44     1937       453499.50
1981     45     1936       449336.50
1981     46     1935       439317.83
1981     47     1934       413270.83
1981     48     1933       340588.00
1981     49     1932       346466.17
1981     50     1931       357662.17
1981     51     1930       384223.83
1981     52     1929       378039.67
1981     53     1928       384798.17
1981     54     1927       375976.83
1981     55     1926       391910.17
1982     12     1970       203902.58
1982     13     1969       446241.20
1982     14     1968       477845.10
1982     15     1967       496392.98
1982     16     1966       513611.28
1982     17     1965       514768.50
1982     18     1964       526625.18
1982     19     1963       522091.50
1982     20     1962       504780.39
1982     21     1961       502682.10
1982     22     1960       490504.64
1982     23     1959       475030.04
1982     24     1958       454995.72
1982     25     1957       447132.74
1982     26     1956       436772.26
1982     27     1955       423710.91
1982     28     1954       430804.52
1982     29     1953       417993.01
1982     30     1952       423453.43
1982     31     1951       414634.15
1982     32     1950       426785.21
1982     33     1949       422757.70
1982     34     1948       402841.75
1982     35     1947       380474.24
1982     36     1946       351545.57
1982     37     1945       304434.00
1982     38     1944       397598.67
1982     39     1943       403704.83
1982     40     1942       394437.00
1982     41     1941       477002.83
1982     42     1940       515332.17
1982     43     1939       508758.50
1982     44     1938       480737.33
1982     45     1937       453044.67
1982     46     1936       448769.83
1982     47     1935       438608.50
1982     48     1934       412517.00
1982     49     1933       339872.33
1982     50     1932       345692.67
1982     51     1931       356708.17
1982     52     1930       383092.00
1982     53     1929       376784.33
1982     54     1928       383316.67
1982     55     1927       374456.67
1983     12     1971       195117.50
1983     13     1970       396764.69
1983     14     1969       445755.70
1983     15     1968       477577.71
1983     16     1967       495975.36
1983     17     1966       512981.24
1983     18     1965       514861.85
1983     19     1964       527097.49
1983     20     1963       522903.47
1983     21     1962       505063.96
1983     22     1961       502408.51
1983     23     1960       490137.81
1983     24     1959       474663.27
1983     25     1958       454591.12
1983     26     1957       446672.31
1983     27     1956       436130.36
1983     28     1955       422907.06
1983     29     1954       429912.16
1983     30     1953       417056.23
1983     31     1952       422346.55
1983     32     1951       413577.16
1983     33     1950       425450.11
1983     34     1949       421449.79
1983     35     1948       401477.53
1983     36     1947       379203.64
1983     37     1946       350442.32
1983     38     1945       303480.50
1983     39     1944       396603.00
1983     40     1943       402741.00
1983     41     1942       393555.83
1983     42     1941       476087.50
1983     43     1940       514240.17
1983     44     1939       507684.83
1983     45     1938       479619.33
1983     46     1937       452005.83
1983     47     1936       447647.67
1983     48     1935       437390.83
1983     49     1934       411296.00
1983     50     1933       338662.17
1983     51     1932       344478.50
1983     52     1931       355409.50
1983     53     1930       381635.50
1983     54     1929       375129.17
1983     55     1928       381517.00
1984     12     1972       174053.42
1984     13     1971       377858.00
1984     14     1970       395437.80
1984     15     1969       444535.19
1984     16     1968       476393.24
1984     17     1967       495025.56
1984     18     1966       512554.49
1984     19     1965       515230.20
1984     20     1964       527828.36
1984     21     1963       523493.06
1984     22     1962       505114.25
1984     23     1961       502561.56
1984     24     1960       490073.07
1984     25     1959       474559.12
1984     26     1958       454398.07
1984     27     1957       446183.12
1984     28     1956       435471.79
1984     29     1955       422008.99
1984     30     1954       428814.69
1984     31     1953       415741.59
1984     32     1952       420736.14
1984     33     1951       411988.60
1984     34     1950       423314.66
1984     35     1949       419246.94
1984     36     1948       399084.46
1984     37     1947       377004.66
1984     38     1946       348537.84
1984     39     1945       301598.83
1984     40     1944       395010.00
1984     41     1943       401144.17
1984     42     1942       391980.33
1984     43     1941       474612.17
1984     44     1940       512474.17
1984     45     1939       506048.33
1984     46     1938       477944.67
1984     47     1937       450487.50
1984     48     1936       446014.67
1984     49     1935       435845.67
1984     50     1934       409681.67
1984     51     1933       337119.67
1984     52     1932       342989.00
1984     53     1931       353841.33
1984     54     1930       379903.00
1984     55     1929       373304.50
1985     12     1973       155051.62
1985     13     1972       336750.55
1985     14     1971       377300.54
1985     15     1970       395043.30
1985     16     1969       444112.76
1985     17     1968       475936.56
1985     18     1967       495417.57
1985     19     1966       513614.72
1985     20     1965       517001.01
1985     21     1964       529408.69
1985     22     1963       524890.73
1985     23     1962       506397.19
1985     24     1961       503848.01
1985     25     1960       491123.23
1985     26     1959       475458.99
1985     27     1958       455043.45
1985     28     1957       446605.12
1985     29     1956       435725.02
1985     30     1955       421964.36
1985     31     1954       428467.37
1985     32     1953       415206.39
1985     33     1952       419843.88
1985     34     1951       411077.19
1985     35     1950       421933.30
1985     36     1949       417686.83
1985     37     1948       397254.24
1985     38     1947       375424.94
1985     39     1946       347002.89
1985     40     1945       300137.67
1985     41     1944       393839.50
1985     42     1943       399904.33
1985     43     1942       390757.33
1985     44     1941       473407.67
1985     45     1940       511028.50
1985     46     1939       504638.00
1985     47     1938       476500.00
1985     48     1937       449155.00
1985     49     1936       444505.33
1985     50     1935       434391.00
1985     51     1934       408136.00
1985     52     1933       335704.17
1985     53     1932       341542.00
1985     54     1931       352288.00
1985     55     1930       378200.33
1986     12     1974       150808.68
1986     13     1973       303719.41
1986     14     1972       337579.84
1986     15     1971       378429.15
1986     16     1970       396321.91
1986     17     1969       445184.86
1986     18     1968       477607.61
1986     19     1967       497980.64
1986     20     1966       516818.93
1986     21     1965       520130.26
1986     22     1964       532287.67
1986     23     1963       527534.03
1986     24     1962       508916.25
1986     25     1961       506150.45
1986     26     1960       493198.04
1986     27     1959       477239.14
1986     28     1958       456544.14
1986     29     1957       448043.32
1986     30     1956       437043.40
1986     31     1955       423015.91
1986     32     1954       429322.31
1986     33     1953       415899.54
1986     34     1952       420353.87
1986     35     1951       411498.98
1986     36     1950       422255.97
1986     37     1949       417719.22
1986     38     1948       397202.70
1986     39     1947       375437.70
1986     40     1946       346861.18
1986     41     1945       300001.83
1986     42     1944       393731.67
1986     43     1943       399670.67
1986     44     1942       390523.00
1986     45     1941       472997.17
1986     46     1940       510512.67
1986     47     1939       503916.50
1986     48     1938       475737.17
1986     49     1937       448365.17
1986     50     1936       443597.67
1986     51     1935       433369.00
1986     52     1934       406954.33
1986     53     1933       334668.33
1986     54     1932       340378.67
1986     55     1931       350960.00
1987     12     1975       143166.49
1987     13     1974       293903.90
1987     14     1973       302203.43
1987     15     1972       337656.14
1987     16     1971       378346.40
1987     17     1970       399465.19
1987     18     1969       448166.67
1987     19     1968       481274.30
1987     20     1967       502162.18
1987     21     1966       519488.60
1987     22     1965       520905.29
1987     23     1964       532761.49
1987     24     1963       527605.78
1987     25     1962       510085.51
1987     26     1961       506594.31
1987     27     1960       493288.42
1987     28     1959       477343.74
1987     29     1958       456748.08
1987     30     1957       449125.08
1987     31     1956       438072.71
1987     32     1955       423505.92
1987     33     1954       426373.15
1987     34     1953       415342.71
1987     35     1952       420693.30
1987     36     1951       413203.89
1987     37     1950       425207.71
1987     38     1949       421610.08
1987     39     1948       400000.82
1987     40     1947       378349.85
1987     41     1946       348399.55
1987     42     1945       300346.33
1987     43     1944       394373.50
1987     44     1943       400208.00
1987     45     1942       390898.83
1987     46     1941       473470.00
1987     47     1940       509498.33
1987     48     1939       503270.17
1987     49     1938       475365.50
1987     50     1937       448033.17
1987     51     1936       442859.17
1987     52     1935       431993.67
1987     53     1934       406113.17
1987     54     1933       333844.17
1987     55     1932       338853.67
1988     12     1976       146741.64
1988     13     1975       282200.88
1988     14     1974       293460.45
1988     15     1973       302146.61
1988     16     1972       338861.12
1988     17     1971       379085.30
1988     18     1970       404061.00
1988     19     1969       453366.31
1988     20     1968       487042.70
1988     21     1967       507752.23
1988     22     1966       523412.33
1988     23     1965       523603.64
1988     24     1964       534942.08
1988     25     1963       529321.17
1988     26     1962       512816.16
1988     27     1961       508488.23
1988     28     1960       494812.89
1988     29     1959       479168.76
1988     30     1958       458508.64
1988     31     1957       451695.41
1988     32     1956       440465.91
1988     33     1955       425363.28
1988     34     1954       424918.44
1988     35     1953       416042.10
1988     36     1952       422075.14
1988     37     1951       415859.12
1988     38     1950       428938.87
1988     39     1949       426169.18
1988     40     1948       403428.49
1988     41     1947       381687.63
1988     42     1946       350486.93
1988     43     1945       301127.33
1988     44     1944       395431.00
1988     45     1943       401249.33
1988     46     1942       391704.17
1988     47     1941       474353.67
1988     48     1940       508962.33
1988     49     1939       503136.17
1988     50     1938       475467.00
1988     51     1937       448150.83
1988     52     1936       442496.17
1988     53     1935       430897.00
1988     54     1934       405551.00
1988     55     1933       333310.83
1989     12     1977       145403.35
1989     13     1976       292622.41
1989     14     1975       286807.19
1989     15     1974       298236.32
1989     16     1973       307042.75
1989     17     1972       343443.01
1989     18     1971       385288.86
1989     19     1970       412543.99
1989     20     1969       463490.09
1989     21     1968       497344.63
1989     22     1967       517612.42
1989     23     1966       533638.21
1989     24     1965       533802.02
1989     25     1964       544903.44
1989     26     1963       538754.48
1989     27     1962       521817.50
1989     28     1961       516867.27
1989     29     1960       502772.79
1989     30     1959       487073.48
1989     31     1958       465684.70
1989     32     1957       458676.24
1989     33     1956       446941.11
1989     34     1955       431493.83
1989     35     1954       430625.91
1989     36     1953       421099.84
1989     37     1952       426849.85
1989     38     1951       420296.77
1989     39     1950       432790.96
1989     40     1949       429563.63
1989     41     1948       406013.75
1989     42     1947       383859.10
1989     43     1946       351999.51
1989     44     1945       302746.67
1989     45     1944       397265.00
1989     46     1943       403058.33
1989     47     1942       393217.50
1989     48     1941       475812.83
1989     49     1940       510224.67
1989     50     1939       504154.00
1989     51     1938       476210.33
1989     52     1937       448881.33
1989     53     1936       442763.50
1989     54     1935       431019.33
1989     55     1934       405402.50
1990     12     1978       144861.42
1990     13     1977       282715.53
1990     14     1976       290299.46
1990     15     1975       284594.42
1990     16     1974       296183.43
1990     17     1973       304911.96
1990     18     1972       342084.07
1990     19     1971       386677.30
1990     20     1970       415112.24
1990     21     1969       464468.75
1990     22     1968       495547.29
1990     23     1967       513666.46
1990     24     1966       527426.16
1990     25     1965       526438.15
1990     26     1964       535953.24
1990     27     1963       529722.66
1990     28     1962       512940.14
1990     29     1961       508419.75
1990     30     1960       494623.77
1990     31     1959       479220.41
1990     32     1958       458310.13
1990     33     1957       451913.13
1990     34     1956       439672.42
1990     35     1955       424242.05
1990     36     1954       422840.19
1990     37     1953       412420.59
1990     38     1952       417208.71
1990     39     1951       409711.81
1990     40     1950       420085.41
1990     41     1949       417350.62
1990     42     1948       393845.16
1990     43     1947       372460.69
1990     44     1946       342781.50
1990     45     1945       291737.50
1990     46     1944       383172.00
1990     47     1943       388285.17
1990     48     1942       378980.33
1990     49     1941       459443.33
1990     50     1940       493934.33
1990     51     1939       489156.67
1990     52     1938       461916.17
1990     53     1937       435186.50
1990     54     1936       429016.83
1990     55     1935       417241.00
1991     12     1979       147283.10
1991     13     1978       287220.09
1991     14     1977       288167.18
1991     15     1976       295873.30
1991     16     1975       291117.93
1991     17     1974       303785.18
1991     18     1973       313581.91
1991     19     1972       354456.41
1991     20     1971       401865.45
1991     21     1970       429552.52
1991     22     1969       477468.56
1991     23     1968       507571.86
1991     24     1967       524735.17
1991     25     1966       537501.18
1991     26     1965       535862.85
1991     27     1964       544925.19
1991     28     1963       538157.63
1991     29     1962       520846.25
1991     30     1961       515865.82
1991     31     1960       501975.50
1991     32     1959       486064.93
1991     33     1958       464698.31
1991     34     1957       457927.20
1991     35     1956       445402.37
1991     36     1955       429803.80
1991     37     1954       427903.60
1991     38     1953       416905.60
1991     39     1952       421515.94
1991     40     1951       413565.23
1991     41     1950       423603.90
1991     42     1949       420444.26
1991     43     1948       396032.59
1991     44     1947       374451.03
1991     45     1946       344169.05
1991     46     1945       292999.17
1991     47     1944       384626.00
1991     48     1943       389589.17
1991     49     1942       380255.33
1991     50     1941       460782.33
1991     51     1940       495074.00
1991     52     1939       490250.67
1991     53     1938       462732.83
1991     54     1937       435812.83
1991     55     1936       429223.00
1992     12     1980       158053.43
1992     13     1979       296441.78
1992     14     1978       292003.95
1992     15     1977       293140.80
1992     16     1976       301642.05
1992     17     1975       298241.88
1992     18     1974       312917.92
1992     19     1973       325277.31
1992     20     1972       368767.02
1992     21     1971       415601.95
1992     22     1970       441330.94
1992     23     1969       488100.98
1992     24     1968       517544.25
1992     25     1967       533814.53
1992     26     1966       545569.49
1992     27     1965       543426.24
1992     28     1964       552031.68
1992     29     1963       544994.28
1992     30     1962       527195.45
1992     31     1961       521830.48
1992     32     1960       507984.94
1992     33     1959       491570.66
1992     34     1958       469767.72
1992     35     1957       462521.99
1992     36     1956       449835.34
1992     37     1955       434129.60
1992     38     1954       431935.42
1992     39     1953       420407.21
1992     40     1952       424896.00
1992     41     1951       416505.70
1992     42     1950       426350.31
1992     43     1949       422841.42
1992     44     1948       397878.73
1992     45     1947       375972.09
1992     46     1946       345147.98
1992     47     1945       293791.33
1992     48     1944       385341.83
1992     49     1943       390174.00
1992     50     1942       380876.83
1992     51     1941       461352.50
1992     52     1940       495534.33
1992     53     1939       490597.00
1992     54     1938       462798.00
1992     55     1937       435769.50
1993     12     1981       160988.43
1993     13     1980       318122.43
1993     14     1979       300450.88
1993     15     1978       296181.05
1993     16     1977       298195.57
1993     17     1976       307496.18
1993     18     1975       305501.30
1993     19     1974       322524.77
1993     20     1973       336650.96
1993     21     1972       379723.13
1993     22     1971       424841.93
1993     23     1970       449793.77
1993     24     1969       495773.84
1993     25     1968       524598.55
1993     26     1967       540301.55
1993     27     1966       551471.00
1993     28     1965       549099.67
1993     29     1964       557334.08
1993     30     1963       550293.72
1993     31     1962       532204.58
1993     32     1961       526598.59
1993     33     1960       512705.11
1993     34     1959       496197.68
1993     35     1958       474013.37
1993     36     1957       466437.28
1993     37     1956       453374.15
1993     38     1955       437764.16
1993     39     1954       435365.09
1993     40     1953       423380.31
1993     41     1952       427541.26
1993     42     1951       418912.22
1993     43     1950       428462.06
1993     44     1949       424608.83
1993     45     1948       399278.53
1993     46     1947       377070.97
1993     47     1946       345737.80
1993     48     1945       294199.83
1993     49     1944       385501.50
1993     50     1943       390220.17
1993     51     1942       381025.17
1993     52     1941       461526.50
1993     53     1940       495685.33
1993     54     1939       490517.33
1993     55     1938       462674.83
1994     12     1982       162128.29
1994     13     1981       322042.70
1994     14     1980       321082.76
1994     15     1979       303564.18
1994     16     1978       300057.98
1994     17     1977       303171.46
1994     18     1976       313267.25
1994     19     1975       313145.09
1994     20     1974       331322.99
1994     21     1973       344975.17
1994     22     1972       386415.87
1994     23     1971       430405.14
1994     24     1970       454653.93
1994     25     1969       499578.29
1994     26     1968       527840.92
1994     27     1967       543213.88
1994     28     1966       554380.16
1994     29     1965       551870.96
1994     30     1964       560093.44
1994     31     1963       553079.23
1994     32     1962       534988.56
1994     33     1961       529440.52
1994     34     1960       515494.63
1994     35     1959       499105.01
1994     36     1958       476774.21
1994     37     1957       469037.94
1994     38     1956       455667.45
1994     39     1955       440212.52
1994     40     1954       437685.84
1994     41     1953       425337.19
1994     42     1952       429119.20
1994     43     1951       420486.67
1994     44     1950       429549.71
1994     45     1949       425499.71
1994     46     1948       399772.59
1994     47     1947       377329.73
1994     48     1946       345710.68
1994     49     1945       293960.17
1994     50     1944       385025.00
1994     51     1943       389509.83
1994     52     1942       380564.67
1994     53     1941       461048.67
1994     54     1940       495197.67
1994     55     1939       489909.50
1995     12     1983       160383.58
1995     13     1982       324642.93
1995     14     1981       324935.68
1995     15     1980       324159.28
1995     16     1979       307283.46
1995     17     1978       304608.78
1995     18     1977       308975.87
1995     19     1976       320744.55
1995     20     1975       321681.61
1995     21     1974       339248.62
1995     22     1973       351682.25
1995     23     1972       392021.08
1995     24     1971       434989.17
1995     25     1970       458320.51
1995     26     1969       502336.64
1995     27     1968       530057.18
1995     28     1967       545113.56
1995     29     1966       556348.81
1995     30     1965       553747.51
1995     31     1964       562029.86
1995     32     1963       555176.18
1995     33     1962       537266.44
1995     34     1961       531660.06
1995     35     1960       517784.84
1995     36     1959       501438.80
1995     37     1958       479007.79
1995     38     1957       471155.69
1995     39     1956       457580.73
1995     40     1955       442176.07
1995     41     1954       439444.40
1995     42     1953       426685.12
1995     43     1952       430366.84
1995     44     1951       421670.92
1995     45     1950       430253.95
1995     46     1949       426125.45
1995     47     1948       399962.64
1995     48     1947       377278.95
1995     49     1946       345424.64
1995     50     1945       293535.50
1995     51     1944       384121.17
1995     52     1943       388507.33
1995     53     1942       379787.50
1995     54     1941       460299.67
1995     55     1940       494235.50
1996     12     1984       158807.37
1996     13     1983       318609.24
1996     14     1982       327213.71
1996     15     1981       327812.65
1996     16     1980       327514.41
1996     17     1979       311421.43
1996     18     1978       310154.45
1996     19     1977       316653.09
1996     20     1976       329331.75
1996     21     1975       329594.44
1996     22     1974       346167.84
1996     23     1973       357502.46
1996     24     1972       397068.29
1996     25     1971       438915.45
1996     26     1970       461416.28
1996     27     1969       504814.32
1996     28     1968       532012.20
1996     29     1967       546982.32
1996     30     1966       558081.15
1996     31     1965       555408.85
1996     32     1964       563745.11
1996     33     1963       557167.54
1996     34     1962       539374.45
1996     35     1961       533545.16
1996     36     1960       519671.93
1996     37     1959       503356.89
1996     38     1958       480769.68
1996     39     1957       472791.74
1996     40     1956       459058.31
1996     41     1955       443701.69
1996     42     1954       440684.74
1996     43     1953       427609.69
1996     44     1952       431255.20
1996     45     1951       422407.87
1996     46     1950       430690.78
1996     47     1949       426410.41
1996     48     1948       399898.78
1996     49     1947       377070.79
1996     50     1946       344961.44
1996     51     1945       292903.67
1996     52     1944       383011.83
1996     53     1943       387369.67
1996     54     1942       378724.83
1996     55     1941       459217.83
1997     12     1985       161611.08
1997     13     1984       318235.32
1997     14     1983       320174.91
1997     15     1982       328966.02
1997     16     1981       330262.49
1997     17     1980       330622.10
1997     18     1979       315794.88
1997     19     1978       316955.24
1997     20     1977       324675.78
1997     21     1976       336346.05
1997     22     1975       335553.38
1997     23     1974       351040.21
1997     24     1973       361288.93
1997     25     1972       400028.28
1997     26     1971       440978.60
1997     27     1970       462947.08
1997     28     1969       505663.51
1997     29     1968       532605.67
1997     30     1967       547567.67
1997     31     1966       558620.83
1997     32     1965       556069.64
1997     33     1964       564397.49
1997     34     1963       557943.31
1997     35     1962       540296.98
1997     36     1961       534347.55
1997     37     1960       520468.03
1997     38     1959       504181.09
1997     39     1958       481450.03
1997     40     1957       473442.01
1997     41     1956       459610.21
1997     42     1955       444361.27
1997     43     1954       441005.84
1997     44     1953       427797.81
1997     45     1952       431408.75
1997     46     1951       422436.57
1997     47     1950       430426.85
1997     48     1949       426094.32
1997     49     1948       399265.93
1997     50     1947       376356.96
1997     51     1946       344046.82
1997     52     1945       291883.50
1997     53     1944       381655.00
1997     54     1943       385809.00
1997     55     1942       377270.17
1998     12     1986       167837.12
1998     13     1985       321080.24
1998     14     1984       318873.45
1998     15     1983       320891.98
1998     16     1982       330277.64
1998     17     1981       332454.13
1998     18     1980       334374.58
1998     19     1979       321900.52
1998     20     1978       324447.85
1998     21     1977       331476.44
1998     22     1976       341751.85
1998     23     1975       340049.25
1998     24     1974       354458.19
1998     25     1973       363517.86
1998     26     1972       401131.15
1998     27     1971       441713.36
1998     28     1970       463271.27
1998     29     1969       505305.95
1998     30     1968       531949.87
1998     31     1967       546933.40
1998     32     1966       558117.03
1998     33     1965       555684.45
1998     34     1964       563921.14
1998     35     1963       557606.30
1998     36     1962       540112.58
1998     37     1961       534254.86
1998     38     1960       520314.40
1998     39     1959       504117.62
1998     40     1958       481343.01
1998     41     1957       473320.09
1998     42     1956       459448.99
1998     43     1955       444279.26
1998     44     1954       440720.91
1998     45     1953       427455.34
1998     46     1952       431047.52
1998     47     1951       422092.09
1998     48     1950       429730.68
1998     49     1949       425402.53
1998     50     1948       398277.33
1998     51     1947       375260.16
1998     52     1946       342780.78
1998     53     1945       290665.83
1998     54     1944       380031.50
1998     55     1943       384056.33
1999     12     1987       171856.12
1999     13     1986       338605.53
1999     14     1985       322055.05
1999     15     1984       319846.70
1999     16     1983       322316.56
1999     17     1982       332412.93
1999     18     1981       336251.78
1999     19     1980       340874.56
1999     20     1979       330164.24
1999     21     1978       332130.49
1999     22     1977       338426.73
1999     23     1976       347269.47
1999     24     1975       344450.48
1999     25     1974       357872.93
1999     26     1973       365961.47
1999     27     1972       402576.43
1999     28     1971       442845.91
1999     29     1970       463968.31
1999     30     1969       505439.41
1999     31     1968       532014.63
1999     32     1967       546751.62
1999     33     1966       557966.30
1999     34     1965       555610.78
1999     35     1964       563934.12
1999     36     1963       557560.62
1999     37     1962       540268.30
1999     38     1961       534446.94
1999     39     1960       520475.71
1999     40     1959       504322.76
1999     41     1958       481433.18
1999     42     1957       473339.09
1999     43     1956       459381.20
1999     44     1955       444200.60
1999     45     1954       440676.21
1999     46     1953       427213.81
1999     47     1952       430718.26
1999     48     1951       421799.27
1999     49     1950       429052.68
1999     50     1949       424791.54
1999     51     1948       397306.95
1999     52     1947       374202.02
1999     53     1946       341556.27
1999     54     1945       289500.00
1999     55     1944       378424.83
2000     12     1988       179834.47
2000     13     1987       344650.92
2000     14     1986       339970.76
2000     15     1985       323613.87
2000     16     1984       321683.65
2000     17     1983       324908.05
2000     18     1982       336676.70
2000     19     1981       343525.81
2000     20     1980       350156.50
2000     21     1979       339125.27
2000     22     1978       340368.58
2000     23     1977       345941.62
2000     24     1976       353131.82
2000     25     1975       349080.76
2000     26     1974       361275.68
2000     27     1973       368780.90
2000     28     1972       404714.49
2000     29     1971       444590.94
2000     30     1970       465304.74
2000     31     1969       506226.10
2000     32     1968       532919.04
2000     33     1967       547279.14
2000     34     1966       558607.44
2000     35     1965       556272.25
2000     36     1964       564807.66
2000     37     1963       558205.31
2000     38     1962       541050.61
2000     39     1961       535188.45
2000     40     1960       521255.64
2000     41     1959       505098.80
2000     42     1958       482090.07
2000     43     1957       473861.45
2000     44     1956       459709.14
2000     45     1955       444531.78
2000     46     1954       440978.55
2000     47     1953       427306.68
2000     48     1952       430624.43
2000     49     1951       421735.52
2000     50     1950       428603.92
2000     51     1949       424271.83
2000     52     1948       396446.47
2000     53     1947       373303.21
2000     54     1946       340441.97
2000     55     1945       288378.17
2001     12     1989       177656.72
2001     13     1988       360006.38
2001     14     1987       346209.60
2001     15     1986       341578.45
2001     16     1985       325690.64
2001     17     1984       324417.38
2001     18     1983       329350.44
2001     19     1982       344450.89
2001     20     1981       353689.67
2001     21     1980       360569.61
2001     22     1979       348576.11
2001     23     1978       349349.50
2001     24     1977       353663.91
2001     25     1976       359138.96
2001     26     1975       353810.29
2001     27     1974       365006.27
2001     28     1973       371859.21
2001     29     1972       407292.28
2001     30     1971       446873.27
2001     31     1970       467203.37
2001     32     1969       507604.14
2001     33     1968       534277.25
2001     34     1967       548497.82
2001     35     1966       559962.12
2001     36     1965       557436.68
2001     37     1964       565968.26
2001     38     1963       559324.06
2001     39     1962       542158.57
2001     40     1961       536358.06
2001     41     1960       522323.62
2001     42     1959       506215.85
2001     43     1958       483016.48
2001     44     1957       474586.87
2001     45     1956       460375.18
2001     46     1955       445133.33
2001     47     1954       441395.09
2001     48     1953       427560.28
2001     49     1952       430609.15
2001     50     1951       421691.40
2001     51     1950       428284.23
2001     52     1949       423803.11
2001     53     1948       395648.03
2001     54     1947       372341.05
2001     55     1946       339340.49
2002     12     1990       182743.12
2002     13     1989       356577.38
2002     14     1988       361644.15
2002     15     1987       347903.29
2002     16     1986       343782.96
2002     17     1985       328576.57
2002     18     1984       328909.03
2002     19     1983       337155.09
2002     20     1982       354797.86
2002     21     1981       364064.17
2002     22     1980       370411.24
2002     23     1979       357767.31
2002     24     1978       357518.32
2002     25     1977       360366.34
2002     26     1976       364278.33
2002     27     1975       358057.30
2002     28     1974       368698.91
2002     29     1973       374910.15
2002     30     1972       409883.10
2002     31     1971       449061.54
2002     32     1970       469258.55
2002     33     1969       509225.35
2002     34     1968       535720.50
2002     35     1967       549977.79
2002     36     1966       561340.45
2002     37     1965       558778.09
2002     38     1964       567306.94
2002     39     1963       560606.89
2002     40     1962       543443.17
2002     41     1961       537682.45
2002     42     1960       523476.13
2002     43     1959       507305.99
2002     44     1958       483844.25
2002     45     1957       475244.96
2002     46     1956       461012.29
2002     47     1955       445649.26
2002     48     1954       441797.31
2002     49     1953       427690.96
2002     50     1952       430495.66
2002     51     1951       421479.18
2002     52     1950       427775.67
2002     53     1949       423298.66
2002     54     1948       394811.92
2002     55     1947       371235.92
2003     12     1991       181049.78
2003     13     1990       368393.05
2003     14     1989       357479.52
2003     15     1988       362795.13
2003     16     1987       349308.38
2003     17     1986       346015.29
2003     18     1985       332274.80
2003     19     1984       335584.11
2003     20     1983       346356.52
2003     21     1982       364042.49
2003     22     1981       372359.99
2003     23     1980       378219.22
2003     24     1979       364608.41
2003     25     1978       363198.83
2003     26     1977       364783.78
2003     27     1976       367800.52
2003     28     1975       360989.68
2003     29     1974       371205.94
2003     30     1973       376976.02
2003     31     1972       411378.39
2003     32     1971       450328.18
2003     33     1970       470371.45
2003     34     1969       510142.28
2003     35     1968       536343.22
2003     36     1967       550580.84
2003     37     1966       562032.66
2003     38     1965       559372.64
2003     39     1964       568034.96
2003     40     1963       561278.04
2003     41     1962       544199.40
2003     42     1961       538380.80
2003     43     1960       524047.01
2003     44     1959       507789.11
2003     45     1958       484202.86
2003     46     1957       475371.69
2003     47     1956       461083.58
2003     48     1955       445716.11
2003     49     1954       441788.15
2003     50     1953       427392.48
2003     51     1952       430020.81
2003     52     1951       420951.35
2003     53     1950       426918.71
2003     54     1949       422456.70
2003     55     1948       393696.68
2004     12     1992       177761.15
2004     13     1991       357759.59
2004     14     1990       368947.11
2004     15     1989       358079.41
2004     16     1988       363711.29
2004     17     1987       350877.63
